sample	category	subcategory	var_type	count	percentage
T2T12	total	all_variants	all	5397336	100.0
T2T12	variant_type	DEL	DEL	584085	10.82172760784209
T2T12	variant_type	INS	INS	535833	9.927731013966891
T2T12	variant_type	MNV	MNV	2239	0.04148342812083591
T2T12	variant_type	SNV	SNV	4275179	79.20905795007019
T2T12	ti_tv	transitions	SNV	2678439	1.6774421634079437
T2T12	ti_tv	transversions	SNV	1596740	1.6774421634079437
T2T12	zygosity	HET	all	3823806	70.84617300090267
T2T12	zygosity	HOM_ALT	all	1573530	29.153826999097333
T2T12	zygosity	HET	DEL	417229	71.43292500235411
T2T12	zygosity	HOM_ALT	DEL	166856	28.567074997645893
T2T12	zygosity	HET	INS	379083	70.74648257946039
T2T12	zygosity	HOM_ALT	INS	156750	29.25351742053961
T2T12	zygosity	HET	MNV	2239	100.0
T2T12	zygosity	HET	SNV	3025255	70.7632358785445
T2T12	zygosity	HOM_ALT	SNV	1249924	29.2367641214555
T2T12	haplotype	both	all	1573530	29.153826999097333
T2T12	haplotype	haplotype1	all	1903585	35.268973434301664
T2T12	haplotype	haplotype2	all	1920221	35.577199566601
T2T12	haplotype	both	DEL	166856	28.567074997645893
T2T12	haplotype	haplotype1	DEL	210232	35.993391372831006
T2T12	haplotype	haplotype2	DEL	206997	35.4395336295231
T2T12	haplotype	both	INS	156750	29.25351742053961
T2T12	haplotype	haplotype1	INS	190534	35.558466910399325
T2T12	haplotype	haplotype2	INS	188549	35.188015669061066
T2T12	haplotype	haplotype1	MNV	1108	49.48637784725324
T2T12	haplotype	haplotype2	MNV	1131	50.51362215274676
T2T12	haplotype	both	SNV	1249924	29.2367641214555
T2T12	haplotype	haplotype1	SNV	1501711	35.12627190580792
T2T12	haplotype	haplotype2	SNV	1523544	35.63696397273658
T2T12	phasing	phased	all	5397336	100.0
T2T12	phasing	phased	DEL	584085	100.0
T2T12	phasing	phased	INS	535833	100.0
T2T12	phasing	phased	MNV	2239	100.0
T2T12	phasing	phased	SNV	4275179	100.0
T2T12	allelic	biallelic	all	5002737	92.68900435325872
T2T12	allelic	multiallelic	all	394599	7.310995646741281
