#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	363618	249960	238	0	1	249960	249960.0	249960	249960	249960	248370855	248370855.0	248370855	248370855	248370855	250198	207858	207649	0.9990487533873172	0.9989945058645806	248370855
syndip	chr2	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	357517	232987	534	0	1	232987	232987.0	232987	232987	232987	242690838	242690838.0	242690838	242690838	242690838	233521	193081	192603	0.9977132677575036	0.997524355063419	242690838
syndip	chr3	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	324774	214569	688	0	1	214569	214569.0	214569	214569	214569	201085383	201085383.0	201085383	201085383	201085383	215257	181643	181040	0.9968038205493898	0.9966803014704668	201085383
syndip	chr4	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	322367	212251	2677	0	1	212251	212251.0	212251	212251	212251	193522740	193522740.0	193522740	193522740	193522740	214928	181036	178545	0.9875446661207474	0.9862403057955323	193522740
syndip	chr5	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	283061	184674	150	0	1	184674	184674.0	184674	184674	184674	182041773	182041773.0	182041773	182041773	182041773	184824	153803	153671	0.9991884170886898	0.9991417592634734	182041773
syndip	chr6	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	321915	209136	195	0	1	209136	209136.0	209136	209136	209136	172119186	172119186.0	172119186	172119186	172119186	209331	176624	176448	0.9990684609541826	0.9990035329287074	172119186
syndip	chr7	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	280756	188843	1	0	1	188843	188843.0	188843	188843	188843	160562164	160562164.0	160562164	160562164	160562164	188844	158530	158530	0.9999947046239224	1.0	160562164
syndip	chrX	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	184294	124708	10	0	1	124708	124708.0	124708	124708	124708	154207298	154207298.0	154207298	154207298	154207298	124718	105055	105046	0.9999198191119165	0.9999143305887392	154207298
syndip	chr9	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	209658	145598	371	0	1	145598	145598.0	145598	145598	145598	150610105	150610105.0	150610105	150610105	150610105	145969	120414	120077	0.9974583644472457	0.997201322105403	150610105
syndip	chr8	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	245287	165800	82	0	1	165800	165800.0	165800	165800	165800	146253481	146253481.0	146253481	146253481	146253481	165882	140716	140638	0.999505672707105	0.9994456920321783	146253481
syndip	chr11	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	225274	154695	223	0	1	154695	154695.0	154695	154695	154695	135066622	135066622.0	135066622	135066622	135066622	154918	132165	131945	0.9985605287958791	0.9983354140657511	135066622
syndip	chr10	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	222497	153629	50	0	1	153629	153629.0	153629	153629	153629	134723919	134723919.0	134723919	134723919	134723919	153679	127535	127493	0.999674646503426	0.9996706786372368	134723919
syndip	chr12	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	201240	135726	0	0	1	135726	135726.0	135726	135726	135726	133319423	133319423.0	133319423	133319423	133319423	135726	111679	111679	1.0	1.0	133319423
syndip	chr13	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	185951	133185	2830	0	1	133185	133185.0	133185	133185	133185	108583806	108583806.0	108583806	108583806	108583806	136015	113681	111508	0.9791934713083116	0.9808851083294482	108583806
syndip	chr14	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	226118	147466	24116	0	1	147466	147466.0	147466	147466	147466	101156254	101156254.0	101156254	101156254	101156254	171582	149359	127260	0.8594491263652364	0.8520410554435957	101156254
syndip	chr15	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	221181	169313	3569	0	1	169313	169313.0	169313	169313	169313	99744658	99744658.0	99744658	99744658	99744658	172882	147956	144725	0.9793558612232621	0.9781624266673876	99744658
syndip	chr16	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	163391	115166	155	0	1	115166	115166.0	115166	115166	115166	96324291	96324291.0	96324291	96324291	96324291	115321	97483	97348	0.998655925633666	0.9986151431531651	96324291
syndip	chr17	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	145252	97820	26	0	1	97820	97820.0	97820	97820	97820	84225996	84225996.0	84225996	84225996	84225996	97846	80776	80754	0.9997342763117552	0.9997276418738239	84225996
syndip	chr18	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	135011	94373	0	0	1	94373	94373.0	94373	94373	94373	80373911	80373911.0	80373911	80373911	80373911	94373	80516	80516	1.0	1.0	80373911
syndip	chr20	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	123418	87871	0	0	1	87871	87871.0	87871	87871	87871	66205100	66205100.0	66205100	66205100	66205100	87871	74939	74939	1.0	1.0	66205100
syndip	chr19	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	133148	95177	766	0	1	95177	95177.0	95177	95177	95177	61701400	61701400.0	61701400	61701400	61701400	95943	80460	79753	0.9920160928884859	0.9912130251056426	61701400
syndip	chr22	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	130882	106078	490	0	1	106078	106078.0	106078	106078	106078	51316343	51316343.0	51316343	51316343	51316343	106568	93820	93362	0.9954019968470835	0.9951183116606267	51316343
syndip	chr21	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	83706	60003	587	0	1	60003	60003.0	60003	60003	60003	45083441	45083441.0	45083441	45083441	45083441	60590	51791	51224	0.9903119326621554	0.989052151918287	45083441
syndip	ALL	assembly/variants/T2T12/phased_verkko/small_variants.dip.vcf.gz	5090316	3479028	37758	0	23	147466	151262.08695652173	60003	249960	3479028	134723919	132577782.04347827	45083441	248370855	3049288987	3516786	2960920	2926753	0.9892634922909725	0.9884606811396458	154207298
