sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T12	haplotype2-0000060	chr1	253461305	7500	248387328	253461305	1	7500	7500.0	7500	7500	0.0	scaffold
T2T12	haplotype2-0000042	chr10	134464349	0	134758134	134464349	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000049	chr11	134312682	0	135127769	134312682	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000053	chr12	133870740	0	133324548	133870740	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000058	chr14	100825924	100000	101161492	100825924	1	100000	100000.0	100000	100000	0.01	scaffold
T2T12	haplotype2-0000059	chr15	94563127	115000	99753195	94563127	3	115000	38333.3	100000	7500	0.03	scaffold
T2T12	haplotype2-0000055	chr16	91733475	7500	96330374	91733475	1	7500	7500.0	7500	7500	0.01	scaffold
T2T12	haplotype2-0000044	chr17	83647025	0	84276897	83647025	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000043	chr18	80199702	0	80542538	80199702	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000052	chr19	61785709	0	61707364	61785709	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000051	chr2	242254737	0	242696752	242254737	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000038	chr20	66298202	0	66210255	66298202	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000056	chr21	42390184	100000	45090682	42390184	1	100000	100000.0	100000	100000	0.02	scaffold
T2T12	haplotype2-0000048	chr22	47904914	7500	51324926	47904914	1	7500	7500.0	7500	7500	0.02	scaffold
T2T12	haplotype2-0000050	chr3	203197285	7500	201105948	203197285	1	7500	7500.0	7500	7500	0.0	scaffold
T2T12	haplotype2-0000041	chr4	190454604	0	193574945	190454604	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000045	chr5	183248336	0	182045439	183248336	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000039	chr6	172186643	0	172126628	172186643	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000040	chr7	160350743	0	160567428	160350743	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000047	chr8	146776507	0	146259331	146776507	0	0	0.0	0	0	0.0	contig
T2T12	haplotype2-0000046	chr9	135834630	7500	150617247	135834630	1	7500	7500.0	7500	7500	0.01	scaffold
T2T12	haplotype2-0000054	chrX	154391883	7500	154259566	154391883	1	7500	7500.0	7500	7500	0.01	scaffold
