contig	color	chromosome
haplotype1-0000001	#D55E00	chr6
haplotype1-0000002	#CC79A7	chr4
haplotype1-0000003	#D58C66	chr20
haplotype1-0000004	#00A880	chr10
haplotype1-0000005	#CCA0BF	chr18
haplotype1-0000006	#00B28C	chr17
haplotype1-0000007	#0072B2	chr5
haplotype1-0000008	#CC8DB3	chr11
haplotype1-0000009	#0072B2	chr5
haplotype1-0000010	#5699E9	chr9
haplotype1-0000011	#E6AB23	chr8
haplotype1-0000012	#E6C47F	chr22
haplotype1-0000013	#56B4E9	chr2
haplotype1-0000014	#338CC2	chr19
haplotype1-0000015	#1A7FBA	chr12
haplotype1-0000016	#9467BD	chrX
haplotype1-0000017	#567DE9	chr16
haplotype1-0000018	#808080	chr21
haplotype1-0000019	#D57533	chr13
haplotype1-0000020	#009E73	chr3
haplotype1-0000021	#666666	chr7
haplotype1-0000022	#737373	chr14
haplotype1-0000023	#E6B847	chr15
haplotype1-0000024	#E69F00	chr1
haplotype1-0000025	#009E73	chr3
haplotype1-0000026	#009E73	chr3
haplotype1-0000027	#009E73	chr3
haplotype1-0000028	#009E73	chr3
haplotype1-0000029	#009E73	chr3
haplotype1-0000030	#009E73	chr3
haplotype1-0000031	#0072B2	chr5
haplotype1-0000032	#009E73	chr3
haplotype1-0000033	#56B4E9	chr2
haplotype1-0000034	#009E73	chr3
haplotype1-0000035	#009E73	chr3
haplotype1-0000036	#009E73	chr3
haplotype1-0000037	#009E73	chr3
haplotype2-0000038	#D58C66	chr20
haplotype2-0000039	#D55E00	chr6
haplotype2-0000040	#666666	chr7
haplotype2-0000041	#CC79A7	chr4
haplotype2-0000042	#00A880	chr10
haplotype2-0000043	#CCA0BF	chr18
haplotype2-0000044	#00B28C	chr17
haplotype2-0000045	#0072B2	chr5
haplotype2-0000046	#5699E9	chr9
haplotype2-0000047	#E6AB23	chr8
haplotype2-0000048	#E6C47F	chr22
haplotype2-0000049	#CC8DB3	chr11
haplotype2-0000050	#009E73	chr3
haplotype2-0000051	#56B4E9	chr2
haplotype2-0000052	#338CC2	chr19
haplotype2-0000053	#1A7FBA	chr12
haplotype2-0000054	#9467BD	chrX
haplotype2-0000055	#567DE9	chr16
haplotype2-0000056	#808080	chr21
haplotype2-0000057	#D57533	chr13
haplotype2-0000058	#737373	chr14
haplotype2-0000059	#E6B847	chr15
haplotype2-0000060	#E69F00	chr1
haplotype2-0000061	#D57533	chr13
haplotype2-0000062	#D57533	chr13
haplotype2-0000063	#D57533	chr13
haplotype2-0000064	#E6C47F	chr22
haplotype2-0000065	#D57533	chr13
haplotype2-0000066	#D57533	chr13
haplotype2-0000067	#D57533	chr13
haplotype2-0000068	#D57533	chr13
haplotype2-0000069	#D57533	chr13
haplotype2-0000070	#D57533	chr13
haplotype2-0000071	#D57533	chr13
haplotype2-0000072	#D57533	chr13
haplotype2-0000073	#D57533	chr13
haplotype2-0000074	#D57533	chr13
haplotype2-0000075	#D57533	chr13
haplotype2-0000076	#D57533	chr13
haplotype2-0000077	#D57533	chr13
haplotype2-0000078	#009E73	chr3
haplotype2-0000079	#D57533	chr13
haplotype2-0000080	#D57533	chr13
haplotype2-0000081	#D57533	chr13
haplotype2-0000082	#D57533	chr13
haplotype2-0000083	#D57533	chr13
haplotype2-0000084	#D57533	chr13
haplotype2-0000085	#D57533	chr13
haplotype2-0000086	#D57533	chr13
haplotype2-0000087	#D57533	chr13
haplotype2-0000088	#D57533	chr13
