sample	category	subcategory	var_type	count	percentage
T2T03	total	all_variants	all	5410063	100.0
T2T03	variant_type	DEL	DEL	596709	11.02961277900091
T2T03	variant_type	INS	INS	539748	9.976741490810735
T2T03	variant_type	MNV	MNV	2230	0.04121948302635293
T2T03	variant_type	SNV	SNV	4271376	78.952426247162
T2T03	ti_tv	transitions	SNV	2684762	1.6921330581981502
T2T03	ti_tv	transversions	SNV	1586614	1.6921330581981502
T2T03	zygosity	HET	all	3803027	70.2954290920457
T2T03	zygosity	HOM_ALT	all	1607036	29.70457090795431
T2T03	zygosity	HET	DEL	424119	71.07635380059627
T2T03	zygosity	HOM_ALT	DEL	172590	28.92364619940373
T2T03	zygosity	HET	INS	381271	70.63870546996004
T2T03	zygosity	HOM_ALT	INS	158477	29.361294530039945
T2T03	zygosity	HET	MNV	2230	100.0
T2T03	zygosity	HET	SNV	2995407	70.12744839133806
T2T03	zygosity	HOM_ALT	SNV	1275969	29.87255160866194
T2T03	haplotype	both	all	1607036	29.70457090795431
T2T03	haplotype	haplotype1	all	1862401	34.42475623666489
T2T03	haplotype	haplotype2	all	1940626	35.870672855380796
T2T03	haplotype	both	DEL	172590	28.92364619940373
T2T03	haplotype	haplotype1	DEL	208786	34.989584537856814
T2T03	haplotype	haplotype2	DEL	215333	36.08676926273946
T2T03	haplotype	both	INS	158477	29.361294530039945
T2T03	haplotype	haplotype1	INS	187623	34.76122190355499
T2T03	haplotype	haplotype2	INS	193648	35.87748356640506
T2T03	haplotype	haplotype1	MNV	1058	47.44394618834081
T2T03	haplotype	haplotype2	MNV	1172	52.5560538116592
T2T03	haplotype	both	SNV	1275969	29.87255160866194
T2T03	haplotype	haplotype1	SNV	1464934	34.29653582358472
T2T03	haplotype	haplotype2	SNV	1530473	35.830912567753344
T2T03	phasing	phased	all	5410063	100.0
T2T03	phasing	phased	DEL	596709	100.0
T2T03	phasing	phased	INS	539748	100.0
T2T03	phasing	phased	MNV	2230	100.0
T2T03	phasing	phased	SNV	4271376	100.0
T2T03	allelic	biallelic	all	5028841	92.9534646823891
T2T03	allelic	multiallelic	all	381222	7.046535317610904
T2T03	allelic	biallelic	DEL	451138	75.6043565624115
T2T03	allelic	multiallelic	DEL	145571	24.395643437588507
T2T03	allelic	biallelic	INS	431445	79.93452500055581
T2T03	allelic	multiallelic	INS	108303	20.065474999444184
T2T03	allelic	multiallelic	MNV	2230	100.0
T2T03	allelic	biallelic	SNV	4146258	97.07078000157327
T2T03	allelic	multiallelic	SNV	125118	2.929219998426736
T2T03	filter	PASS	all	5135638	94.92750823788928
T2T03	filter	GAP1	all	156308	2.8892084990507505
T2T03	filter	GAP2	all	103833	1.9192567628140373
T2T03	filter	HET1	all	7505	0.13872296866043887
T2T03	filter	HET2	all	6779	0.1253035315854917
T2T03	indel_size	11-20bp	all	60976	1.1270848417107158
T2T03	indel_size	1bp	all	518829	9.590073165506576
T2T03	indel_size	2-5bp	all	395541	7.3112087604155445
T2T03	indel_size	21-50bp	all	32410	0.5990688093650666
T2T03	indel_size	6-10bp	all	97446	1.801198987886093
T2T03	indel_size	>50bp	all	31255	0.5777197049276506
T2T03	indel_size	11-20bp	DEL	31830	5.334258407364394
T2T03	indel_size	1bp	DEL	262359	43.967662629522934
T2T03	indel_size	2-5bp	DEL	219015	36.703820455196755
T2T03	indel_size	21-50bp	DEL	16755	2.807901338843557
T2T03	indel_size	6-10bp	DEL	50954	8.539170684538025
T2T03	indel_size	>50bp	DEL	15796	2.6471864845343376
T2T03	indel_size	11-20bp	INS	29146	5.399927373515047
T2T03	indel_size	1bp	INS	256470	47.516618866582185
T2T03	indel_size	2-5bp	INS	176526	32.705262455812715
T2T03	indel_size	21-50bp	INS	15655	2.900427606957321
T2T03	indel_size	6-10bp	INS	46492	8.613649332651534
T2T03	indel_size	>50bp	INS	15459	2.8641143644812024
T2T03	chromosome	chr1	all	389144	7.192966144756539
T2T03	chromosome	chr2	all	379019	7.005814904558413
T2T03	chromosome	chr3	all	351180	6.491236793360816
T2T03	chromosome	chr4	all	334917	6.190630312438136
T2T03	chromosome	chr5	all	303201	5.604389449808625
T2T03	chromosome	chr6	all	333050	6.156120547949256
T2T03	chromosome	chr7	all	321890	5.949838292086432
T2T03	chromosome	chr8	all	251556	4.6497794942498825
T2T03	chromosome	chr9	all	237694	4.393553272854678
T2T03	chromosome	chrX	all	191141	3.5330642175516256
T2T03	chromosome	chr10	all	241813	4.469689169978242
T2T03	chromosome	chr11	all	284956	5.267147535989877
T2T03	chromosome	chr12	all	228010	4.214553508896292
T2T03	chromosome	chr13	all	181229	3.349850084925074
T2T03	chromosome	chr14	all	202601	3.7448916953462468
T2T03	chromosome	chr15	all	194259	3.5906975574960955
T2T03	chromosome	chr16	all	195161	3.6073701914376968
T2T03	chromosome	chr17	all	165174	3.053088291208439
T2T03	chromosome	chr18	all	152473	2.818322078689287
T2T03	chromosome	chr19	all	146646	2.710615384700696
T2T03	chromosome	chr20	all	136799	2.528602716826033
T2T03	chromosome	chr21	all	80218	1.4827553764161343
T2T03	chromosome	chr22	all	107932	1.9950229784754816
T2T03	chromosome	chr1	DEL	46476	7.788721135427822
T2T03	chromosome	chr2	DEL	45401	7.608566319596319
T2T03	chromosome	chr3	DEL	38158	6.394741825579973
T2T03	chromosome	chr4	DEL	35762	5.993206068619712
T2T03	chromosome	chr5	DEL	34129	5.719538334431021
T2T03	chromosome	chr6	DEL	34809	5.833496729561646
T2T03	chromosome	chr7	DEL	34172	5.72674452706428
T2T03	chromosome	chr8	DEL	26987	4.522640013809076
T2T03	chromosome	chr9	DEL	29000	4.859990380570764
T2T03	chromosome	chrX	DEL	22469	3.7654870296911898
T2T03	chromosome	chr10	DEL	28373	4.75491403682532
T2T03	chromosome	chr11	DEL	26141	4.380862363396563
T2T03	chromosome	chr12	DEL	27943	4.682852110492719
T2T03	chromosome	chr13	DEL	20552	3.444224906947943
T2T03	chromosome	chr14	DEL	20098	3.3681409196107315
T2T03	chromosome	chr15	DEL	19823	3.3220548039329056
T2T03	chromosome	chr16	DEL	20281	3.398809134770885
T2T03	chromosome	chr17	DEL	19726	3.305798974039272
T2T03	chromosome	chr18	DEL	15187	2.5451266865423516
T2T03	chromosome	chr19	DEL	17559	2.9426403824980016
T2T03	chromosome	chr20	DEL	13930	2.334471241425888
T2T03	chromosome	chr21	DEL	8568	1.4358757786458727
T2T03	chromosome	chr22	DEL	11165	1.871096296519744
T2T03	chromosome	chr1	INS	42458	7.866263515566524
T2T03	chromosome	chr2	INS	40955	7.587800232701186
T2T03	chromosome	chr3	INS	34508	6.393353935540288
