#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	12565	248382327	245354
syndip	chr2	0	3155	242693269	235643
syndip	chr3	0	2645	201100844	225304
syndip	chr4	0	53905	193540492	215549
syndip	chr5	0	2439	182042957	186287
syndip	chr6	0	3712	172123534	201110
syndip	chr7	0	3375	160565601	199470
syndip	chrX	0	44335	154259461	117467
syndip	chr9	0	3593	150547375	167802
syndip	chr8	0	6063	146251244	158327
syndip	chr11	0	988	135125284	187988
syndip	chr10	0	1845	134754097	154057
syndip	chr12	0	3019	133322681	142305
syndip	chr13	0	9196192	113563565	114295
syndip	chr14	0	2108	101160036	142275
syndip	chr15	0	6091	99749769	142367
syndip	chr16	0	2565	96320464	127800
syndip	chr17	0	1946	84272854	96245
syndip	chr18	0	163937	80538845	100666
syndip	chr20	0	2716	66207387	85961
syndip	chr19	0	2685	61704491	96512
syndip	chr22	0	4614	51321978	70801
syndip	chr21	0	167990	45086161	62939
