C	J  inter-chromosomal misjoin
C	j  inter-chromosomal misjoin with both breakpoints ending in centromeres
C	G  long gap on the reference genome
C	g  long gap on the reference genome with both breakpoints ending in centromeres
C	M  closed inversion
C
G	haplotype1-0000001	202422301	102737799	105018146	-	chr3	201105948	96228401	98449202	2214467	2282464	60
G	haplotype1-0000001	202422301	111775733	115614746	-	chr3	201105948	86934938	90805709	3829648	3877623	60
G	haplotype1-0000002	95556658	80701654	81739940	-	chr15	99753195	18255323	19285444	1026603	1039588	60
G	haplotype1-0000002	95556658	83010425	84241142	-	chr15	99753195	17685865	18914608	1225949	1231648	60
G	haplotype1-0000002	95556658	83010425	84241142	-	chr15	99753195	17685865	18914608	1225949	1231648	60
G	haplotype1-0000002	95556658	86603845	88284046	-	chr15	99753195	15438136	16673934	1232173	1681314	60
J	haplotype1-0000005	101102818	84906252	86304450	-	chr14	101161492	14993165	16390641	1390601	1403453	60
J	haplotype1-0000005	101102818	97999667	99181369	-	chr22	51324926	3477702	4597727	1117022	1182913	60
J	haplotype1-0000006	144034600	93180892	95249090	-	chr13	113566686	18333907	20399360	2061030	2070265	60
J	haplotype1-0000006	144034600	106112408	107252777	-	chr21	45090682	41609749	42750526	1135716	1144492	60
J	haplotype1-0000006	144034600	136470011	137627764	-	chr21	45090682	11303874	12432089	1127068	1158048	60
J	haplotype1-0000006	144034600	139601141	140786945	-	chr13	113566686	12434716	13577263	1123736	1201938	60
G	haplotype1-0000007	134730546	93452144	96185694	-	chr12	133324548	37382479	40097761	2709952	2735860	60
G	haplotype1-0000007	134730546	100827983	102706238	-	chr12	133324548	31993945	33873324	1863908	1891620	60
G	haplotype1-0000009	41907855	33361234	34621458	-	chr22	51324926	16525664	17771441	1243077	1261744	60
G	haplotype1-0000009	41907855	36172925	37640804	-	chr22	51324926	11405521	12786735	1366807	1480438	60
G	haplotype1-0000010	183587458	45811888	46863808	+	chr5	182045439	45625978	46686347	1047193	1063441	60
G	haplotype1-0000010	183587458	53589994	56774771	+	chr5	182045439	51464750	54657451	3180176	3194437	60
G	haplotype1-0000014	191218502	136076817	137927197	-	chr4	193574945	55520289	57372400	1847574	1853200	60
G	haplotype1-0000014	191218502	141904780	145300628	-	chr4	193574945	45843699	49264638	3383871	3429447	60
M	haplotype1-0000017	136066042	72890832	74174243	-	chr9	150617247	76530271	77822721	1274286	1300511	60
M	haplotype1-0000017	136066042	93660671	95285041	+	chr9	150617247	42647947	44282876	1616238	1638797	60
M	haplotype1-0000017	136066042	96228260	100563901	-	chr9	150617247	35514706	39838387	4315562	4340261	60
G	haplotype1-0000022	93405936	41822496	44103742	-	chr16	96330374	52028017	54277851	2244609	2285394	60
G	haplotype1-0000022	93405936	53077204	54815439	-	chr16	96330374	37815742	39557879	1730538	1749499	60
G	haplotype1-0000023	137118453	49095010	51507467	+	chr11	135127769	49060016	51507640	2372687	2486115	60
G	haplotype1-0000023	137118453	56467059	59052953	+	chr11	135127769	54386249	56975119	2580550	2593493	60
G	haplotype2-0000036	91380727	37510767	39386402	+	chr16	96330374	37797620	39771404	1869565	1979426	60
G	haplotype2-0000036	91380727	47189044	49564953	+	chr16	96330374	52007353	54277851	2266877	2379103	60
G	haplotype2-0000037	95920903	78948877	80043750	-	chr15	99753195	19621949	20716727	1092538	1095722	60
G	haplotype2-0000037	95920903	81300758	83112405	-	chr15	99753195	17686055	19496568	1804484	1815357	60
G	haplotype2-0000037	95920903	85356002	86355451	-	chr15	99753195	14466741	15535508	984130	1081968	60
G	haplotype2-0000037	95920903	87283393	88308144	-	chr15	99753195	13613978	14642783	966272	1086171	60
G	haplotype2-0000038	44243131	32663781	33835770	-	chr21	45090682	11282024	12432089	1147812	1172578	60
