#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	350726	224522	701	0	1	224522	224522.0	224522	224522	224522	248375487	248375487.0	248375487	248375487	248375487	225223	185721	185061	0.996887529248789	0.9964462823267158	248375487
syndip	chr2	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	350520	228506	557	0	1	228506	228506.0	228506	228506	228506	242690650	242690650.0	242690650	242690650	242690650	229063	189429	188929	0.9975683545574798	0.9973604886263455	242690650
syndip	chr3	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	324226	208115	893	0	1	208115	208115.0	208115	208115	208115	201085297	201085297.0	201085297	201085297	201085297	209008	176403	175594	0.995727436270382	0.9954139101942711	201085297
syndip	chr4	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	324603	217089	2491	0	1	217089	217089.0	217089	217089	217089	193552754	193552754.0	193552754	193552754	193552754	219580	185206	182852	0.9886556152655068	0.9872898286232628	193552754
syndip	chr5	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	280581	183430	4	0	1	183430	183430.0	183430	183430	183430	182042147	182042147.0	182042147	182042147	182042147	183434	152832	152832	0.9999781937917726	1.0	182042147
syndip	chr6	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	302598	204501	214	0	1	204501	204501.0	204501	204501	204501	172120465	172120465.0	172120465	172120465	172120465	204715	173078	172878	0.9989546442615344	0.9988444516345232	172120465
syndip	chr7	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	293590	193560	6	0	1	193560	193560.0	193560	193560	193560	160516678	160516678.0	160516678	160516678	160516678	193566	163533	163531	0.9999690028207433	0.9999877700525276	160516678
syndip	chrX	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	131640	131604	19	0	1	131604	131604.0	131604	131604	131604	154227477	154227477.0	154227477	154227477	154227477	131623	101522	101517	0.9998556483289395	0.9999507495912217	154227477
syndip	chr9	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	237937	158297	3785	0	1	158297	158297.0	158297	158297	158297	150610665	150610665.0	150610665	150610665	150610665	162082	132563	129579	0.9766476228082082	0.9774899481755844	150610665
syndip	chr8	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	241337	160987	134	0	1	160987	160987.0	160987	160987	160987	146255292	146255292.0	146255292	146255292	146255292	161121	136557	136437	0.9991683269095897	0.9991212460730684	146255292
syndip	chr11	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	279131	187898	213	0	1	187898	187898.0	187898	187898	187898	135011485	135011485.0	135011485	135011485	135011485	188111	164697	164507	0.9988676898214353	0.9988463663576143	135011485
syndip	chr10	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	208460	136608	1	0	1	136608	136608.0	136608	136608	136608	134751023	134751023.0	134751023	134751023	134751023	136609	112674	112674	0.999992679838078	1.0	134751023
syndip	chr12	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	204695	133881	0	0	1	133881	133881.0	133881	133881	133881	133319160	133319160.0	133319160	133319160	133319160	133881	109912	109912	1.0	1.0	133319160
syndip	chr13	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	174963	116579	2390	0	1	116579	116579.0	116579	116579	116579	113519627	113519627.0	113519627	113519627	113519627	118969	99131	97004	0.9799107330481049	0.9785435433920772	113519627
syndip	chr14	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	211669	145083	10722	0	1	145083	145083.0	145083	145083	145083	101154721	101154721.0	101154721	101154721	101154721	155805	135550	125721	0.9311832097814576	0.9274880118037625	101154721
syndip	chr15	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	218639	151737	15655	0	1	151737	151737.0	151737	151737	151737	99747134	99747134.0	99747134	99747134	99747134	167392	144412	130247	0.9064770120435863	0.9019125834418192	99747134
syndip	chr16	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	187788	132467	398	0	1	132467	132467.0	132467	132467	132467	96302845	96302845.0	96302845	96302845	96302845	132865	114435	114112	0.9970044782297821	0.997177436972954	96302845
syndip	chr17	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	161223	111742	0	0	1	111742	111742.0	111742	111742	111742	84187899	84187899.0	84187899	84187899	84187899	111742	93087	93087	1.0	1.0	84187899
syndip	chr18	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	138267	92874	3469	0	1	92874	92874.0	92874	92874	92874	80373739	80373739.0	80373739	80373739	80373739	96343	82362	79015	0.9639932325130004	0.9593623272868556	80373739
syndip	chr20	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	139966	98267	0	0	1	98267	98267.0	98267	98267	98267	66125832	66125832.0	66125832	66125832	66125832	98267	84562	84562	1.0	1.0	66125832
syndip	chr19	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	122762	84529	9	0	1	84529	84529.0	84529	84529	84529	61694016	61694016.0	61694016	61694016	61694016	84538	69374	69374	0.9998935390002129	1.0	61694016
syndip	chr22	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	162211	118553	2886	0	1	118553	118553.0	118553	118553	118553	51317832	51317832.0	51317832	51317832	51317832	121439	109009	106372	0.9762349821721193	0.9758093368437468	51317832
syndip	chr21	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	94768	59060	15560	0	1	59060	59060.0	59060	59060	59060	44929615	44929615.0	44929615	44929615	44929615	74620	63420	49434	0.7914768158670598	0.7794701986754967	44929615
syndip	ALL	assembly/variants/T2T11/phased_verkko/small_variants.dip.vcf.gz	5142300	3479889	60107	0	23	145083	151299.52173913043	59060	228506	3479889	134751023	132778775.6521739	44929615	248375487	3053911840	3539996	2979469	2925231	0.9830206022831665	0.9817960851413456	154227477
