Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr1	11044370	11044544	Maternal	PTCHD2	Hernandez	20	0	20	0	0.27727	0.34791	0.62518	Included
chr1	21120031	21120143	Maternal	ECE1;LOC100506801	Hernandez	5	0	0	0	0	0.54954	0.49661	Ignored:DidNotMeet_cpg_difference
chr1	32329102	32329320	Maternal	ZBTB8B	Joshi	9	8	0	0.30329	0	0.79514	0.49729	Included
chr1	39384177	39384444	Maternal	BMP8A	Akbari	18	0	0	0	0	0.34365	0.28718	Ignored:DidNotMeet_cpg_difference
chr1	39427318	39428447	Maternal	PPIEL,PABPC4	Akbari,Court,Hernandez,Joshi,Zink	52	34	0	0.31332	0	0.82439	0.58704	Included
chr1	67924206	67929467	Maternal	DIRAS3,DIRAS3_Ex2,GNG12-AS1	Akbari,Court,Hernandez,Joshi,Zink	136	90	0	0.7219	0	0.79853	0.33605	Included
chr1	176387296	176387476	Maternal	ASTN1	Zink	15	0	0	0	0	0.83917	0.93756	Ignored:DidNotMeet_cpg_difference
chr1	227504793	227504903	Maternal	OBSCN	Joshi	8	0	0	0	0	0.96369	0.9731	Ignored:DidNotMeet_cpg_difference
chr10	13172944	13173273	Maternal	BTBD7P1	Akbari	27	0	11	0	0.20242	0.53481	0.71909	Included
chr10	27443798	27444893	Maternal	PTCHD3	Akbari,Hernandez	72	72	0	0.42028	0	0.89469	0.47441	Included
chr10	98458604	98458947	Maternal	ANKRD2	Akbari	19	13	0	0.1983	0	0.91441	0.72972	Included
chr10	120716003	120716796	Maternal	INPP5F	Akbari,Court,Hernandez	64	64	0	0.39367	0	0.95874	0.56507	Included
chr10	124869055	124869380	Maternal	YBX2P1	Akbari	32	0	0	0	0	0.18103	0.12521	Ignored:DidNotMeet_cpg_difference
chr11	2085259	2091234	Paternal	H19,H19/IGF2	Akbari,Court,Hernandez	250	0	243	0	0.80625	0.15414	0.93888	Included
chr11	2220004	2221535	Paternal	IGF2_DMR2,IGF2,INS-IGF2	Akbari,Court,Hernandez,Zink	68	0	62	0	0.4461	0.42859	0.84717	Included
chr11	2233014	2236942	Paternal	IGF2_DMR0,IGF2,IGF2-AS,INS-IGF2	Akbari,Court,Hernandez,Zink	97	0	82	0	0.54493	0.26908	0.75542	Included
