#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	255201
syndip	chr2	0	3155	242694066	239117
syndip	chr3	0	2460	201100844	206402
syndip	chr4	0	3022	193490816	224263
syndip	chr5	0	1855	182044304	187666
syndip	chr6	0	8047	172124006	209136
syndip	chr7	0	3200	160565562	188678
syndip	chrX	0	5347	154256551	128357
syndip	chr9	0	3545	150614219	156856
syndip	chr8	0	2183	146253953	151361
syndip	chr11	0	1837	135125485	192485
syndip	chr10	0	3727	134723423	150773
syndip	chr12	0	10156	133322669	139129
syndip	chr13	0	4119301	113562614	112149
syndip	chr14	0	63575	101159346	130428
syndip	chr15	0	6215	99749463	160063
syndip	chr16	0	3666	96327872	129978
syndip	chr17	0	2260	84237411	93663
syndip	chr18	0	163949	80539281	92966
syndip	chr20	0	2374	66203987	84962
syndip	chr19	0	2008	61703957	86472
syndip	chr22	0	4721	51321978	115646
syndip	chr21	0	3048	45086599	85117
