contig	color	chromosome
haplotype1-0000001	#00B28C	chr17
haplotype1-0000002	#0072B2	chr5
haplotype1-0000003	#5699E9	chr9
haplotype1-0000004	#D57533	chr13
haplotype1-0000005	#CCA0BF	chr18
haplotype1-0000006	#009E73	chr3
haplotype1-0000007	#56B4E9	chr2
haplotype1-0000008	#CC79A7	chr4
haplotype1-0000009	#CC8DB3	chr11
haplotype1-0000010	#1A7FBA	chr12
haplotype1-0000011	#E6B847	chr15
haplotype1-0000012	#338CC2	chr19
haplotype1-0000013	#00A880	chr10
haplotype1-0000014	#737373	chr14
haplotype1-0000015	#E69F00	chr1
haplotype1-0000016	#E6AB23	chr8
haplotype1-0000017	#666666	chr7
haplotype1-0000018	#666666	chr7
haplotype1-0000019	#D58C66	chr20
haplotype1-0000020	#8C564B	chrY
haplotype1-0000021	#567DE9	chr16
haplotype1-0000022	#E6C47F	chr22
haplotype1-0000023	#808080	chr21
haplotype1-0000024	#D55E00	chr6
haplotype1-0000025	#E69F00	chr1
haplotype1-0000026	#E69F00	chr1
haplotype1-0000027	#E69F00	chr1
haplotype1-0000028	#E69F00	chr1
haplotype1-0000029	#E69F00	chr1
haplotype1-0000030	#E69F00	chr1
haplotype1-0000031	#737373	chr14
haplotype1-0000032	#737373	chr14
haplotype1-0000033	#737373	chr14
haplotype1-0000034	#737373	chr14
haplotype1-0000035	#737373	chr14
haplotype1-0000036	#00A880	chr10
haplotype1-0000037	#E69F00	chr1
haplotype1-0000038	#E69F00	chr1
haplotype1-0000039	#E69F00	chr1
haplotype1-0000040	#E69F00	chr1
haplotype1-0000041	#E69F00	chr1
haplotype1-0000042	#737373	chr14
haplotype1-0000043	#D57533	chr13
haplotype1-0000044	#737373	chr14
haplotype1-0000045	#737373	chr14
haplotype1-0000046	#CC79A7	chr4
haplotype1-0000047	#CC79A7	chr4
haplotype1-0000048	#737373	chr14
haplotype1-0000049	#737373	chr14
haplotype1-0000050	#737373	chr14
haplotype1-0000051	#CC8DB3	chr11
haplotype1-0000052	#E69F00	chr1
haplotype1-0000053	#E69F00	chr1
haplotype1-0000054	#E69F00	chr1
haplotype1-0000055	#E69F00	chr1
haplotype1-0000056	#E69F00	chr1
haplotype1-0000057	#E69F00	chr1
haplotype1-0000058	#E69F00	chr1
haplotype1-0000059	#E69F00	chr1
haplotype1-0000060	#E69F00	chr1
haplotype2-0000061	#00B28C	chr17
haplotype2-0000062	#0072B2	chr5
haplotype2-0000063	#CCA0BF	chr18
haplotype2-0000064	#5699E9	chr9
haplotype2-0000065	#D57533	chr13
haplotype2-0000066	#9467BD	chrX
haplotype2-0000067	#E69F00	chr1
haplotype2-0000068	#808080	chr21
haplotype2-0000069	#009E73	chr3
haplotype2-0000070	#666666	chr7
haplotype2-0000071	#56B4E9	chr2
haplotype2-0000072	#CC79A7	chr4
haplotype2-0000073	#CC8DB3	chr11
haplotype2-0000074	#1A7FBA	chr12
haplotype2-0000075	#E6B847	chr15
haplotype2-0000076	#338CC2	chr19
haplotype2-0000077	#00A880	chr10
haplotype2-0000078	#737373	chr14
haplotype2-0000079	#E6AB23	chr8
haplotype2-0000080	#D58C66	chr20
haplotype2-0000081	#567DE9	chr16
haplotype2-0000082	#E6C47F	chr22
haplotype2-0000083	#D55E00	chr6
haplotype2-0000084	#737373	chr14
haplotype2-0000085	#E69F00	chr1
haplotype2-0000086	#E6B847	chr15
