#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3131	248382165	238507
syndip	chr2	0	3413	242694066	232387
syndip	chr3	0	2645	201100844	204998
syndip	chr4	0	3392	193572959	226953
syndip	chr5	0	2439	182042899	177327
syndip	chr6	0	2950	172124000	205052
syndip	chr7	0	3799	160563740	191332
syndip	chrX	0	160372	154255796	133044
syndip	chr9	0	3559	150613715	156430
syndip	chr8	0	2059	146230314	154650
syndip	chr11	0	87474	135125266	185333
syndip	chr10	0	2461	134754097	151231
syndip	chr12	0	3019	133322489	137884
syndip	chr13	0	5358438	113563403	110686
syndip	chr14	0	5321	101159989	159887
syndip	chr15	0	129168	99750524	150019
syndip	chr16	0	3460	96327565	127155
syndip	chr17	0	2852	84274229	124088
syndip	chr18	0	164177	80538845	96119
syndip	chr20	0	2508	66207309	80773
syndip	chr19	0	2197	61704397	100072
syndip	chr22	0	2312624	51321978	88663
syndip	chr21	0	145	45086410	69721
