#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	116358	248383947	269489
syndip	chr2	0	3349	242694019	233523
syndip	chr3	0	2458	201100712	219583
syndip	chr4	0	6038	193572842	214118
syndip	chr5	0	2061	182043943	193992
syndip	chr6	0	4823	172122265	217168
syndip	chr7	0	3461	160565354	192213
syndip	chrX	0	108584	154255808	128488
syndip	chr9	0	3480	150547375	167179
syndip	chr8	0	3641	146250539	160061
syndip	chr11	0	2700	135125311	179798
syndip	chr10	0	2461	134653480	147538
syndip	chr12	0	2913	133322651	147814
syndip	chr13	0	5338693	113563419	113289
syndip	chr14	0	6159	101159810	148016
syndip	chr15	0	192404	99750781	151781
syndip	chr16	0	2326	96327699	123801
syndip	chr17	0	54816	84272854	107684
syndip	chr18	0	164177	80538855	99967
syndip	chr20	0	2789	66207387	81364
syndip	chr19	0	2354	61704023	103195
syndip	chr22	0	227155	51321978	113143
syndip	chr21	0	3033	45086332	76165
