sample	category	subcategory	sv_type	count	total_length	mean_length
T2T08	total	all_svs	all	62280	61611395	989.2645311496467
T2T08	sv_type	BND	BND	18	0	0.0
T2T08	sv_type	DEL	DEL	32111	31398191	977.80171903709
T2T08	sv_type	DUP:TANDEM	DUP:TANDEM	29	26633	918.3793103448276
T2T08	sv_type	INS	INS	30093	30186571	1003.1093942112784
T2T08	sv_type	INV	INV	29	0	0.0
T2T08	zygosity	ALT_HOM	all	10917	0	0
T2T08	zygosity	HET	all	51363	0	0
T2T08	zygosity	HET	BND	18	0	0
T2T08	zygosity	ALT_HOM	DEL	5755	0	0
T2T08	zygosity	HET	DEL	26356	0	0
T2T08	zygosity	HET	DUP:TANDEM	29	0	0
T2T08	zygosity	ALT_HOM	INS	5158	0	0
T2T08	zygosity	HET	INS	24935	0	0
T2T08	zygosity	ALT_HOM	INV	4	0	0
T2T08	zygosity	HET	INV	25	0	0
T2T08	size_class	large (500bp-5kb)	all	16059	0	0
T2T08	size_class	massive (>50kb)	all	163	0	0
T2T08	size_class	medium (50-500bp)	all	30440	0	0
T2T08	size_class	small (<50bp)	all	14011	0	0
T2T08	size_class	very_large (5kb-50kb)	all	1607	0	0
T2T08	size_class	small (<50bp)	BND	18	0	0
T2T08	size_class	large (500bp-5kb)	DEL	8768	0	0
T2T08	size_class	massive (>50kb)	DEL	71	0	0
T2T08	size_class	medium (50-500bp)	DEL	15416	0	0
T2T08	size_class	small (<50bp)	DEL	6983	0	0
T2T08	size_class	very_large (5kb-50kb)	DEL	873	0	0
T2T08	size_class	large (500bp-5kb)	DUP:TANDEM	22	0	0
T2T08	size_class	medium (50-500bp)	DUP:TANDEM	7	0	0
T2T08	size_class	large (500bp-5kb)	INS	7269	0	0
T2T08	size_class	massive (>50kb)	INS	92	0	0
T2T08	size_class	medium (50-500bp)	INS	15017	0	0
T2T08	size_class	small (<50bp)	INS	6981	0	0
T2T08	size_class	very_large (5kb-50kb)	INS	734	0	0
T2T08	size_class	small (<50bp)	INV	29	0	0
T2T08	haplotype	both	all	10917	0	0
T2T08	haplotype	haplotype1	all	24914	0	0
T2T08	haplotype	haplotype2	all	26449	0	0
T2T08	haplotype	haplotype1	BND	10	0	0
T2T08	haplotype	haplotype2	BND	8	0	0
T2T08	haplotype	both	DEL	5755	0	0
T2T08	haplotype	haplotype1	DEL	12445	0	0
T2T08	haplotype	haplotype2	DEL	13911	0	0
T2T08	haplotype	haplotype1	DUP:TANDEM	10	0	0
T2T08	haplotype	haplotype2	DUP:TANDEM	19	0	0
T2T08	haplotype	both	INS	5158	0	0
T2T08	haplotype	haplotype1	INS	12438	0	0
