#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384169	317018
syndip	chr2	0	3349	242693993	310464
syndip	chr3	0	18886	201088840	277287
syndip	chr4	0	6038	193572561	284238
syndip	chr5	0	31830	182044069	248671
syndip	chr6	0	3645	172122303	261983
syndip	chr7	0	51360	160564400	240507
syndip	chrX	0	171295	154255898	191339
syndip	chr9	0	3630	150614258	205771
syndip	chr8	0	2059	146253728	215515
syndip	chr11	0	2131	135124289	233034
syndip	chr10	0	3785	134754940	193059
syndip	chr12	0	3117	133322148	184203
syndip	chr13	0	4971841	113563505	165875
syndip	chr14	0	5718	101159346	181811
syndip	chr15	0	6091	99750687	224451
syndip	chr16	0	3518	96327809	159531
syndip	chr17	0	5581	84272854	132047
syndip	chr18	0	165497	80537835	120998
syndip	chr20	0	2657	66196075	116530
syndip	chr19	0	2217	61704292	109149
syndip	chr22	0	4599	51321078	143563
syndip	chr21	0	3033	45086155	81460
