sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG01252	HG01252#1#CM088828.1	chr10	135644138	0	134758134	135644138	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088829.1	chr11	134144739	0	135127769	134144739	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088830.1	chr12	133418975	0	133324548	133418975	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088831.1	chr16	89242723	0	96330374	89242723	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088832.1	chr17	82740417	100	84276897	82740417	1	100	100.0	100	100	0.01	scaffold
HG01252	HG01252#1#CM088833.1	chr19	62423868	0	61707364	62423868	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088834.1	chr20	66374130	0	66210255	66374130	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088822.1	chr3	200836075	0	201105948	200836075	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088823.1	chr5	182620406	0	182045439	182620406	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088824.1	chr6	174238076	0	172126628	174238076	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088825.1	chr7	160162749	0	160567428	160162749	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088826.1	chr8	146246496	0	146259331	146246496	0	0	0.0	0	0	0.0	contig
HG01252	HG01252#1#CM088827.1	chr9	137865930	0	150617247	137865930	0	0	0.0	0	0	0.0	contig
