#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3131	248384169	243213
syndip	chr2	0	3155	242693993	253846
syndip	chr3	0	4329	201100844	224897
syndip	chr4	0	3087	193572909	219919
syndip	chr5	0	2439	182025693	215153
syndip	chr6	0	9700	172121978	206627
syndip	chr7	0	3115	160524014	215314
syndip	chrX	0	96147	154256765	130137
syndip	chr9	0	3514	150614993	164424
syndip	chr8	0	2272	146249632	157247
syndip	chr11	0	304	135125513	196302
syndip	chr10	0	3785	134643496	150153
syndip	chr12	0	2990	133322055	152823
syndip	chr13	0	88	113563219	140570
syndip	chr14	0	13698	101157306	147961
syndip	chr15	0	2344	99750821	175269
syndip	chr16	0	2125	96327457	123838
syndip	chr17	0	2132	84272854	101430
syndip	chr18	0	163930	80538092	107620
syndip	chr20	0	2789	66207314	91126
syndip	chr19	0	3379	61704023	106130
syndip	chr22	0	3112	51321869	109762
syndip	chr21	0	3033	45086155	79609
