sample	category	subcategory	sv_type	count	total_length	mean_length
HG01252	total	all_svs	all	61199	59617522	974.1584339613393
HG01252	sv_type	BND	BND	16	0	0.0
HG01252	sv_type	DEL	DEL	30863	29910872	969.1498558144056
HG01252	sv_type	DUP:TANDEM	DUP:TANDEM	31	51088	1648.0
HG01252	sv_type	INS	INS	30255	29655562	980.1871426210544
HG01252	sv_type	INV	INV	34	0	0.0
HG01252	zygosity	ALT_HOM	all	9976	0	0
HG01252	zygosity	HET	all	51223	0	0
HG01252	zygosity	HET	BND	16	0	0
HG01252	zygosity	ALT_HOM	DEL	5160	0	0
HG01252	zygosity	HET	DEL	25703	0	0
HG01252	zygosity	HET	DUP:TANDEM	31	0	0
HG01252	zygosity	ALT_HOM	INS	4812	0	0
HG01252	zygosity	HET	INS	25443	0	0
HG01252	zygosity	ALT_HOM	INV	4	0	0
HG01252	zygosity	HET	INV	30	0	0
HG01252	size_class	large (500bp-5kb)	all	14657	0	0
HG01252	size_class	massive (>50kb)	all	158	0	0
HG01252	size_class	medium (50-500bp)	all	30359	0	0
HG01252	size_class	small (<50bp)	all	14420	0	0
HG01252	size_class	very_large (5kb-50kb)	all	1605	0	0
HG01252	size_class	small (<50bp)	BND	16	0	0
HG01252	size_class	large (500bp-5kb)	DEL	7605	0	0
HG01252	size_class	massive (>50kb)	DEL	72	0	0
HG01252	size_class	medium (50-500bp)	DEL	15201	0	0
HG01252	size_class	small (<50bp)	DEL	7137	0	0
HG01252	size_class	very_large (5kb-50kb)	DEL	848	0	0
HG01252	size_class	large (500bp-5kb)	DUP:TANDEM	21	0	0
HG01252	size_class	medium (50-500bp)	DUP:TANDEM	9	0	0
HG01252	size_class	very_large (5kb-50kb)	DUP:TANDEM	1	0	0
HG01252	size_class	large (500bp-5kb)	INS	7031	0	0
HG01252	size_class	massive (>50kb)	INS	86	0	0
HG01252	size_class	medium (50-500bp)	INS	15149	0	0
HG01252	size_class	small (<50bp)	INS	7233	0	0
HG01252	size_class	very_large (5kb-50kb)	INS	756	0	0
HG01252	size_class	small (<50bp)	INV	34	0	0
HG01252	haplotype	both	all	9976	0	0
HG01252	haplotype	haplotype1	all	25113	0	0
HG01252	haplotype	haplotype2	all	26110	0	0
HG01252	haplotype	haplotype1	BND	6	0	0
HG01252	haplotype	haplotype2	BND	10	0	0
HG01252	haplotype	both	DEL	5160	0	0
HG01252	haplotype	haplotype1	DEL	12527	0	0
HG01252	haplotype	haplotype2	DEL	13176	0	0
HG01252	haplotype	haplotype1	DUP:TANDEM	21	0	0
HG01252	haplotype	haplotype2	DUP:TANDEM	10	0	0
HG01252	haplotype	both	INS	4812	0	0
HG01252	haplotype	haplotype1	INS	12546	0	0
HG01252	haplotype	haplotype2	INS	12897	0	0
HG01252	haplotype	both	INV	4	0	0
HG01252	haplotype	haplotype1	INV	13	0	0
HG01252	haplotype	haplotype2	INV	17	0	0
HG01252	phasing	phased	all	61199	0	0
HG01252	chromosome	chr1	all	4179	0	0
HG01252	chromosome	chr2	all	3510	0	0
HG01252	chromosome	chr3	all	3504	0	0
HG01252	chromosome	chr4	all	2829	0	0
HG01252	chromosome	chr5	all	2959	0	0
HG01252	chromosome	chr6	all	2350	0	0
HG01252	chromosome	chr7	all	2865	0	0
HG01252	chromosome	chr8	all	2604	0	0
HG01252	chromosome	chr9	all	5839	0	0
HG01252	chromosome	chrX	all	928	0	0
HG01252	chromosome	chrY	all	1155	0	0
HG01252	chromosome	chr10	all	2662	0	0
HG01252	chromosome	chr11	all	2011	0	0
HG01252	chromosome	chr12	all	2228	0	0
HG01252	chromosome	chr13	all	3170	0	0
HG01252	chromosome	chr14	all	1720	0	0
HG01252	chromosome	chr15	all	2721	0	0
HG01252	chromosome	chr16	all	2831	0	0
HG01252	chromosome	chr17	all	1991	0	0
HG01252	chromosome	chr18	all	1472	0	0
HG01252	chromosome	chr19	all	1912	0	0
HG01252	chromosome	chr20	all	1938	0	0
HG01252	chromosome	chr21	all	1390	0	0
HG01252	chromosome	chr22	all	2431	0	0
HG01252	chromosome	chr1	DEL	2084	0	0
HG01252	chromosome	chr2	DEL	1802	0	0
HG01252	chromosome	chr3	DEL	1700	0	0
HG01252	chromosome	chr4	DEL	1348	0	0
HG01252	chromosome	chr5	DEL	1425	0	0
HG01252	chromosome	chr6	DEL	1038	0	0
HG01252	chromosome	chr7	DEL	1437	0	0
HG01252	chromosome	chr8	DEL	1381	0	0
HG01252	chromosome	chr9	DEL	2984	0	0
HG01252	chromosome	chrX	DEL	470	0	0
HG01252	chromosome	chrY	DEL	501	0	0
HG01252	chromosome	chr10	DEL	1344	0	0
HG01252	chromosome	chr11	DEL	1073	0	0
HG01252	chromosome	chr12	DEL	1131	0	0
HG01252	chromosome	chr13	DEL	1580	0	0
HG01252	chromosome	chr14	DEL	918	0	0
HG01252	chromosome	chr15	DEL	1375	0	0
HG01252	chromosome	chr16	DEL	1483	0	0
HG01252	chromosome	chr17	DEL	1136	0	0
HG01252	chromosome	chr18	DEL	718	0	0
HG01252	chromosome	chr19	DEL	995	0	0
HG01252	chromosome	chr20	DEL	1040	0	0
HG01252	chromosome	chr21	DEL	667	0	0
HG01252	chromosome	chr22	DEL	1233	0	0
HG01252	chromosome	chr1	INS	2091	0	0
HG01252	chromosome	chr2	INS	1704	0	0
