#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3197	248360689	226166
syndip	chr2	0	3155	242693698	229165
syndip	chr3	0	2645	201087090	221929
syndip	chr4	0	3392	193572561	218351
syndip	chr5	0	2862	182044088	177740
syndip	chr6	0	3417	172124000	192374
syndip	chr7	0	11083	160563740	194612
syndip	chrX	0	5638	154257210	133158
syndip	chr9	0	3581	150615006	161354
syndip	chr8	0	2059	146244879	163706
syndip	chr11	0	202489	135125178	179447
syndip	chr10	0	3785	134654588	147396
syndip	chr12	0	2855	133322148	145302
syndip	chr13	0	2742	113563219	121446
syndip	chr14	0	45106	101160003	154568
syndip	chr15	0	6091	99750861	151780
syndip	chr16	0	23583	96327809	116879
syndip	chr17	0	2260	84237411	103714
syndip	chr18	0	163992	80538845	94351
syndip	chr20	0	2508	66206697	88449
syndip	chr19	0	2779	61704397	98478
syndip	chr22	0	4431	51321978	107485
syndip	chr21	0	2709	45086027	58800
