sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T04_1	haplotype1-0000008	chr1	251601345	15000	248387328	251601345	2	15000	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype2-0000119	chr1	251220084	24000	248387328	251220084	4	24000	6000.0	7500	1500	0.02	scaffold
T2T04_1	haplotype1-0000006	chr10	135650009	7500	134758134	135650009	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype2-0000105	chr10	133548400	100000	134758134	133548400	1	100000	100000.0	100000	100000	0.01	scaffold
T2T04_1	haplotype1-0000015	chr11	134292080	0	135127769	134292080	0	0	0.0	0	0	0.0	contig
T2T04_1	haplotype2-0000120	chr11	134965674	7500	135127769	134965674	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype1-0000001	chr12	134690160	33711	133324548	134690160	3	33711	11237.0	24711	1500	0.02	scaffold
T2T04_1	haplotype2-0000101	chr12	134140621	0	133324548	134140621	0	0	0.0	0	0	0.0	contig
T2T04_1	haplotype1-0000027	chr14	101015414	138232	101161492	101015414	3	138232	46077.3	100000	7500	0.03	scaffold
T2T04_1	haplotype1-0000016	chr16	88743438	115000	96330374	88743438	3	115000	38333.3	100000	7500	0.03	scaffold
T2T04_1	haplotype2-0000111	chr16	93312900	122500	96330374	93312900	4	122500	30625.0	100000	7500	0.04	scaffold
T2T04_1	haplotype1-0000002	chr17	81694469	7500	84276897	81694469	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype2-0000102	chr17	82854241	7500	84276897	82854241	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype1-0000012	chr18	80111611	15000	80542538	80111611	2	15000	7500.0	7500	7500	0.02	scaffold
T2T04_1	haplotype2-0000115	chr18	79807734	7500	80542538	79807734	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype1-0000010	chr19	61142978	15652	61707364	61142978	3	15652	5217.3	7500	1500	0.05	scaffold
T2T04_1	haplotype2-0000121	chr19	61843607	100000	61707364	61843607	1	100000	100000.0	100000	100000	0.02	scaffold
T2T04_1	haplotype1-0000022	chr2	242375679	7500	242696752	242375679	1	7500	7500.0	7500	7500	0.0	scaffold
T2T04_1	haplotype2-0000104	chr2	242425840	7500	242696752	242425840	1	7500	7500.0	7500	7500	0.0	scaffold
T2T04_1	haplotype1-0000005	chr20	66461371	0	66210255	66461371	0	0	0.0	0	0	0.0	contig
T2T04_1	haplotype2-0000108	chr20	67075691	0	66210255	67075691	0	0	0.0	0	0	0.0	contig
T2T04_1	haplotype2-0000131	chr21	44887022	100000	45090682	44887022	1	100000	100000.0	100000	100000	0.02	scaffold
T2T04_1	haplotype1-0000021	chr22	47070201	37668	51324926	47070201	1	37668	37668.0	37668	37668	0.02	scaffold
T2T04_1	haplotype1-0000026	chr3	203094671	15000	201105948	203094671	2	15000	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype2-0000130	chr3	200420647	1500	201105948	200420647	1	1500	1500.0	1500	1500	0.0	scaffold
T2T04_1	haplotype1-0000013	chr4	192000826	200000	193574945	192000826	2	200000	100000.0	100000	100000	0.01	scaffold
T2T04_1	haplotype2-0000118	chr4	191244317	120882	193574945	191244317	4	120882	30220.5	100000	5882	0.02	scaffold
T2T04_1	haplotype1-0000003	chr5	183035673	115000	182045439	183035673	3	115000	38333.3	100000	7500	0.02	scaffold
T2T04_1	haplotype2-0000103	chr5	183014663	90894	182045439	183014663	2	90894	45447.0	83394	7500	0.01	scaffold
T2T04_1	haplotype1-0000024	chr6	172662199	0	172126628	172662199	0	0	0.0	0	0	0.0	contig
T2T04_1	haplotype2-0000129	chr6	174149509	328432	172126628	174149509	6	328432	54738.7	100000	7500	0.03	scaffold
T2T04_1	haplotype2-0000123	chr7	160750734	200000	160567428	160750734	2	200000	100000.0	100000	100000	0.01	scaffold
T2T04_1	haplotype1-0000007	chr8	145321118	7500	146259331	145321118	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype2-0000106	chr8	145871619	100000	146259331	145871619	1	100000	100000.0	100000	100000	0.01	scaffold
T2T04_1	haplotype1-0000014	chr9	141703726	7500	150617247	141703726	1	7500	7500.0	7500	7500	0.01	scaffold
T2T04_1	haplotype2-0000114	chrX	155117379	58790	154259566	155117379	1	58790	58790.0	58790	58790	0.01	scaffold
