sample	category	subcategory	var_type	count	percentage
T2T04_1	total	all_variants	all	5282505	100.0
T2T04_1	variant_type	DEL	DEL	591020	11.188252543064323
T2T04_1	variant_type	INS	INS	525968	9.956791332899826
T2T04_1	variant_type	MNV	MNV	2172	0.041116856491380506
T2T04_1	variant_type	SNV	SNV	4163345	78.81383926754447
T2T04_1	ti_tv	transitions	SNV	2619127	1.6960863038767842
T2T04_1	ti_tv	transversions	SNV	1544218	1.6960863038767842
T2T04_1	zygosity	HET	all	3765033	71.27362870456346
T2T04_1	zygosity	HOM_ALT	all	1517472	28.726371295436543
T2T04_1	zygosity	HET	DEL	425567	72.00551588778723
T2T04_1	zygosity	HOM_ALT	DEL	165453	27.994484112212785
T2T04_1	zygosity	HET	INS	376962	71.67013962826636
T2T04_1	zygosity	HOM_ALT	INS	149006	28.329860371733638
T2T04_1	zygosity	HET	MNV	2172	100.0
T2T04_1	zygosity	HET	SNV	2960332	71.1046526290759
T2T04_1	zygosity	HOM_ALT	SNV	1203013	28.895347370924103
T2T04_1	haplotype	both	all	1517472	28.726371295436543
T2T04_1	haplotype	haplotype1	all	1842238	34.87432572236089
T2T04_1	haplotype	haplotype2	all	1922795	36.39930298220258
T2T04_1	haplotype	both	DEL	165453	27.994484112212785
T2T04_1	haplotype	haplotype1	DEL	205981	34.85178166559507
T2T04_1	haplotype	haplotype2	DEL	219586	37.15373422219214
T2T04_1	haplotype	both	INS	149006	28.329860371733638
T2T04_1	haplotype	haplotype1	INS	182914	34.776640403978945
T2T04_1	haplotype	haplotype2	INS	194048	36.89349922428741
T2T04_1	haplotype	haplotype1	MNV	1073	49.40147329650092
T2T04_1	haplotype	haplotype2	MNV	1099	50.59852670349908
T2T04_1	haplotype	both	SNV	1203013	28.895347370924103
T2T04_1	haplotype	haplotype1	SNV	1452270	34.88228816012125
T2T04_1	haplotype	haplotype2	SNV	1508062	36.22236446895465
T2T04_1	phasing	phased	all	5282505	100.0
T2T04_1	phasing	phased	DEL	591020	100.0
T2T04_1	phasing	phased	INS	525968	100.0
T2T04_1	phasing	phased	MNV	2172	100.0
T2T04_1	phasing	phased	SNV	4163345	100.0
T2T04_1	allelic	biallelic	all	4922854	93.19165812431791
T2T04_1	allelic	multiallelic	all	359651	6.808341875682086
T2T04_1	allelic	biallelic	DEL	450528	76.22889242326825
T2T04_1	allelic	multiallelic	DEL	140492	23.77110757673175
T2T04_1	allelic	biallelic	INS	423809	80.57695525203054
T2T04_1	allelic	multiallelic	INS	102159	19.42304474796946
T2T04_1	allelic	multiallelic	MNV	2172	100.0
T2T04_1	allelic	biallelic	SNV	4048517	97.24192926601086
T2T04_1	allelic	multiallelic	SNV	114828	2.758070733989136
T2T04_1	filter	PASS	all	4867987	92.15300316800457
T2T04_1	filter	GAP1	all	266446	5.043932755387832
T2T04_1	filter	GAP2	all	126378	2.3923877024252698
T2T04_1	filter	HET1	all	6808	0.12887824999692382
T2T04_1	filter	HET2	all	14886	0.2817981241854007
T2T04_1	indel_size	11-20bp	all	59409	1.1246368910204534
T2T04_1	indel_size	1bp	all	510514	9.66424073427285
T2T04_1	indel_size	2-5bp	all	390596	7.394143498207763
T2T04_1	indel_size	21-50bp	all	31216	0.5909317643807247
T2T04_1	indel_size	6-10bp	all	94817	1.7949249456460523
T2T04_1	indel_size	>50bp	all	30436	0.5761660424363063
T2T04_1	indel_size	11-20bp	DEL	31274	5.291529897465399
T2T04_1	indel_size	1bp	DEL	260624	44.09732327163209
T2T04_1	indel_size	2-5bp	DEL	217383	36.780988799025415
T2T04_1	indel_size	21-50bp	DEL	16221	2.7445771716693175
T2T04_1	indel_size	6-10bp	DEL	49647	8.400223342695678
T2T04_1	indel_size	>50bp	DEL	15871	2.685357517512098
T2T04_1	indel_size	11-20bp	INS	28135	5.349184741277036
T2T04_1	indel_size	1bp	INS	249890	47.51049493505308
T2T04_1	indel_size	2-5bp	INS	173213	32.93223161865361
T2T04_1	indel_size	21-50bp	INS	14995	2.850933897119216
T2T04_1	indel_size	6-10bp	INS	45170	8.587974933836279
T2T04_1	indel_size	>50bp	INS	14565	2.7691798740607796
T2T04_1	chromosome	chr1	all	381982	7.231076922785686
T2T04_1	chromosome	chr2	all	370153	7.007149070374756
T2T04_1	chromosome	chr3	all	347425	6.576898649409703
T2T04_1	chromosome	chr4	all	334153	6.325654211401598
T2T04_1	chromosome	chr5	all	291701	5.5220203293702514
T2T04_1	chromosome	chr6	all	296704	5.616729184354771
T2T04_1	chromosome	chr7	all	309808	5.864793313021
T2T04_1	chromosome	chr8	all	253722	4.803062183566319
T2T04_1	chromosome	chr9	all	234647	4.441964560374292
T2T04_1	chromosome	chrX	all	133158	2.520735900865214
T2T04_1	chromosome	chr10	all	235195	4.452338426560884
T2T04_1	chromosome	chr11	all	262154	4.962683423868032
