sample	category	subcategory	sv_type	count	total_length	mean_length
T2T04_1	total	all_svs	all	60398	62246745	1030.6093744825987
T2T04_1	sv_type	BND	BND	2	0	0.0
T2T04_1	sv_type	DEL	DEL	31110	31397366	1009.237094181935
T2T04_1	sv_type	DUP:TANDEM	DUP:TANDEM	24	27132	1130.5
T2T04_1	sv_type	INS	INS	29230	30822247	1054.4730413958262
T2T04_1	sv_type	INV	INV	32	0	0.0
T2T04_1	zygosity	ALT_HOM	all	9857	0	0
T2T04_1	zygosity	HET	all	50541	0	0
T2T04_1	zygosity	HET	BND	2	0	0
T2T04_1	zygosity	ALT_HOM	DEL	5255	0	0
T2T04_1	zygosity	HET	DEL	25855	0	0
T2T04_1	zygosity	HET	DUP:TANDEM	24	0	0
T2T04_1	zygosity	ALT_HOM	INS	4601	0	0
T2T04_1	zygosity	HET	INS	24629	0	0
T2T04_1	zygosity	ALT_HOM	INV	1	0	0
T2T04_1	zygosity	HET	INV	31	0	0
T2T04_1	size_class	large (500bp-5kb)	all	15052	0	0
T2T04_1	size_class	massive (>50kb)	all	157	0	0
T2T04_1	size_class	medium (50-500bp)	all	30389	0	0
T2T04_1	size_class	small (<50bp)	all	13035	0	0
T2T04_1	size_class	very_large (5kb-50kb)	all	1765	0	0
T2T04_1	size_class	small (<50bp)	BND	2	0	0
T2T04_1	size_class	large (500bp-5kb)	DEL	8030	0	0
T2T04_1	size_class	massive (>50kb)	DEL	70	0	0
T2T04_1	size_class	medium (50-500bp)	DEL	15487	0	0
T2T04_1	size_class	small (<50bp)	DEL	6596	0	0
T2T04_1	size_class	very_large (5kb-50kb)	DEL	927	0	0
T2T04_1	size_class	large (500bp-5kb)	DUP:TANDEM	19	0	0
T2T04_1	size_class	medium (50-500bp)	DUP:TANDEM	5	0	0
T2T04_1	size_class	large (500bp-5kb)	INS	7003	0	0
T2T04_1	size_class	massive (>50kb)	INS	87	0	0
T2T04_1	size_class	medium (50-500bp)	INS	14897	0	0
T2T04_1	size_class	small (<50bp)	INS	6405	0	0
T2T04_1	size_class	very_large (5kb-50kb)	INS	838	0	0
T2T04_1	size_class	small (<50bp)	INV	32	0	0
T2T04_1	haplotype	both	all	9857	0	0
T2T04_1	haplotype	haplotype1	all	27256	0	0
T2T04_1	haplotype	haplotype2	all	23285	0	0
T2T04_1	haplotype	haplotype2	BND	2	0	0
T2T04_1	haplotype	both	DEL	5255	0	0
T2T04_1	haplotype	haplotype1	DEL	14189	0	0
T2T04_1	haplotype	haplotype2	DEL	11666	0	0
T2T04_1	haplotype	haplotype1	DUP:TANDEM	10	0	0
T2T04_1	haplotype	haplotype2	DUP:TANDEM	14	0	0
T2T04_1	haplotype	both	INS	4601	0	0
T2T04_1	haplotype	haplotype1	INS	13042	0	0
T2T04_1	haplotype	haplotype2	INS	11587	0	0
