chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	25923349	25923350	unassigned-0000446	64716	unassigned	left_end	chr1	26056324	26056973	LOC100420494	132975
chr1	25970916	25970917	unassigned-0000707	40468	unassigned	left_end	chr1	26056324	26056973	LOC100420494	85408
chr1	25988063	25988064	unassigned-0000446	64716	unassigned	right_end	chr1	26056324	26056973	LOC100420494	68261
chr1	26011698	26011699	unassigned-0000707	40468	unassigned	right_end	chr1	26056324	26056973	LOC100420494	44626
chr1	82992670	82992671	unassigned-0000186	63896	unassigned	left_end	chr1	82743550	83007120	LINC01362	0
chr1	83024120	83024121	unassigned-0000256	43314	unassigned	left_end	chr1	82743550	83007120	LINC01362	17001
chr1	83056535	83056536	unassigned-0000186	63896	unassigned	right_end	chr1	82743550	83007120	LINC01362	49416
chr1	83067425	83067426	unassigned-0000256	43314	unassigned	right_end	chr1	83127453	83154168	LOC105378816	60028
chr1	121056252	121056253	unassigned-0000349	199076	unassigned	left_end	chr1	120995081	121061551	PDE4DIPP4	0
chr1	121056252	121056253	unassigned-0000349	199076	unassigned	left_end	chr1	121051188	121092809	LOC105371406	0
chr1	121136312	121136313	unassigned-0000679	94351	unassigned	left_end	chr1	121129413	121156207	LOC105371209	0
chr1	121147043	121147044	unassigned-0000682	116540	unassigned	left_end	chr1	121129413	121156207	LOC105371209	0
chr1	121152061	121152062	unassigned-0000350	81558	unassigned	left_end	chr1	121129413	121156207	LOC105371209	0
chr1	121215329	121215330	unassigned-0000308	48573	unassigned	left_end	chr1	121194338	121402237	SRGAP2C	0
chr1	121230638	121230639	unassigned-0000679	94351	unassigned	right_end	chr1	121194338	121402237	SRGAP2C	0
chr1	121233533	121233534	unassigned-0000350	81558	unassigned	right_end	chr1	121194338	121402237	SRGAP2C	0
chr1	121247073	121247074	haplotype1-0000028	35869	haplotype1	left_end	chr1	121194338	121402237	SRGAP2C	0
chr1	121255322	121255323	unassigned-0000349	199076	unassigned	right_end	chr1	121194338	121402237	SRGAP2C	0
chr1	121263908	121263909	unassigned-0000308	48573	unassigned	right_end	chr1	121194338	121402237	SRGAP2C	0
chr1	121263952	121263953	unassigned-0000682	116540	unassigned	right_end	chr1	121194338	121402237	SRGAP2C	0
chr1	121282907	121282908	haplotype1-0000028	35869	haplotype1	right_end	chr1	121194338	121402237	SRGAP2C	0
chr1	149213810	149213811	haplotype1-0000038	227741	haplotype1	left_end	chr1	149062295	149192234	OTUD7B	21577
chr1	149293298	149293299	unassigned-0000686	47213	unassigned	left_end	chr1	149062295	149192234	OTUD7B	101065
chr1	149340322	149340323	unassigned-0000686	47213	unassigned	right_end	chr1	149062295	149192234	OTUD7B	148089
chr1	149441246	149441247	haplotype1-0000038	227741	haplotype1	right_end	chr1	149062295	149192234	OTUD7B	249013
chr1	174670004	174670005	unassigned-0000281	32889	unassigned	left_end	chr1	174398182	174399602	ENTR1P2	270403
chr1	174702889	174702890	unassigned-0000281	32889	unassigned	right_end	chr1	174398182	174399602	ENTR1P2	303288
chr1	227633461	227633462	haplotype2-0000101	277967	haplotype2	left_end	chr1	227746777	227746898	RNA5S1	113316
chr1	227911181	227911182	haplotype2-0000101	277967	haplotype2	right_end	chr1	227910072	227910193	RNA5S3	989
chr1	227954213	227954214	unassigned-0000208	93458	unassigned	left_end	chr1	227954863	227954984	RNA5S1	650
chr1	228001794	228001795	unassigned-0000475	31887	unassigned	left_end	chr1	228001866	228001987	RNA5S3	72
chr1	228033554	228033555	unassigned-0000475	31887	unassigned	right_end	chr1	228022875	228124580	RHOU	0
chr1	228047754	228047755	unassigned-0000208	93458	unassigned	right_end	chr1	228022875	228124580	RHOU	0
chr1	241706646	241706647	unassigned-0000190	119634	unassigned	left_end	chr1	241495067	241942534	PLD5	0
chr1	241708858	241708859	unassigned-0000193	140841	unassigned	left_end	chr1	241495067	241942534	PLD5	0
chr1	241826473	241826474	unassigned-0000190	119634	unassigned	right_end	chr1	241495067	241942534	PLD5	0
chr1	241843171	241843172	unassigned-0000193	140841	unassigned	right_end	chr1	241495067	241942534	PLD5	0
chr10	5528097	5528098	unassigned-0000181	60280	unassigned	left_end	chr10	5415940	5462403	NET1	65695
chr10	5588920	5588921	unassigned-0000181	60280	unassigned	right_end	chr10	5415940	5462403	NET1	126518
chr10	51828185	51828186	unassigned-0000306	88023	unassigned	left_end	chr10	51588515	51607827	ASAH2B	220359
chr10	51916197	51916198	unassigned-0000306	88023	unassigned	right_end	chr10	51588515	51607827	ASAH2B	308371
chr11	16366235	16366236	unassigned-0000147	85303	unassigned	left_end	chr11	16064413	16835856	SOX6	0
chr11	16399263	16399264	unassigned-0000449	26177	unassigned	left_end	chr11	16064413	16835856	SOX6	0
chr11	16402981	16402982	unassigned-0000684	67883	unassigned	left_end	chr11	16064413	16835856	SOX6	0
chr11	16425443	16425444	unassigned-0000449	26177	unassigned	right_end	chr11	16064413	16835856	SOX6	0
chr11	16451559	16451560	unassigned-0000147	85303	unassigned	right_end	chr11	16064413	16835856	SOX6	0
chr11	16470883	16470884	unassigned-0000684	67883	unassigned	right_end	chr11	16064413	16835856	SOX6	0
chr11	35844787	35844788	unassigned-0000287	116330	unassigned	left_end	chr11	35998917	36000323	KRT18P14	154130
chr11	35859562	35859563	unassigned-0000669	62235	unassigned	left_end	chr11	35998917	36000323	KRT18P14	139355
chr11	35921792	35921793	unassigned-0000669	62235	unassigned	right_end	chr11	35998917	36000323	KRT18P14	77125
chr11	35961092	35961093	unassigned-0000287	116330	unassigned	right_end	chr11	35998917	36000323	KRT18P14	37825
chr11	71742739	71742740	haplotype2-0000092	117838	haplotype2	left_end	chr11	71731901	71855483	XNDC1N-ZNF705EP-ALG1L9P	0
chr11	71742739	71742740	haplotype2-0000092	117838	haplotype2	left_end	chr11	71740959	71748469	ZNF705EP	0
chr11	71809761	71809762	haplotype2-0000085	85615	haplotype2	left_end	chr11	71731901	71855483	XNDC1N-ZNF705EP-ALG1L9P	0
chr11	71809761	71809762	haplotype2-0000085	85615	haplotype2	left_end	chr11	71792416	71855483	XNDC1N	0
chr11	71809761	71809762	haplotype2-0000085	85615	haplotype2	left_end	chr11	71805358	71811467	DEFB131B	0
chr11	71821433	71821434	haplotype2-0000094	45850	haplotype2	left_end	chr11	71731901	71855483	XNDC1N-ZNF705EP-ALG1L9P	0
chr11	71821433	71821434	haplotype2-0000094	45850	haplotype2	left_end	chr11	71792416	71855483	XNDC1N	0
chr11	71860601	71860602	haplotype2-0000092	117838	haplotype2	right_end	chr11	71731901	71855483	XNDC1N-ZNF705EP-ALG1L9P	5119
chr11	71860601	71860602	haplotype2-0000092	117838	haplotype2	right_end	chr11	71792416	71855483	XNDC1N	5119
chr11	71867296	71867297	haplotype2-0000094	45850	haplotype2	right_end	chr11	71731901	71855483	XNDC1N-ZNF705EP-ALG1L9P	11814
chr11	71867296	71867297	haplotype2-0000094	45850	haplotype2	right_end	chr11	71792416	71855483	XNDC1N	11814
chr11	71895357	71895358	haplotype2-0000085	85615	haplotype2	right_end	chr11	71731901	71855483	XNDC1N-ZNF705EP-ALG1L9P	39875
chr11	71895357	71895358	haplotype2-0000085	85615	haplotype2	right_end	chr11	71792416	71855483	XNDC1N	39875
chr12	2748	2749	unassigned-0000508	117695	unassigned	left_end	chr12	5294	7527	DDX11L8	2546
chr12	115253	115254	unassigned-0000508	117695	unassigned	right_end	chr12	58887	174477	IQSEC3	0
chr12	30986652	30986653	unassigned-0000395	63184	unassigned	left_end	chr12	30986155	31077760	OVOS2	0
chr12	30996980	30996981	unassigned-0000301	68783	unassigned	left_end	chr12	30986155	31077760	OVOS2	0
chr12	30996980	30996981	unassigned-0000301	68783	unassigned	left_end	chr12	30991763	31001133	LOC124902912	0
chr12	31048581	31048582	unassigned-0000395	63184	unassigned	right_end	chr12	30986155	31077760	OVOS2	0
chr12	31062114	31062115	unassigned-0000301	68783	unassigned	right_end	chr12	30986155	31077760	OVOS2	0
chr12	49707629	49707630	unassigned-0000114	36888	unassigned	left_end	chr12	49329104	49489669	SPATS2	217961
chr12	49744511	49744512	unassigned-0000114	36888	unassigned	right_end	chr12	49952171	49996504	RACGAP1	207660
chr12	58826341	58826342	unassigned-0000683	121582	unassigned	left_end	chr12	58900979	59152741	LRIG3-DT	74638
chr12	58892485	58892486	unassigned-0000549	34194	unassigned	left_end	chr12	58900979	59152741	LRIG3-DT	8494
chr12	58926675	58926676	unassigned-0000549	34194	unassigned	right_end	chr12	58900979	59152741	LRIG3-DT	0
