contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
haplotype2-0000096	99536	haplotype2	chr8	84541	84541	1	satellite
haplotype2-0000097	268825	haplotype2	chr8	234737	234737	1	satellite
unassigned-0000340	42922	unassigned	chr17	42923	0	0	non_satellite
haplotype2-0000098	224650	haplotype2	chr6	272975	272975	1	satellite
unassigned-0000114	36888	unassigned	chr12	36883	0	0	non_satellite
unassigned-0000342	126937	unassigned	chr21	89043	89043	1	satellite
unassigned-0000343	48459	unassigned	chr6	48463	0	0	non_satellite
unassigned-0000344	169104	unassigned	chr4	169039	0	0	non_satellite
unassigned-0000345	292351	unassigned	chr4	285491	0	0	non_satellite
unassigned-0000572	130392	unassigned	chr21	26889	26889	1	satellite
unassigned-0000346	341214	unassigned	chr22	755584	243757	0.322607	non_satellite
unassigned-0000573	40059	unassigned	chr14	40060	0	0	non_satellite
unassigned-0000360	60165	unassigned	chr21	100320	69915	0.69692	satellite
unassigned-0000347	271902	unassigned	chr2	271927	271927	1	satellite
unassigned-0000134	219567	unassigned	chr7	219965	0	0	non_satellite
unassigned-0000349	199076	unassigned	chr1	199071	199071	1	satellite
unassigned-0000610	63517	unassigned	chr21	15166	15166	1	satellite
unassigned-0000363	90012	unassigned	chr13	83225	83225	1	satellite
unassigned-0000364	32283	unassigned	chr13	32201	32201	1	satellite
unassigned-0000578	20008	unassigned	chr13	20000	20000	1	satellite
unassigned-0000366	201612	unassigned	chrX	201477	0	0	non_satellite
unassigned-0000139	88731	unassigned	chr5	88697	0	0	non_satellite
unassigned-0000380	105465	unassigned	chr15	28363	28363	1	satellite
unassigned-0000400	67165	unassigned	chr13	68597	68597	1	satellite
unassigned-0000368	69780	unassigned	chr22	96181	51560	0.536073	satellite
unassigned-0000617	102287	unassigned	chr5	102231	0	0	non_satellite
unassigned-0000383	127071	unassigned	chr4	127016	0	0	non_satellite
unassigned-0000630	39894	unassigned	chr3	39866	0	0	non_satellite
unassigned-0000403	124209	unassigned	chr16	392618	108951	0.277499	non_satellite
unassigned-0000156	185262	unassigned	chr14	63581	63581	1	satellite
unassigned-0000384	1778104	unassigned	chr14	1249311	430406	0.344515	non_satellite
unassigned-0000405	154000	unassigned	chr15	147469	147469	1	satellite
unassigned-0000171	119797	unassigned	chr14	238356	119178	0.5	satellite
unassigned-0000385	2449086	unassigned	chr14	1890109	916437	0.484859	non_satellite
unassigned-0000406	119780	unassigned	chr4	119592	0	0	non_satellite
unassigned-0000172	183919	unassigned	chr21	26889	26889	1	satellite
unassigned-0000387	129834	unassigned	chr22	733145	115089	0.15698	non_satellite
unassigned-0000388	140012	unassigned	chr22	152016	152016	1	satellite
unassigned-0000175	148601	unassigned	chr7	148625	0	0	non_satellite
unassigned-0000389	100261	unassigned	chr21	100270	0	0	non_satellite
unassigned-0000176	150287	unassigned	chr21	92136	92136	1	satellite
unassigned-0000423	74678	unassigned	chr13	149306	74653	0.5	satellite
unassigned-0000190	119634	unassigned	chr1	118317	0	0	non_satellite
unassigned-0000652	37623	unassigned	chr21	11712	11712	1	satellite
unassigned-0000425	90037	unassigned	chr13	90035	0	0	non_satellite
unassigned-0000639	52139	unassigned	chr13	52082	52082	1	satellite
unassigned-0000653	54009	unassigned	chr8	54033	0	0	non_satellite
unassigned-0000440	39732	unassigned	chr7	38081	0	0	non_satellite
unassigned-0000193	140841	unassigned	chr1	131896	0	0	non_satellite
unassigned-0000441	139351	unassigned	chr21	86326	86326	1	satellite
unassigned-0000442	62995	unassigned	chr21	38983	38983	1	satellite
unassigned-0000216	38270	unassigned	chr16	37258	0	0	non_satellite
unassigned-0000196	96631	unassigned	chr14	192050	96025	0.5	satellite
unassigned-0000230	125581	unassigned	chr22	53511	53511	1	satellite
unassigned-0000444	187161	unassigned	chr18	186439	0	0	non_satellite
unassigned-0000217	46842	unassigned	chr16	46832	0	0	non_satellite
unassigned-0000445	109087	unassigned	chr18	108329	0	0	non_satellite
unassigned-0000232	202387	unassigned	chr22	123010	123010	1	satellite
unassigned-0000446	64716	unassigned	chr1	64715	0	0	non_satellite
unassigned-0000233	103437	unassigned	chr7	103397	0	0	non_satellite
unassigned-0000460	129018	unassigned	chr15	196396	125244	0.637712	satellite
unassigned-0000449	26177	unassigned	chr11	26181	0	0	non_satellite
unassigned-0000463	61182	unassigned	chr21	30982	30982	1	satellite
haplotype2-0000040	1515380	haplotype2	chr7	330331	330331	1	satellite
unassigned-0000250	48115	unassigned	chr3	48088	0	0	non_satellite
unassigned-0000464	39448	unassigned	chr13	18973	18973	1	satellite
unassigned-0000251	50637	unassigned	chr3	50530	0	0	non_satellite
unassigned-0000692	153277	unassigned	chr20	152928	0	0	non_satellite
unassigned-0000679	94351	unassigned	chr1	94327	94327	1	satellite
unassigned-0000466	117688	unassigned	chr19	117720	0	0	non_satellite
unassigned-0000254	175422	unassigned	chr14	173515	0	0	non_satellite
haplotype1-0000027	54078	haplotype1	chrX	48153	0	0	non_satellite
unassigned-0000717	83272	unassigned	chr2	83150	0	0	non_satellite
unassigned-0000256	43314	unassigned	chr1	43306	0	0	non_satellite
unassigned-0000270	39041	unassigned	chrX	38968	0	0	non_satellite
haplotype2-0000060	794483	haplotype2	chr21	1727141	653464	0.37835	non_satellite
unassigned-0000718	24070	unassigned	chr2	24043	0	0	non_satellite
unassigned-0000257	42823	unassigned	chr2	128385	42795	0.333333	non_satellite
haplotype1-0000028	35869	haplotype1	chr1	35835	35835	1	satellite
unassigned-0000258	181444	unassigned	chr4	181594	0	0	non_satellite
haplotype2-0000048	1517499	haplotype2	chr21	3387189	1049732	0.309912	non_satellite
haplotype1-0000029	57230	haplotype1	chr17	57169	0	0	non_satellite
unassigned-0000271	125384	unassigned	chr14	125338	0	0	non_satellite
unassigned-0000259	74958	unassigned	chr4	74944	0	0	non_satellite
unassigned-0000507	149372	unassigned	chr4	166251	0	0	non_satellite
unassigned-0000520	32967	unassigned	chr13	32767	32767	1	satellite
unassigned-0000521	92191	unassigned	chr21	16245	16245	1	satellite
unassigned-0000274	389724	unassigned	chr17	354661	0	0	non_satellite
unassigned-0000508	117695	unassigned	chr12	112151	0	0	non_satellite
unassigned-0000275	241597	unassigned	chr17	201435	0	0	non_satellite
unassigned-0000276	193830	unassigned	chr17	158727	0	0	non_satellite
haplotype2-0000100	166377	haplotype2	chr6	77658	77658	1	satellite
unassigned-0000310	56503	unassigned	chr21	56475	0	0	non_satellite
unassigned-0000277	185371	unassigned	chr17	185565	0	0	non_satellite
unassigned-0000290	41124	unassigned	chr14	82370	41185	0.5	satellite
haplotype2-0000080	424467	haplotype2	chr15	1800368	473064	0.26276	non_satellite
haplotype2-0000068	111843	haplotype2	chr6	135534	135534	1	satellite
unassigned-0000291	151349	unassigned	chr22	1060059	151437	0.142857	non_satellite
unassigned-0000278	164206	unassigned	chr17	161794	0	0	non_satellite
haplotype2-0000101	277967	haplotype2	chr1	277721	0	0	non_satellite
haplotype2-0000082	130931	haplotype2	chr8	125814	125814	1	satellite
haplotype2-0000069	941546	haplotype2	chr18	311121	311121	1	satellite
unassigned-0000279	206040	unassigned	chr17	170957	0	0	non_satellite
unassigned-0000312	234943	unassigned	chr14	234645	0	0	non_satellite
unassigned-0000292	125953	unassigned	chr14	258516	129258	0.5	satellite
unassigned-0000527	71319	unassigned	chr22	43955	43955	1	satellite
unassigned-0000313	30196	unassigned	chr14	30189	0	0	non_satellite
unassigned-0000293	94681	unassigned	chr14	189536	94768	0.5	satellite
unassigned-0000528	39036	unassigned	chrX	38991	0	0	non_satellite
unassigned-0000294	36588	unassigned	chr21	36556	0	0	non_satellite
unassigned-0000541	63907	unassigned	chr13	65192	65192	1	satellite
unassigned-0000315	230320	unassigned	chr4	230195	0	0	non_satellite
unassigned-0000295	32911	unassigned	chr19	32925	0	0	non_satellite
haplotype2-0000085	85615	haplotype2	chr11	85597	0	0	non_satellite
unassigned-0000316	13746	unassigned	chr8	13751	0	0	non_satellite
unassigned-0000102	230320	unassigned	chr4	230173	0	0	non_satellite
unassigned-0000296	188157	unassigned	chr3	188136	0	0	non_satellite
unassigned-0000103	160916	unassigned	chrX	160901	0	0	non_satellite
unassigned-0000317	38265	unassigned	chr8	38431	0	0	non_satellite
unassigned-0000318	225954	unassigned	chr22	472500	236250	0.5	satellite
unassigned-0000331	109899	unassigned	chr21	20798	20798	1	satellite
unassigned-0000332	140987	unassigned	chr21	59906	59906	1	satellite
unassigned-0000299	57127	unassigned	chr15	57109	0	0	non_satellite
unassigned-0000333	69716	unassigned	chr21	41895	41895	1	satellite
unassigned-0000106	185384	unassigned	chr17	185340	0	0	non_satellite
unassigned-0000107	155543	unassigned	chr4	155831	0	0	non_satellite
unassigned-0000334	153461	unassigned	chr21	68084	68084	1	satellite
unassigned-0000108	124692	unassigned	chr4	124957	0	0	non_satellite
unassigned-0000335	54967	unassigned	chr2	54965	0	0	non_satellite
unassigned-0000549	34194	unassigned	chr12	34191	0	0	non_satellite
unassigned-0000109	234352	unassigned	chr4	376747	0	0	non_satellite
unassigned-0000564	139259	unassigned	chr22	142121	142121	1	satellite
unassigned-0000350	81558	unassigned	chr1	81473	81473	1	satellite
unassigned-0000338	57473	unassigned	chr13	57335	57335	1	satellite
unassigned-0000351	126902	unassigned	chr15	230626	164354	0.712643	satellite
unassigned-0000125	32840	unassigned	chr13	32906	32906	1	satellite
unassigned-0000354	46012	unassigned	chr22	46013	46013	1	satellite
unassigned-0000127	47856	unassigned	chr21	15259	15259	1	satellite
unassigned-0000128	55382	unassigned	chr21	22295	22295	1	satellite
unassigned-0000356	100641	unassigned	chr17	101026	0	0	non_satellite
unassigned-0000143	55085	unassigned	chr21	94536	50328	0.532369	satellite
unassigned-0000584	88946	unassigned	chr21	23480	23480	1	satellite
unassigned-0000357	496373	unassigned	chr17	448937	0	0	non_satellite
unassigned-0000358	73876	unassigned	chr17	73853	0	0	non_satellite
unassigned-0000146	158507	unassigned	chr21	93906	93906	1	satellite
unassigned-0000160	107405	unassigned	chr21	60301	60301	1	satellite
unassigned-0000147	85303	unassigned	chr11	85325	0	0	non_satellite
unassigned-0000609	72039	unassigned	chr13	36189	36189	1	satellite
unassigned-0000162	78106	unassigned	chr21	25571	25571	1	satellite
unassigned-0000377	176895	unassigned	chr3	176794	0	0	non_satellite
unassigned-0000410	143752	unassigned	chr15	143864	0	0	non_satellite
unassigned-0000163	58405	unassigned	chr13	58869	58869	1	satellite
unassigned-0000411	57845	unassigned	chr3	187350	62450	0.333333	non_satellite
unassigned-0000391	48269	unassigned	chr16	78076	39038	0.5	satellite
unassigned-0000379	166798	unassigned	chr22	1918488	174449	0.0909305	non_satellite
unassigned-0000166	49975	unassigned	chr22	299856	49976	0.166667	non_satellite
