#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	251923
syndip	chr2	0	3155	242694066	238162
syndip	chr3	0	2460	201100844	205560
syndip	chr4	0	3022	193490816	223629
syndip	chr5	0	1855	182044304	186872
syndip	chr6	0	8047	172124006	208502
syndip	chr7	0	3200	160565562	187981
syndip	chrX	0	4804	154256551	128394
syndip	chr9	0	3545	150614219	158054
syndip	chr8	0	2183	146242688	150801
syndip	chr11	0	1837	135125485	192244
syndip	chr10	0	3727	134723423	150320
syndip	chr12	0	10156	133322669	138480
syndip	chr13	0	989866	113562614	110671
syndip	chr14	0	2510	101159346	151740
syndip	chr15	0	6091	99749463	162259
syndip	chr16	0	3666	96327872	130012
syndip	chr17	0	2260	84237411	95503
syndip	chr18	0	163949	80539281	94263
syndip	chr20	0	2374	66206087	84506
syndip	chr19	0	2210	61703957	86316
syndip	chr22	0	4721	51311114	113812
syndip	chr21	0	3048	45086599	86903
