File name::assembly/qc/phased_verkko/GE-MED-T2T03/T2T_contigs.haplotype1.paf, l.n::196
haplotype1-0000001	99057342	6436	98916415	-	chr14	101161492	3373068	101160123
haplotype1-0000002	134304843	11223	134219878	-	chr11	135127769	129447	135124313
haplotype1-0000003	80760991	7643	80752940	-	chr18	80542538	165181	80538995
haplotype1-0000004	133439165	7173	133432195	+	chr12	133324548	3416	133322420
haplotype1-0000008	135356675	40374	135347686	-	chr10	134758134	3895	134722990
haplotype1-0000009	203036037	6639	203030551	-	chr3	201105948	3184	201100860
haplotype1-0000011	242796218	8772	242791944	-	chr2	242696752	3355	242693032
haplotype1-0000012	146058402	6641	145911157	-	chr8	146259331	2068	146253993
haplotype1-0000013	60626630	12340	60618655	-	chr19	61707364	4131	61702763
haplotype1-0000014	191168086	4712	191131570	+	chr4	193574945	19227	193508202
haplotype1-0000015	161800003	6891	161793960	+	chr7	160567428	3826	160565463
haplotype1-0000016	154285508	4689	154262061	-	chrX	154259566	52532	154257030
haplotype1-0000020	183818212	8339	183813116	-	chr5	182045439	10951	182043924
haplotype1-0000023	247382619	8550	247376226	-	chr1	248387328	3255	248384212
haplotype1-0000030	85722568	4474	85714633	+	chr17	84276897	2214	84272758
haplotype1-0000031	66795955	5009	66787054	-	chr20	66210255	3802	66207574
