#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	358431	233673	10405	0	1	233673	233673.0	233673	233673	233673	248287571	248287571.0	248287571	248287571	248287571	244078	197647	188925	0.9573701849408796	0.9558708201996489	248287571
syndip	chr2	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	363782	233029	4263	0	1	233029	233029.0	233029	233029	233029	242690644	242690644.0	242690644	242690644	242690644	237292	193777	190315	0.9820347925762352	0.982134102602476	242690644
syndip	chr3	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	329396	217604	30	0	1	217604	217604.0	217604	217604	217604	200949498	200949498.0	200949498	200949498	200949498	217634	181292	181274	0.9998621538913957	0.9999007126624451	200949498
syndip	chr4	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	335354	205887	48608	0	1	205887	205887.0	205887	205887	205887	193488080	193488080.0	193488080	193488080	193488080	254495	212907	171368	0.8090021414959037	0.8048960344187838	193488080
syndip	chr5	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	283343	179485	4367	0	1	179485	179485.0	179485	179485	179485	182033348	182033348.0	182033348	182033348	182033348	183852	151555	147998	0.9762471988338446	0.9765299726172016	182033348
syndip	chr6	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	289998	181976	7479	0	1	181976	181976.0	181976	181976	181976	172119347	172119347.0	172119347	172119347	172119347	189455	156425	149928	0.9605236071890423	0.9584657183953972	172119347
syndip	chr7	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	277430	181012	16387	0	1	181012	181012.0	181012	181012	181012	160561793	160561793.0	160561793	160561793	160561793	197399	160982	148210	0.9169853950627916	0.9206619373594563	160561793
syndip	chrX	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	48224	48003	0	0	1	48003	48003.0	48003	48003	48003	114844112	114844112.0	114844112	114844112	114844112	48003	33218	33218	1.0	1.0	114844112
syndip	chr9	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	220439	154781	5299	0	1	154781	154781.0	154781	154781	154781	150610609	150610609.0	150610609	150610609	150610609	160080	131809	127438	0.9668978010994502	0.9668383797767982	150610609
syndip	chr8	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	263163	171058	7401	0	1	171058	171058.0	171058	171058	171058	146240527	146240527.0	146240527	146240527	146240527	178459	150887	144479	0.9585282894110132	0.9575311325694063	146240527
syndip	chr11	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	250181	165465	18575	0	1	165465	165465.0	165465	165465	165465	135122791	135122791.0	135122791	135122791	135122791	184040	156067	140428	0.8990708541621386	0.8997930376056438	135122791
syndip	chr10	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	220161	139056	11029	0	1	139056	139056.0	139056	139056	139056	134749467	134749467.0	134749467	134749467	134749467	150085	122939	113816	0.9265149748475864	0.9257924661824156	134749467
syndip	chr12	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	209115	140659	466	0	1	140659	140659.0	140659	140659	140659	133317647	133317647.0	133317647	133317647	133317647	141125	114231	113897	0.9966979627989371	0.9970761001829626	133317647
syndip	chr13	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	164604	110579	689	0	1	110579	110579.0	110579	110579	110579	113296341	113296341.0	113296341	113296341	113296341	111268	91483	90962	0.9938077434662257	0.9943049528327668	113296341
syndip	chr14	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	179143	115304	13619	0	1	115304	115304.0	115304	115304	115304	99849204	99849204.0	99849204	99849204	99849204	128923	107828	95437	0.8943633021260753	0.8850855065474644	99849204
syndip	chr15	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	179452	129820	6223	0	1	129820	129820.0	129820	129820	129820	94793370	94793370.0	94793370	94793370	94793370	136043	114043	108510	0.9542571098843748	0.9514832124724885	94793370
syndip	chr16	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	195578	124013	28574	0	1	124013	124013.0	124013	124013	124013	96242503	96242503.0	96242503	96242503	96242503	152587	131116	104650	0.8127363405794727	0.7981482046432167	96242503
syndip	chr17	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	149348	100946	6190	0	1	100946	100946.0	100946	100946	100946	84190253	84190253.0	84190253	84190253	84190253	107136	86255	81492	0.9422229689366786	0.9447800127528839	84190253
syndip	chr18	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	135131	87876	11356	0	1	87876	87876.0	87876	87876	87876	80532113	80532113.0	80532113	80532113	80532113	99232	83472	72872	0.8855611093195743	0.8730113091815219	80532113
syndip	chr20	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	123290	84609	6076	0	1	84609	84609.0	84609	84609	84609	66204689	66204689.0	66204689	66204689	66204689	90685	76377	71644	0.9329988421458896	0.9380310826557733	66204689
syndip	chr19	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	115852	72144	28552	0	1	72144	72144.0	72144	72144	72144	61701645	61701645.0	61701645	61701645	61701645	100696	77716	56499	0.7164534837530786	0.726993154562767	61701645
syndip	chr22	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	124322	81169	22679	0	1	81169	81169.0	81169	81169	81169	50936327	50936327.0	50936327	50936327	50936327	103848	89419	69516	0.781613512056082	0.7774186694103044	50936327
syndip	chr21	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	104140	72276	7804	0	1	72276	72276.0	72276	72276	72276	44668442	44668442.0	44668442	44668442	44668442	80080	69381	62091	0.9025474525474525	0.8949280062264885	44668442
syndip	ALL	assembly/variants/T2T09/phased_verkko/small_variants.dip.vcf.gz	4919877	3230424	266071	0	23	139056	140453.21739130435	48003	233673	3230424	133317647	130757840.04347827	44668442	248287571	3007430321	3496495	2890826	2664967	0.9239035090855271	0.9218704273449873	150610609
