sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T00	haplotype1-0000001	chr1	245398328	115000	248387328	245398328	3	115000	38333.3	100000	7500	0.01	scaffold
T2T00	haplotype2-0000045	chr1	245133717	22500	248387328	245133717	3	22500	7500.0	7500	7500	0.01	scaffold
T2T00	haplotype1-0000004	chr10	136566791	35859	134758134	136566791	1	35859	35859.0	35859	35859	0.01	scaffold
T2T00	haplotype2-0000048	chr10	136628182	15000	134758134	136628182	2	15000	7500.0	7500	7500	0.01	scaffold
T2T00	haplotype1-0000019	chr11	137904311	0	135127769	137904311	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000066	chr11	136649847	15000	135127769	136649847	2	15000	7500.0	7500	7500	0.01	scaffold
T2T00	haplotype1-0000020	chr12	134052960	22500	133324548	134052960	3	22500	7500.0	7500	7500	0.02	scaffold
T2T00	haplotype2-0000067	chr12	133650667	0	133324548	133650667	0	0	0.0	0	0	0.0	contig
T2T00	haplotype1-0000018	chr14	102016679	100000	101161492	102016679	1	100000	100000.0	100000	100000	0.01	scaffold
T2T00	haplotype1-0000010	chr15	99386947	107500	99753195	99386947	2	107500	53750.0	100000	7500	0.02	scaffold
T2T00	haplotype1-0000023	chr16	92123731	0	96330374	92123731	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000069	chr16	92814533	0	96330374	92814533	0	0	0.0	0	0	0.0	contig
T2T00	haplotype1-0000006	chr17	83836360	7500	84276897	83836360	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00	haplotype2-0000050	chr17	83961448	115000	84276897	83961448	3	115000	38333.3	100000	7500	0.04	scaffold
T2T00	haplotype1-0000002	chr18	78991454	0	80542538	78991454	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000047	chr18	79952054	0	80542538	79952054	0	0	0.0	0	0	0.0	contig
T2T00	haplotype1-0000014	chr19	61709164	0	61707364	61709164	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000061	chr19	62408664	39000	61707364	62408664	6	39000	6500.0	7500	1500	0.1	scaffold
T2T00	haplotype1-0000007	chr2	242664474	7500	242696752	242664474	1	7500	7500.0	7500	7500	0.0	scaffold
T2T00	haplotype2-0000051	chr2	242536137	0	242696752	242536137	0	0	0.0	0	0	0.0	contig
T2T00	haplotype1-0000016	chr20	65611324	0	66210255	65611324	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000057	chr20	64201663	17712	66210255	64201663	2	17712	8856.0	10212	7500	0.03	scaffold
T2T00	haplotype2-0000070	chr21	43812684	174124	45090682	43812684	3	174124	58041.3	100000	1500	0.07	scaffold
T2T00	haplotype2-0000059	chr22	50008979	10500	51324926	50008979	3	10500	3500.0	7500	1500	0.06	scaffold
T2T00	haplotype1-0000005	chr3	200680242	100000	201105948	200680242	1	100000	100000.0	100000	100000	0.0	scaffold
T2T00	haplotype2-0000049	chr3	200623752	0	201105948	200623752	0	0	0.0	0	0	0.0	contig
T2T00	haplotype1-0000022	chr4	191927918	0	193574945	191927918	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000068	chr4	191590024	24000	193574945	191590024	4	24000	6000.0	7500	1500	0.02	scaffold
T2T00	haplotype1-0000021	chr5	182099431	7500	182045439	182099431	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00	haplotype2-0000062	chr5	183921487	7500	182045439	183921487	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00	haplotype1-0000024	chr6	172159936	15000	172126628	172159936	2	15000	7500.0	7500	7500	0.01	scaffold
T2T00	haplotype2-0000063	chr6	173072865	107500	172126628	173072865	2	107500	53750.0	100000	7500	0.01	scaffold
T2T00	haplotype1-0000008	chr7	159256231	0	160567428	159256231	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000052	chr7	159962893	0	160567428	159962893	0	0	0.0	0	0	0.0	contig
T2T00	haplotype1-0000015	chr8	145923315	0	146259331	145923315	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000060	chr8	145735667	0	146259331	145735667	0	0	0.0	0	0	0.0	contig
T2T00	haplotype1-0000025	chr9	138884307	56802	150617247	138884307	9	56802	6311.3	38802	1500	0.06	scaffold
T2T00	haplotype2-0000071	chr9	136367677	0	150617247	136367677	0	0	0.0	0	0	0.0	contig
T2T00	haplotype2-0000056	chrX	154363537	100000	154259566	154363537	1	100000	100000.0	100000	100000	0.01	scaffold
T2T00	haplotype1-0000011	chrY	52703089	0	62460029	52703089	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype1-0000004	chr1	247165570	15000	248387328	247165570	2	15000	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype2-0000061	chr1	248140933	305472	248387328	248140933	14	305472	21819.4	100000	1500	0.06	scaffold
T2T00_1	haplotype1-0000008	chr10	136591974	7500	134758134	136591974	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype1-0000010	chr11	134374884	7500	135127769	134374884	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype2-0000059	chr11	137895591	0	135127769	137895591	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype1-0000001	chr12	133662923	0	133324548	133662923	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype2-0000049	chr12	134418758	0	133324548	134418758	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype1-0000002	chr14	100842030	100000	101161492	100842030	1	100000	100000.0	100000	100000	0.01	scaffold
T2T00_1	haplotype2-0000081	chr14	103619121	100000	101161492	103619121	1	100000	100000.0	100000	100000	0.01	scaffold
T2T00_1	haplotype1-0000021	chr16	92123903	0	96330374	92123903	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype2-0000072	chr16	94576254	100000	96330374	94576254	1	100000	100000.0	100000	100000	0.01	scaffold
T2T00_1	haplotype1-0000015	chr17	83446283	33262	84276897	83446283	1	33262	33262.0	33262	33262	0.01	scaffold
T2T00_1	haplotype2-0000066	chr17	83749122	100000	84276897	83749122	1	100000	100000.0	100000	100000	0.01	scaffold
T2T00_1	haplotype1-0000006	chr18	79509133	7500	80542538	79509133	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype2-0000056	chr18	81796117	26432	80542538	81796117	2	26432	13216.0	18932	7500	0.02	scaffold
T2T00_1	haplotype1-0000026	chr19	62337634	7500	61707364	62337634	1	7500	7500.0	7500	7500	0.02	scaffold
T2T00_1	haplotype2-0000055	chr19	60676981	7500	61707364	60676981	1	7500	7500.0	7500	7500	0.02	scaffold
T2T00_1	haplotype1-0000018	chr2	241986771	0	242696752	241986771	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype2-0000068	chr2	242685449	15000	242696752	242685449	2	15000	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype1-0000012	chr20	64996913	0	66210255	64996913	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype2-0000062	chr20	67907667	0	66210255	67907667	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype1-0000009	chr3	200825299	100000	201105948	200825299	1	100000	100000.0	100000	100000	0.0	scaffold
T2T00_1	haplotype2-0000058	chr3	202100401	3000	201105948	202100401	2	3000	1500.0	1500	1500	0.01	scaffold
T2T00_1	haplotype1-0000003	chr4	192109076	0	193574945	192109076	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype2-0000078	chr4	191673532	0	193574945	191673532	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype1-0000014	chr5	184000694	7500	182045439	184000694	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype2-0000064	chr5	183175776	7500	182045439	183175776	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype1-0000025	chr6	172097832	7500	172126628	172097832	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype2-0000079	chr6	171258774	0	172126628	171258774	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype1-0000017	chr7	159513623	0	160567428	159513623	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype2-0000067	chr7	161529428	7500	160567428	161529428	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype1-0000027	chr8	146117197	0	146259331	146117197	0	0	0.0	0	0	0.0	contig
T2T00_1	haplotype2-0000071	chr8	146003521	7500	146259331	146003521	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_1	haplotype1-0000005	chr9	135985925	0	150617247	135985925	0	0	0.0	0	0	0.0	contig
