Chromosome	Origin_HP1	Origin_HP2	PofO_Assignment_Score	NormalizedNum_Differentially_Methylated_CGs_Supported_PofO_Assignment	NormalizedNum_Differentially_Methylated_CGs_Conflicted_PofO_Assignment	Num_Differentially_Methylated_CGs_Supported_PofO_Assignment	Num_Differentially_Methylated_CGs_Conflicted_PofO_Assignment	Num_iDMRs_Supported_PofO_Assignment	Num_iDMRs_Conflicted_PofO_Assignment	Num_All_Differentially_Methylated_CGs_At_Supporting_iDMRs	Num_All_Differentially_Methylated_CGs_At_Conflicting_iDMRs	Num_All_CGs_CouldBeExaminedInBothHaplotypes_At_Supporting_iDMRs	Num_All_CGs_CouldBeExaminedInBothHaplotypes_At_Conflicting_iDMRs
chr1	Maternal	Paternal	1.0	121.31175999999999	0	196	0	3	0	196	0	206	0
chr10	Maternal	Paternal	1.0	48.1348	0	142	0	3	0	142	0	168	0
chr11	Paternal	Maternal	1.0	506.90358000000003	0	705	0	6	0	705	0	723	0
chr12	Maternal	Paternal	1.0	99.58173	0	251	0	6	0	251	0	289	0
chr13	Paternal	Maternal	0.96064	212.91824999999997	8.723040000000001	305	24	3	1	305	24	326	24
chr14	Paternal	Maternal	1.0	291.93649	0	482	0	5	0	482	0	537	0
chr15	Paternal	Maternal	1.0	510.57837	0	938	0	26	0	938	0	1271	0
chr16	Maternal	Paternal	1.0	186.54924	0	337	0	5	0	337	0	469	0
chr17	Paternal	Maternal	1.0	37.812870000000004	0	93	0	1	0	93	0	139	0
chr18	Paternal	Maternal	1.0	133.53696000000002	0	207	0	3	0	207	0	213	0
chr19	Maternal	Paternal	1.0	474.5359000000001	0	667	0	8	0	667	0	701	0
chr2	Paternal	Maternal	1.0	383.3937399999999	0	667	0	6	0	667	0	674	0
chr20	Maternal	Paternal	1.0	929.3198299999999	0	1284	0	9	0	1284	0	1427	0
chr21	Paternal	Maternal	1.0	56.027699999999996	0	111	0	2	0	111	0	112	0
chr22	Maternal	Paternal	1.0	61.877680000000005	0	85	0	2	0	85	0	103	0
chr3	Paternal	Maternal	1.0	48.410129999999995	0	84	0	2	0	84	0	85	0
chr4	Paternal	Maternal	1.0	159.49634	0	329	0	6	0	329	0	346	0
chr5	Paternal	Maternal	1.0	89.88124	0	173	0	4	0	173	0	211	0
chr6	Maternal	Paternal	1.0	345.57109	0	482	0	5	0	482	0	493	0
chr7	Maternal	Paternal	1.0	615.2717600000001	0	799	0	8	0	799	0	843	0
chr8	Maternal	Paternal	1.0	322.56874000000005	0	499	0	8	0	499	0	574	0
chr9	Paternal	Maternal	1.0	97.42577	0	246	0	3	0	246	0	258	0
