Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr1	11044370	11044544	Maternal	PTCHD2	Hernandez	20	0	0	0	0	0.41345	0.40761	Ignored:DidNotMeet_cpg_difference
chr1	21120031	21120143	Maternal	ECE1;LOC100506801	Hernandez	5	0	0	0	0	0.6262	0.52956	Ignored:DidNotMeet_cpg_difference
chr1	32329102	32329320	Maternal	ZBTB8B	Joshi	9	0	0	0	0	0.69796	0.60346	Ignored:DidNotMeet_cpg_difference
chr1	39384177	39384444	Maternal	BMP8A	Akbari	18	18	0	0.26423	0	0.50189	0.23767	Included
chr1	39427318	39428447	Maternal	PPIEL,PABPC4	Akbari,Court,Hernandez,Joshi,Zink	52	48	0	0.55329	0	0.94688	0.42412	Included
chr1	67924206	67929467	Maternal	DIRAS3,DIRAS3_Ex2,GNG12-AS1	Akbari,Court,Hernandez,Joshi,Zink	136	130	0	0.69229	0	0.92765	0.26256	Included
chr1	176387296	176387476	Maternal	ASTN1	Zink	15	0	0	0	0	0.93364	0.79086	Ignored:DidNotMeet_cpg_difference
chr1	227504793	227504903	Maternal	OBSCN	Joshi	8	0	0	0	0	0.95651	0.94962	Ignored:DidNotMeet_cpg_difference
chr10	13172944	13173273	Maternal	BTBD7P1	Akbari	27	0	0	0	0	0.37223	0.45412	Ignored:DidNotMeet_cpg_difference
chr10	27443798	27444893	Maternal	PTCHD3	Akbari,Hernandez	72	72	0	0.32763	0	0.81412	0.48649	Included
chr10	98458604	98458947	Maternal	ANKRD2	Akbari	19	0	0	0	0	0.92315	0.83146	Ignored:DidNotMeet_cpg_difference
chr10	120716003	120716796	Maternal	INPP5F	Akbari,Court,Hernandez	64	64	0	0.36856	0	0.96835	0.59979	Included
chr10	124869055	124869380	Maternal	YBX2P1	Akbari	32	6	0	0.1596	0	0.22083	0.07894	Included
chr11	2085259	2091234	Paternal	H19,H19/IGF2	Akbari,Court,Hernandez	250	241	0	0.82272	0	0.9278	0.13107	Included
chr11	2220004	2221535	Paternal	IGF2_DMR2,IGF2,INS-IGF2	Akbari,Court,Hernandez,Zink	68	61	0	0.40785	0	0.82085	0.43906	Included
chr11	2233014	2236942	Paternal	IGF2_DMR0,IGF2,IGF2-AS,INS-IGF2	Akbari,Court,Hernandez,Zink	100	98	0	0.57192	0	0.80388	0.23895	Included
chr11	2787890	2790647	Maternal	KvDMR1,KCNQ1,KCNQ1OT1	Akbari,Court,Hernandez,Zink	205	0	205	0	0.90002	0.06379	0.96381	Included
chr11	7147542	7148122	Maternal	RBMXL2	Akbari,Hernandez,Zink	55	0	55	0	0.28594	0.6435	0.92944	Included
chr11	132831291	132831483	Maternal	OPCML	Hernandez	10	0	0	0	0	0.92387	0.93091	Ignored:DidNotMeet_cpg_difference
chr11	133121414	133122305	Maternal	OPCML	Akbari	45	0	45	0	0.61045	0.28288	0.89333	Included
