read_id	filename	runid	sample_name	read_length	mean_quality	channel	read_number	start_time
945f6042-f091-4ce1-8717-a633c8999b83	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	165081	16.61	0	0	
0a9c1001-cdf3-4105-a0c8-547ade811aaf	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	102645	15.16	0	0	
5bbd3568-9cbc-4192-a63d-346368faff29	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	103585	16.58	0	0	
39394548-4527-453a-8ee9-8e6bc6ca82f8	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	115572	19.05	0	0	
4e323c7a-bf1b-4c52-9b71-6bbfba5dc23d	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	111064	16.83	0	0	
a83668ba-638c-4159-aaa6-3e7437b7aeff	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	130111	17.43	0	0	
64bdacfd-2988-4136-a0d0-2b78d03328c9	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	111733	16.97	0	0	
f171618a-789b-453f-b4f1-fdf8c4ec648b	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	89558	17.24	0	0	
472e834c-d640-47a1-8019-6945e3a429f2	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	95358	17.09	0	0	
aa34e10d-4b1b-4373-8f0f-4974ad4176f1	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	84170	16.41	0	0	
3f5088bd-d109-4874-aebc-78c4a7fb73ac	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	124693	17.04	0	0	
29bfd925-ae62-4045-bcef-84493dc3aebd	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	92555	16.22	0	0	
49281d31-0deb-48b6-93bd-cf3761fb4dab	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	87110	17.34	0	0	
05c0b085-41f0-48c9-8de2-b27c01330183	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	104660	15.30	0	0	
b3d5b43d-12d9-4618-979d-fe05a18d9545	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	141372	16.05	0	0	
abc4e28b-2fe1-4bfb-a67c-3d1627f25999	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	143275	18.71	0	0	
f1e84c66-214b-4b5a-a1a5-8a53fb2fee06	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	168427	16.13	0	0	
7068d0c7-5f16-47d4-b7a8-b9f31242cc20	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	128407	17.04	0	0	
e30a341f-134c-4bbf-b656-312bea9ae49e	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	100984	18.45	0	0	
9e2f9e2a-dac5-4cd5-b282-ba076ff9d46a	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	97515	15.75	0	0	
25ae1d99-6685-47f4-be6c-c5b4c8593f6c	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	135907	18.25	0	0	
4ea1b41a-4002-41e8-bad2-936c0c8439cc	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	70560	18.92	0	0	
89ea2b09-3d99-41bc-aa04-d11c797207aa	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	141804	17.88	0	0	
893dbfd8-27df-4166-8355-f9462d621037	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	100793	15.86	0	0	
17f3a990-f033-4ff3-a16d-7e95efe5d685	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	193324	17.91	0	0	
f47d8c75-e553-46c8-bc52-a64ee3321d0f	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	103457	15.31	0	0	
37080ab0-6eaf-424c-8914-cb80f1de8b5f	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	94505	15.26	0	0	
ff696668-f04a-445a-aaae-2853436cb25b	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	111396	16.89	0	0	
def18fe8-de9c-46dc-80b7-af6221de2447	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	128636	15.16	0	0	
9a0ec8cc-2c90-46d0-b3d3-603aafe2b51f	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	120396	16.34	0	0	
f5592a13-58aa-4d3a-8896-5cdbd5158a80	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	127386	17.76	0	0	
544a6994-089e-4d06-b81d-16e4f568ef0d	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	157166	16.37	0	0	
493cd679-937c-4e6e-a9ab-aecc8b53de83	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	73188	16.79	0	0	
1386c3f5-8220-4df8-968e-79fa0f964ae2	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	121410	17.91	0	0	
61714b6a-bb93-4ffb-aae8-5dab051c8fea	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	127164	15.50	0	0	
2cd97d88-a21b-4697-a8bb-3126887ba758	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	172584	15.62	0	0	
75732e1d-5cf8-4d5e-bc41-65869f44f658	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	111545	14.89	0	0	
ed4ccb71-a7c7-4df6-a5b0-ddd23dacd256	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	102431	17.43	0	0	
c93c5e3d-fe29-4cc5-8f8d-d10f2e6b17c1	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	86851	15.94	0	0	
b86ba304-2763-4b6a-9fdb-17ebb8b5d24e	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	111401	16.79	0	0	
085f43d2-e0be-454d-84ff-c8ed63840911	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	83951	16.55	0	0	
63c11ba2-09ce-4a18-9aa6-e5080b0662fb	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	108647	17.29	0	0	
e4bff288-98eb-4556-bebe-33cceff08ebf	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	106335	16.85	0	0	
8b55bdc5-7dc5-4728-b94e-bddfafa072a3	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	92336	16.68	0	0	
53c190c3-812f-457a-a141-9048e6e91524	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	130308	15.77	0	0	
cc307488-6f1d-409c-9935-7d251d490ffd	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	178492	14.39	0	0	
13cf5675-666e-4d44-b6b8-eb9be6bcf25a	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	102697	15.34	0	0	
21b7f555-2732-4d7e-85c4-6c40a017af45	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	120825	16.54	0	0	
6443b549-26f9-4c16-8801-6c37be8d828f	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	132034	17.42	0	0	
0683af42-aaad-4dac-8095-e73c3e34dc08	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	144376	16.72	0	0	
213f2b68-aeb2-4296-a9fe-63d071e18ebf	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	69722	17.67	0	0	
c398efad-4206-46cc-8622-76b945ab1dde	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	109156	15.79	0	0	
5fa3af9b-e961-4e75-8234-3560288823ac	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	258097	15.24	0	0	
2f23bb45-eca2-4fd4-899b-42805956ce97	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	90806	16.33	0	0	
511c05b6-2c39-4e92-b9cf-269f9b17ff8e	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	95100	15.49	0	0	
d1374f72-057b-4bcf-ae23-254624f767d9	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	170647	15.54	0	0	
07fcd346-cefd-4ee2-b7b8-c3e59d5d7c22	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	100834	18.02	0	0	
61c1b4c7-3a66-4429-bab3-f2bccf36fb5c	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	185540	15.66	0	0	
a4f93a60-f432-4080-8f71-fa290e6b1b33	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	231245	16.78	0	0	
3522ff30-83f9-44f0-868d-fb2d144434fc	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	208465	15.58	0	0	
ecf9d267-d95c-4cca-8947-375b40371ef2	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	173590	14.42	0	0	
d6bf034e-8f2f-4e43-9909-2842fcd877eb	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	219945	15.25	0	0	
d8ba92d6-6015-461c-8cbc-17519babc3df	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	155852	15.30	0	0	
ceccdfd3-f05e-49d0-bae7-e7a5d364aac4	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	103465	16.51	0	0	
9b061ea7-1c39-432e-be69-f227215037f1	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	110434	15.95	0	0	
9a4c7fff-93d2-4c01-afe5-91dddf757da7	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	88364	17.35	0	0	
81c825f2-6671-4631-91e4-3958e8722d70	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	73445	16.94	0	0	
ffcab4be-c5f2-4d15-abdc-8fa9a5990756	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	81258	18.12	0	0	
34dcc906-931d-4a2d-a21d-50454f2e4514	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	92939	16.11	0	0	
23485d48-b618-4c96-8602-c424b99e53aa	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	120129	19.18	0	0	
c562457e-5ec4-4504-8df5-d43dcb95bf48	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	126581	17.33	0	0	
20ad35fa-0d87-4fb4-aafc-4edabcf6cb2b	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	152863	15.73	0	0	
d8b8fea1-3afd-43ea-8e10-871b8e0aaa0e	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	98794	16.88	0	0	
64de1831-300a-4782-a5fe-3fd1780e7d8c	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	93663	16.97	0	0	
d64a97bb-18dc-41cd-8199-2e23d6f5691a	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	178593	14.90	0	0	
9dab582c-76cc-49bd-8efc-41b0db052b4b	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	133052	18.98	0	0	
6afed607-2018-4893-8b2c-c788b58f4a88	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	151705	16.34	0	0	
1302cdeb-deac-4544-982d-6beb41e69bcb	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	113542	18.53	0	0	
30623a5f-ed7b-40ed-82cc-803a4b90beac	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	81119	16.61	0	0	
eb1867a1-e987-4d28-9c2b-0dbad97d0abf	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	109019	20.04	0	0	
35fbd3a4-6482-4200-b3d9-e0f93e4c1dce	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	98703	15.33	0	0	
774af41d-a5ee-4f76-9da5-4c0898da559d	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	67273	17.67	0	0	
fc852334-2b3e-408e-8b18-572041f15198	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	161229	14.88	0	0	
220d209d-d8b0-420a-9d0d-2f1a69244d25	assembly/input/published/published.UL.50x.chr19.fastq.gz		published_UL.50x.chr19	94586	17.44	0	0	
