#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	386283	264987	11041	0	1	264987	264987.0	264987	264987	264987	248375637	248375637.0	248375637	248375637	248375637	276028	218028	208276	0.9600004347385048	0.9552717999522997	248375637
syndip	chr2	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	361195	251408	579	0	1	251408	251408.0	251408	251408	251408	242690911	242690911.0	242690911	242690911	242690911	251987	197810	197289	0.9977022624182994	0.997366159445933	242690911
syndip	chr3	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	310213	201316	26611	0	1	201316	201316.0	201316	201316	201316	201098698	201098698.0	201098698	201098698	201098698	227927	182945	161734	0.8832477065025205	0.8840580502336768	201098698
syndip	chr4	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	335743	232234	3139	0	1	232234	232234.0	232234	232234	232234	193487794	193487794.0	193487794	193487794	193487794	235373	191995	189114	0.986663720987539	0.9849944008958567	193487794
syndip	chr5	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	279345	196803	1	0	1	196803	196803.0	196803	196803	196803	181994113	181994113.0	181994113	181994113	181994113	196804	157719	157718	0.9999949188024634	0.9999936596098123	181994113
syndip	chr6	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	311097	217312	626	0	1	217312	217312.0	217312	217312	217312	172115959	172115959.0	172115959	172115959	172115959	217938	178371	177804	0.9971276234525416	0.9968212321509663	172115959
syndip	chr7	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	286396	188284	17235	0	1	188284	188284.0	188284	188284	188284	160546508	160546508.0	160546508	160546508	160546508	205519	164195	150434	0.9161391404201071	0.9161911142239411	160546508
syndip	chrX	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	134171	134170	1	0	1	134170	134170.0	134170	134170	134170	154254284	154254284.0	154254284	154254284	154254284	134171	100349	100348	0.9999925468245746	0.9999900347786226	154254284
syndip	chr9	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	236117	158495	3183	0	1	158495	158495.0	158495	158495	158495	150610674	150610674.0	150610674	150610674	150610674	161678	125499	122708	0.9803127203453779	0.9777607789703504	150610674
syndip	chr8	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	242183	147613	21564	0	1	147613	147613.0	147613	147613	147613	146233312	146233312.0	146233312	146233312	146233312	169177	136460	119808	0.8725358648043173	0.87797156675949	146233312
syndip	chr11	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	254074	184291	40	0	1	184291	184291.0	184291	184291	184291	135123648	135123648.0	135123648	135123648	135123648	184331	152931	152892	0.999782999061471	0.9997449830315632	135123648
syndip	chr10	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	224910	158080	693	0	1	158080	158080.0	158080	158080	158080	134719696	134719696.0	134719696	134719696	134719696	158773	125260	124638	0.9956352780384574	0.9950343285965192	134719696
syndip	chr12	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	209675	146566	0	0	1	146566	146566.0	146566	146566	146566	133318055	133318055.0	133318055	133318055	133318055	146566	114131	114131	1.0	1.0	133318055
syndip	chr13	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	169544	112561	0	0	1	112561	112561.0	112561	112561	112561	113559872	113559872.0	113559872	113559872	113559872	112561	88935	88935	1.0	1.0	113559872
syndip	chr14	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	217276	151208	13249	0	1	151208	151208.0	151208	151208	151208	101128294	101128294.0	101128294	101128294	101128294	164457	138178	125837	0.9194379077813654	0.910687663738077	101128294
syndip	chr15	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	224502	163371	15773	0	1	163371	163371.0	163371	163371	163371	99743372	99743372.0	99743372	99743372	99743372	179144	149471	135211	0.911953512258295	0.9045968783242234	99743372
syndip	chr16	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	186541	122083	4145	0	1	122083	122083.0	122083	122083	122083	96307327	96307327.0	96307327	96307327	96307327	126228	102139	98337	0.9671625946699622	0.9627762167242679	96307327
syndip	chr17	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	154789	102513	828	0	1	102513	102513.0	102513	102513	102513	84235165	84235165.0	84235165	84235165	84235165	103341	79379	78864	0.9919876912358115	0.9935121379709999	84235165
syndip	chr18	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	135074	96933	0	0	1	96933	96933.0	96933	96933	96933	80375332	80375332.0	80375332	80375332	80375332	96933	79226	79226	1.0	1.0	80375332
syndip	chr20	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	126406	89001	289	0	1	89001	89001.0	89001	89001	89001	66203767	66203767.0	66203767	66203767	66203767	89290	72571	72312	0.9967633553589428	0.9964310812859131	66203767
syndip	chr19	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	124679	92901	0	0	1	92901	92901.0	92901	92901	92901	61701513	61701513.0	61701513	61701513	61701513	92901	71310	71310	1.0	1.0	61701513
syndip	chr22	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	155901	119668	1677	0	1	119668	119668.0	119668	119668	119668	51317364	51317364.0	51317364	51317364	51317364	121345	104425	102968	0.9861799002843133	0.986047402441944	51317364
syndip	chr21	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	111762	84742	5498	0	1	84742	84742.0	84742	84742	84742	45080950	45080950.0	45080950	45080950	45080950	90240	75973	71213	0.9390735815602836	0.9373461624524502	45080950
syndip	ALL	assembly/variants/T2T00_hifiasm_trio/phased_hifiasm/small_variants.dip.vcf.gz	5177876	3616540	126172	0	23	151208	157240.86956521738	84742	264987	3616540	134719696	132792271.52173913	45080950	248375637	3054222245	3742712	3007300	2901107	0.9662886163829865	0.964688258570811	154254284
