#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	378002	255892	6847	0	1	255892	255892.0	255892	255892	255892	248380941	248380941.0	248380941	248380941	248380941	262739	218473	211974	0.9739399175607732	0.9702526170281911	248380941
syndip	chr2	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	357726	242194	580	0	1	242194	242194.0	242194	242194	242194	242690911	242690911.0	242690911	242690911	242690911	242774	200453	199931	0.997610946806495	0.9973958982903723	242690911
syndip	chr3	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	305218	206140	0	0	1	206140	206140.0	206140	206140	206140	201095385	201095385.0	201095385	201095385	201095385	206140	172703	172703	1.0	1.0	201095385
syndip	chr4	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	331461	223982	3138	0	1	223982	223982.0	223982	223982	223982	193487794	193487794.0	193487794	193487794	193487794	227120	191741	188860	0.9861835153222965	0.9849745229241529	193487794
syndip	chr5	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	274275	187540	1	0	1	187540	187540.0	187540	187540	187540	182042449	182042449.0	182042449	182042449	182042449	187541	156955	156954	0.9999946678326339	0.9999936287470931	182042449
syndip	chr6	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	306228	208435	629	0	1	208435	208435.0	208435	208435	208435	172115959	172115959.0	172115959	172115959	172115959	209064	177497	176931	0.9969913519305094	0.9968112137106543	172115959
syndip	chr7	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	283044	188981	21	0	1	188981	188981.0	188981	188981	188981	160562362	160562362.0	160562362	160562362	160562362	189002	157479	157461	0.9998888900646554	0.999885699045587	160562362
syndip	chrX	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	130196	130171	25	0	1	130171	130171.0	130171	130171	130171	154251204	154251204.0	154251204	154251204	154251204	130196	100296	100289	0.9998079818120372	0.9999302065884981	154251204
syndip	chr9	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	233839	157561	3794	0	1	157561	157561.0	157561	157561	157561	150593444	150593444.0	150593444	150593444	150593444	161355	129202	126038	0.9764866288618264	0.9755112149966719	150593444
syndip	chr8	assembly/variants/TUE_02/phased_verkko/small_variants.dip.vcf.gz	239157	151238	1376	0	1	151238	151238.0	151238	151238	151238	146242694	146242694.0	146242694	146242694	146242694	152614	128578	127299	0.990983789167442	0.9900527306382119	146242694
