chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	11556734	11556735	N_region	7500	+	chr1	11524562	11557644	MFN2	0
chr1	23296428	23303928	N_region_windowed	7500	+	chr1	23137823	23177454	HNRNPR	118975
chr1	38087310	38088798	N_region_windowed	7500	-	chr1	37823864	37857205	SF3A3	230106
chr1	50250884	50261091	N_region_windowed	7500	-	chr1	50278454	50278963	HMGB1P45	17364
chr1	55550403	55551898	N_region_windowed	7500	-	chr1	55666959	55738222	LOC105378740	115062
chr1	143149657	143244471	N_region_windowed	100000	+	chr1	142522964	143403515	LOC124904398	0
chr1	143149657	143244471	N_region_windowed	100000	+	chr1	143157430	143158171	IGKV1OR1-1	0
chr1	143149657	143244471	N_region_windowed	100000	+	chr1	143244106	143252922	LOC105371207	0
chr1	145491753	145586932	N_region_windowed	100000	-	chr1	145475229	145700086	PDE4DIP	0
chr1	145491753	145586932	N_region_windowed	100000	-	chr1	145506274	145506524	RN7SKP88	0
chr1	145491753	145586932	N_region_windowed	100000	-	chr1	145508581	145511328	LOC124904392	0
chr1	145491753	145586932	N_region_windowed	100000	-	chr1	145532234	145545860	LOC112268272	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160599054	160599126	TRE-CTC1-3	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160599412	160599484	TRG-TCC2-5	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160600069	160600141	TRD-GTC2-5	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160600777	160600860	TRL-CAG1-5	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160602532	160602603	TRG-GCC1-4	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160606450	160606522	TRE-CTC1-1	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160606808	160606880	TRG-TCC2-3	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160607466	160607538	TRD-GTC2-3	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160608174	160608257	TRL-CAG1-3	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160609933	160610004	TRG-GCC1-3	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160613853	160613925	TRE-CTC1-1	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160614211	160614283	TRG-TCC2-1	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160614869	160614941	TRD-GTC2-1	0
chr1	160598290	160698168	N_region_windowed	100000	+	chr1	160615577	160615660	TRL-CAG1-1	0
