chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr15	20039431	20043275	N_region_windowed	7500	-	chr15	20043826	20045848	LOC441711	552
chr17	50792648	50886988	N_region_windowed	100000	-	chr17	51102817	51103420	SUMO2P7	215830
chr18	15821953	15872308	N_region_windowed	100000	+	chr18	15474787	15491495	LOC644669	330459
chr18	15866809	15940913	N_region_windowed	100000	+	chr18	15474787	15491495	LOC644669	375315
chr18	16147956	16178638	N_region_windowed	33036	+	chr18	15474787	15491495	LOC644669	656462
chr18	16147956	16178638	N_region_windowed	33036	+	chr18	15474787	15491495	LOC644669	656462
chr22	4639690	4742657	N_region_windowed	100000	-	chr22	4601091	4644825	LOC102724951	0
chr22	4639690	4742657	N_region_windowed	100000	-	chr22	4682808	4688697	LOC107987391	0
chr22	4639690	4742657	N_region_windowed	100000	-	chr22	4693238	4699934	LOC124904992	0
chr7	31270814	31281816	N_region_windowed	7500	-	chr7	30660821	30669902	LOC100287825	600913
chr8	33724142	33734212	N_region	1500	-	chr8	33578140	33744498	FUT10	0
chr8	38251868	38351457	N_region_windowed	100000	-	chr8	38453833	38490242	BAG4	102377
chr8	39224709	39322028	N_region_windowed	100000	-	chr8	39728310	39800254	ADAM3A	406283
