chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	128282914	128282915	haplotype1-0000001	2338748	haplotype1	left_end	chr1	127860144	127931753	LOC105379854	351162
chr1	128667039	128667040	haplotype1-0000001	2338748	haplotype1	right_end	chr1	128837886	128839126	LINC02799	170847
chr11	133781602	133781603	unassigned-0000328	109223	unassigned	left_end	chr11	134112012	134194140	JAM3	330410
chr11	133890834	133890835	unassigned-0000328	109223	unassigned	right_end	chr11	134112012	134194140	JAM3	221178
chr13	731439	731440	unassigned-0000337	5414671	unassigned	left_end	chr13	5228525	5291184	LOC105379566	4497086
chr13	1277201	1277202	unassigned-0000337	5414671	unassigned	right_end	chr13	5228525	5291184	LOC105379566	3951324
chr13	5039514	5039515	unassigned-0000201	94096	unassigned	left_end	chr13	5228525	5291184	LOC105379566	189011
chr13	5125116	5125117	haplotype2-0000061	4324262	haplotype2	left_end	chr13	5228525	5291184	LOC105379566	103409
chr13	5133468	5133469	unassigned-0000201	94096	unassigned	right_end	chr13	5228525	5291184	LOC105379566	95057
chr13	5411209	5411210	haplotype2-0000061	4324262	haplotype2	right_end	chr13	5437063	5437610	LOC100287188	25854
chr13	5772021	5772022	unassigned-0000490	172953	unassigned	left_end	chr13	5774302	5787683	RNA45S1	2281
chr13	5801773	5801774	unassigned-0000490	172953	unassigned	right_end	chr13	5774302	5787683	RNA45S1	14091
chr13	9017861	9017862	unassigned-0000172	234675	unassigned	left_end	chr13	9015232	9028613	RNA45S1	0
chr13	9077253	9077254	unassigned-0000173	183168	unassigned	left_end	chr13	9062202	9075583	RNA45S1	1671
chr13	9106891	9106892	unassigned-0000472	73952	unassigned	left_end	chr13	9109172	9122553	RNA45S1	2281
chr13	9121814	9121815	unassigned-0000288	197329	unassigned	left_end	chr13	9109172	9122553	RNA45S1	0
chr13	9121814	9121815	unassigned-0000288	197329	unassigned	left_end	chr13	9117103	9122189	RNA28S1	0
chr13	9130264	9130265	unassigned-0000472	73952	unassigned	right_end	chr13	9109172	9122553	RNA45S1	7712
chr13	9144380	9144381	unassigned-0000164	114766	unassigned	left_end	chr13	9155309	9168690	RNA45S1	10929
chr13	9153028	9153029	unassigned-0000142	179250	unassigned	left_end	chr13	9155309	9168690	RNA45S1	2281
chr13	9153363	9153364	unassigned-0000433	116560	unassigned	left_end	chr13	9155309	9168690	RNA45S1	1946
chr13	9159164	9159165	unassigned-0000448	124550	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9159164	9159165	unassigned-0000448	124550	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9160380	9160381	unassigned-0000082	69255	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9160380	9160381	unassigned-0000082	69255	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9160526	9160527	unassigned-0000350	114773	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9160526	9160527	unassigned-0000350	114773	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9165326	9165327	unassigned-0000164	114766	unassigned	right_end	chr13	9155309	9168690	RNA45S1	0
chr13	9165326	9165327	unassigned-0000164	114766	unassigned	right_end	chr13	9163240	9168326	RNA28S1	0
chr13	9178454	9178455	unassigned-0000222	127274	unassigned	left_end	chr13	9155309	9168690	RNA45S1	9765
chr13	9182984	9182985	unassigned-0000202	87873	unassigned	left_end	chr13	9155309	9168690	RNA45S1	14295
chr13	9191153	9191154	unassigned-0000331	112718	unassigned	left_end	chr13	9201670	9215006	RNA45S1	10517
chr13	9196946	9196947	unassigned-0000524	112842	unassigned	left_end	chr13	9201670	9215006	RNA45S1	4724
chr13	9208904	9208905	unassigned-0000113	47465	unassigned	left_end	chr13	9201670	9215006	RNA45S1	0
chr13	9210544	9210545	unassigned-0000205	107900	unassigned	left_end	chr13	9201670	9215006	RNA45S1	0
chr13	9210544	9210545	unassigned-0000205	107900	unassigned	left_end	chr13	9209586	9214648	RNA28S1	0
chr13	9211034	9211035	unassigned-0000380	90245	unassigned	left_end	chr13	9201670	9215006	RNA45S1	0
chr13	9211034	9211035	unassigned-0000380	90245	unassigned	left_end	chr13	9209586	9214648	RNA28S1	0
chr13	9213353	9213354	unassigned-0000333	146724	unassigned	left_end	chr13	9201670	9215006	RNA45S1	0
chr13	9213353	9213354	unassigned-0000333	146724	unassigned	left_end	chr13	9209586	9214648	RNA28S1	0
chr13	9213481	9213482	unassigned-0000381	81952	unassigned	left_end	chr13	9201670	9215006	RNA45S1	0
chr13	9213481	9213482	unassigned-0000381	81952	unassigned	left_end	chr13	9209586	9214648	RNA28S1	0
chr13	9220323	9220324	unassigned-0000321	89048	unassigned	left_end	chr13	9201670	9215006	RNA45S1	5318
