chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	126411296	126411297	N_region	7500	+	chr1	127720229	127766430	LINC01666	1308933
chr1	148602811	148693291	N_region_windowed	100000	+	chr1	148604779	148680529	NBPF10	0
chr1	148602811	148693291	N_region_windowed	100000	+	chr1	148682315	148685208	LOC101060227	0
chr1	148602811	148693291	N_region_windowed	100000	+	chr1	148682587	148682662	TRN-GTT25-1	0
chr1	148602811	148693291	N_region_windowed	100000	+	chr1	148688783	148730765	LOC124904410	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148731161	148803659	LINC00869	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148799275	148804617	FAM91A2P	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148816840	148817113	TRE-TTC10-1	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148824287	148824433	RNU1-68P	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148825369	148825641	TRF-GAA9-1	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148826345	148829853	LOC644634	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148832700	148832975	LOC100189498	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148836692	148836765	TRV-CAC1-7	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148843819	148872982	PDE4DIPP7	0
chr1	148761317	148861325	N_region_windowed	100000	+	chr1	148857762	148902889	LOC105371406	0
chr1	184295790	184297290	N_region_windowed	1500	+	chr1	184154227	184331389	NIBAN1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227876515	227876636	RNA5S2	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227878755	227878876	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227881016	227881106	RNA5SP226	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227883224	227883345	RNA5S2	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227885464	227885585	RNA5S3	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227887695	227887816	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227889935	227890056	RNA5S3	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227892175	227892296	RNA5S2	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227894435	227894526	RNA5SP149	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227896644	227896765	RNA5S5	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227898884	227899005	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227901124	227901245	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227903354	227903475	RNA5S2	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227905593	227905714	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227907833	227907954	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227910072	227910193	RNA5S3	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227912312	227912433	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227914552	227914673	RNA5S2	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227916792	227916913	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227919032	227919153	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227923515	227923636	RNA5S2	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227925754	227925875	RNA5S3	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227927994	227928115	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227930233	227930354	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227932473	227932594	RNA5S1	0
chr1	227874856	227974829	N_region_windowed	100000	+	chr1	227934704	227934825	RNA5S1	0
