contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000882	60022	unassigned	chr2	59950	59950	1	satellite
unassigned-0000841	85682	unassigned	chr22	59568	59568	1	satellite
unassigned-0000883	52930	unassigned	chr2	158592	52864	0.333333	non_satellite
unassigned-0000842	39342	unassigned	chr13	39212	39212	1	satellite
unassigned-0000843	63502	unassigned	chr1	63389	0	0	non_satellite
unassigned-0000802	118416	unassigned	chr15	102438	102438	1	satellite
unassigned-0000844	51417	unassigned	chr13	35907	35907	1	satellite
unassigned-0000845	102269	unassigned	chr20	102297	102297	1	satellite
unassigned-0000846	169729	unassigned	chr15	169734	0	0	non_satellite
unassigned-0000572	224400	unassigned	chr13	518626	246752	0.47578	non_satellite
unassigned-0000847	32018	unassigned	chr22	31946	31946	1	satellite
unassigned-0000573	151669	unassigned	chr22	422601	140867	0.333333	non_satellite
unassigned-0000806	107056	unassigned	chr22	94532	94532	1	satellite
unassigned-0000848	32018	unassigned	chr22	31946	31946	1	satellite
unassigned-0000574	132836	unassigned	chr14	12446	12446	1	satellite
unassigned-0000807	48101	unassigned	chr21	90902	45451	0.5	satellite
unassigned-0000575	82526	unassigned	chr15	120321	120321	1	satellite
unassigned-0000808	44126	unassigned	chr13	39981	39981	1	satellite
unassigned-0000261	149239	unassigned	chr21	80744	80744	1	satellite
unassigned-0000576	39649	unassigned	chr15	39820	39820	1	satellite
unassigned-0000809	93221	unassigned	chr18	82229	82229	1	satellite
unassigned-0000536	203991	unassigned	chr22	208252	182973	0.878613	satellite
unassigned-0000262	65523	unassigned	chr16	65486	0	0	non_satellite
unassigned-0000577	233301	unassigned	chr15	1306674	249554	0.190984	non_satellite
unassigned-0000537	61662	unassigned	chr15	61717	61717	1	satellite
unassigned-0000538	47560	unassigned	chr13	47498	47498	1	satellite
unassigned-0000265	141783	unassigned	chr21	45115	45115	1	satellite
unassigned-0000224	112548	unassigned	chr22	108814	108814	1	satellite
unassigned-0000225	110599	unassigned	chr17	110637	0	0	non_satellite
unassigned-0000226	134995	unassigned	chr3	135187	0	0	non_satellite
unassigned-0000267	180516	unassigned	chr21	60392	60392	1	satellite
unassigned-0000228	95034	unassigned	chr1	95039	95039	1	satellite
haplotype2-0000075	70254	haplotype2	chrY	105189	105189	1	satellite
haplotype2-0000076	204387	haplotype2	chrY	285848	258668	0.904915	satellite
haplotype1-0000031	324630	haplotype1	chr4	147037	147037	1	satellite
haplotype1-0000033	45445	haplotype1	chr1	22608	22608	1	satellite
haplotype1-0000039	173438	haplotype1	chr1	144217	144217	1	satellite
unassigned-0000960	154877	unassigned	chr6	156350	0	0	non_satellite
unassigned-0000961	146807	unassigned	chr2	146815	146815	1	satellite
unassigned-0000920	53514	unassigned	chr16	53516	0	0	non_satellite
unassigned-0000962	53217	unassigned	chr2	53212	53212	1	satellite
unassigned-0000921	110589	unassigned	chr21	110512	0	0	non_satellite
unassigned-0000922	28708	unassigned	chr15	28709	28709	1	satellite
unassigned-0000964	31025	unassigned	chr16	30997	0	0	non_satellite
unassigned-0000690	188266	unassigned	chr13	260267	260267	1	satellite
unassigned-0000965	208452	unassigned	chr16	208519	0	0	non_satellite
unassigned-0000691	114268	unassigned	chr13	123941	123941	1	satellite
unassigned-0000966	73481	unassigned	chr16	73501	0	0	non_satellite
unassigned-0000692	79874	unassigned	chr13	80923	80923	1	satellite
unassigned-0000610	61142	unassigned	chr11	61131	0	0	non_satellite
unassigned-0000967	41152	unassigned	chr22	15725	15725	1	satellite
unassigned-0000652	182977	unassigned	chr21	41420	41420	1	satellite
unassigned-0000611	1271404	unassigned	chr22	13570711	1308864	0.0964477	non_satellite
unassigned-0000694	50102	unassigned	chr6	50093	0	0	non_satellite
unassigned-0000653	179234	unassigned	chr21	229571	229571	1	satellite
unassigned-0000612	39846	unassigned	chr13	39821	39821	1	satellite
unassigned-0000695	30706	unassigned	chr6	30670	0	0	non_satellite
unassigned-0000654	194585	unassigned	chr21	16215	16215	1	satellite
unassigned-0000380	196230	unassigned	chr15	1126128	187688	0.166667	non_satellite
unassigned-0000340	41647	unassigned	chr5	41679	0	0	non_satellite
unassigned-0000696	49862	unassigned	chr1	50153	50153	1	satellite
