#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	347428	234895	401	0	1	234895	234895.0	234895	234895	234895	248381038	248381038.0	248381038	248381038	248381038	235296	189862	189578	0.9982957636338909	0.9985041767178267	248381038
syndip	chr2	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	349495	226082	1093	0	1	226082	226082.0	226082	226082	226082	242689813	242689813.0	242689813	242689813	242689813	227175	184986	184102	0.9951887311543964	0.9952212599872423	242689813
syndip	chr3	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	326696	220164	608	0	1	220164	220164.0	220164	220164	220164	200977510	200977510.0	200977510	200977510	200977510	220772	183641	183137	0.9972460275759607	0.9972555148360116	200977510
syndip	chr4	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	325845	215925	3353	0	1	215925	215925.0	215925	215925	215925	193569703	193569703.0	193569703	193569703	193569703	219278	182031	179183	0.9847089083264167	0.9843543132763101	193569703
syndip	chr5	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	293562	197919	70	0	1	197919	197919.0	197919	197919	197919	182041510	182041510.0	182041510	182041510	182041510	197989	164099	164075	0.9996464450045205	0.9998537468235639	182041510
syndip	chr6	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	286232	185122	249	0	1	185122	185122.0	185122	185122	185122	172089139	172089139.0	172089139	172089139	172089139	185371	153074	152861	0.9986567478192382	0.9986085161425193	172089139
syndip	chr7	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	265637	183199	381	0	1	183199	183199.0	183199	183199	183199	160561912	160561912.0	160561912	160561912	160561912	183580	149756	149455	0.9979246105240223	0.9979900638371751	160561912
syndip	chrX	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	188	134	5	0	1	134	134.0	134	134	134	87534	87534.0	87534	87534	87534	139	65	62	0.9640287769784173	0.9538461538461539	0
syndip	chr9	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	216158	151592	811	0	1	151592	151592.0	151592	151592	151592	150609641	150609641.0	150609641	150609641	150609641	152403	122334	121708	0.9946785824426029	0.9948828616737784	150609641
syndip	chr8	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	260832	175301	2865	0	1	175301	175301.0	175301	175301	175301	146242587	146242587.0	146242587	146242587	146242587	178166	150740	148035	0.9839194908119394	0.9820551943744196	146242587
syndip	chr11	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	245783	172118	592	0	1	172118	172118.0	172118	172118	172118	135087809	135087809.0	135087809	135087809	135087809	172710	148161	147609	0.9965722888078281	0.9962743232024622	135087809
syndip	chr10	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	225145	151668	58	0	1	151668	151668.0	151668	151668	151668	134752320	134752320.0	134752320	134752320	134752320	151726	125112	125092	0.9996177319641987	0.9998401432316645	134752320
syndip	chr12	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	209953	140866	580	0	1	140866	140866.0	140866	140866	140866	133321411	133321411.0	133321411	133321411	133321411	141446	115011	114489	0.9958994952137211	0.9954613037013851	133321411
syndip	chr13	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	174060	116710	1798	0	1	116710	116710.0	116710	116710	116710	113553912	113553912.0	113553912	113553912	113553912	118508	97553	96097	0.9848280284875283	0.9850747798632539	113553912
syndip	chr14	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	177298	127819	2300	0	1	127819	127819.0	127819	127819	127819	99849994	99849994.0	99849994	99849994	99849994	130119	108546	106434	0.982323872762625	0.9805428113426565	99849994
syndip	chr15	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	141321	101047	679	0	1	101047	101047.0	101047	101047	101047	99504697	99504697.0	99504697	99504697	99504697	101726	82672	82209	0.9933252069284155	0.9943995548674279	99504697
syndip	chr16	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	164135	113267	1790	0	1	113267	113267.0	113267	113267	113267	96326112	96326112.0	96326112	96326112	96326112	115057	94796	93338	0.9844424937205037	0.984619604202709	96326112
syndip	chr17	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	142605	95693	397	0	1	95693	95693.0	95693	95693	95693	84216687	84216687.0	84216687	84216687	84216687	96090	76783	76529	0.9958684566552191	0.996691976088457	84216687
syndip	chr18	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	128196	88490	601	0	1	88490	88490.0	88490	88490	88490	80375733	80375733.0	80375733	80375733	80375733	89091	74661	74173	0.9932540885162362	0.9934637896626083	80375733
syndip	chr20	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	131885	97504	271	0	1	97504	97504.0	97504	97504	97504	66179131	66179131.0	66179131	66179131	66179131	97775	82037	81831	0.997228330350294	0.9974889379182564	66179131
syndip	chr19	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	125605	91109	382	0	1	91109	91109.0	91109	91109	91109	61701618	61701618.0	61701618	61701618	61701618	91491	72926	72671	0.9958247259293264	0.996503304719853	61701618
syndip	chr22	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	130480	97829	3800	0	1	97829	97829.0	97829	97829	97829	49429073	49429073.0	49429073	49429073	49429073	101629	88703	85328	0.9626090977968886	0.9619516814538404	49429073
syndip	chr21	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	66415	44373	1124	0	1	44373	44373.0	44373	44373	44373	45086010	45086010.0	45086010	45086010	45086010	45497	37534	36544	0.9752950744005099	0.9736239143176852	45086010
syndip	ALL	assembly/variants/published_herro/phased_gfase/small_variants.dip.vcf.gz	4734954	3228826	24208	0	23	140866	140383.73913043478	134	234895	3228826	133321411	125940647.56521739	87534	248381038	2896634894	3253034	2685083	2664540	0.9925583316989617	0.9923492122962307	150609641
