#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	251847
syndip	chr2	0	4098	242694066	240414
syndip	chr3	0	2460	201100844	204475
syndip	chr4	0	3022	193484263	218994
syndip	chr5	0	1855	182044304	186207
syndip	chr6	0	8047	172124006	191661
syndip	chr7	0	3065	160565562	186646
syndip	chrX	0	4804	154256551	130909
syndip	chr9	0	3545	150614219	157110
syndip	chr8	0	2183	146244877	150733
syndip	chr11	0	1837	135127166	188807
syndip	chr10	0	129435	134755012	147620
syndip	chr12	0	5194	133322669	138484
syndip	chr13	0	989866	113562614	109538
syndip	chr14	0	580375	101159346	139367
syndip	chr15	0	55472	99749336	138574
syndip	chr16	0	3666	96327872	133353
syndip	chr17	0	2260	84237411	100400
syndip	chr18	0	164177	80539281	92159
syndip	chr20	0	2374	66203987	87782
syndip	chr19	0	2210	61703957	84873
syndip	chr22	0	4599	51322042	110463
syndip	chr21	0	5827	45086599	80224
