#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	254251
syndip	chr2	0	3155	242694066	238514
syndip	chr3	0	2460	201100844	205977
syndip	chr4	0	3022	193490816	223856
syndip	chr5	0	1855	182044304	187203
syndip	chr6	0	8047	172124006	200784
syndip	chr7	0	3200	160565562	188069
syndip	chrX	0	4804	154256551	128480
syndip	chr9	0	3545	150614219	158318
syndip	chr8	0	2183	146244879	151021
syndip	chr11	0	1837	135125485	188711
syndip	chr10	0	3727	134723423	150581
syndip	chr12	0	3133	133322669	137953
syndip	chr13	0	4119301	113562614	110409
syndip	chr14	0	5718	101127277	151536
syndip	chr15	0	6091	99749463	159953
syndip	chr16	0	3666	96327872	130208
syndip	chr17	0	2260	84237411	93390
syndip	chr18	0	163949	80539281	95220
syndip	chr20	0	2374	66206087	84668
syndip	chr19	0	2210	61703957	86772
syndip	chr22	0	4614	51322042	113675
syndip	chr21	0	3159	45086599	77861
