sample	category	subcategory	sv_type	count	total_length	mean_length
NA18948	total	all_svs	all	61421	58668321	955.1834226079028
NA18948	sv_type	BND	BND	20	0	0.0
NA18948	sv_type	DEL	DEL	31058	31165266	1003.4537317277352
NA18948	sv_type	DUP:TANDEM	DUP:TANDEM	28	71261	2545.035714285714
NA18948	sv_type	INS	INS	30285	27431794	905.7881459468383
NA18948	sv_type	INV	INV	30	0	0.0
NA18948	zygosity	ALT_HOM	all	12659	0	0
NA18948	zygosity	HET	all	48762	0	0
NA18948	zygosity	ALT_HOM	BND	2	0	0
NA18948	zygosity	HET	BND	18	0	0
NA18948	zygosity	ALT_HOM	DEL	6622	0	0
NA18948	zygosity	HET	DEL	24436	0	0
NA18948	zygosity	HET	DUP:TANDEM	28	0	0
NA18948	zygosity	ALT_HOM	INS	6030	0	0
NA18948	zygosity	HET	INS	24255	0	0
NA18948	zygosity	ALT_HOM	INV	5	0	0
NA18948	zygosity	HET	INV	25	0	0
NA18948	size_class	large (500bp-5kb)	all	14672	0	0
NA18948	size_class	massive (>50kb)	all	174	0	0
NA18948	size_class	medium (50-500bp)	all	30922	0	0
NA18948	size_class	small (<50bp)	all	14161	0	0
NA18948	size_class	very_large (5kb-50kb)	all	1492	0	0
NA18948	size_class	small (<50bp)	BND	20	0	0
NA18948	size_class	large (500bp-5kb)	DEL	7702	0	0
NA18948	size_class	massive (>50kb)	DEL	86	0	0
NA18948	size_class	medium (50-500bp)	DEL	15566	0	0
NA18948	size_class	small (<50bp)	DEL	6876	0	0
NA18948	size_class	very_large (5kb-50kb)	DEL	828	0	0
NA18948	size_class	large (500bp-5kb)	DUP:TANDEM	20	0	0
NA18948	size_class	medium (50-500bp)	DUP:TANDEM	5	0	0
NA18948	size_class	very_large (5kb-50kb)	DUP:TANDEM	3	0	0
NA18948	size_class	large (500bp-5kb)	INS	6950	0	0
NA18948	size_class	massive (>50kb)	INS	88	0	0
NA18948	size_class	medium (50-500bp)	INS	15351	0	0
NA18948	size_class	small (<50bp)	INS	7235	0	0
NA18948	size_class	very_large (5kb-50kb)	INS	661	0	0
NA18948	size_class	small (<50bp)	INV	30	0	0
NA18948	haplotype	both	all	12659	0	0
NA18948	haplotype	haplotype1	all	22113	0	0
NA18948	haplotype	haplotype2	all	26649	0	0
NA18948	haplotype	both	BND	2	0	0
NA18948	haplotype	haplotype1	BND	4	0	0
NA18948	haplotype	haplotype2	BND	14	0	0
NA18948	haplotype	both	DEL	6622	0	0
NA18948	haplotype	haplotype1	DEL	11053	0	0
NA18948	haplotype	haplotype2	DEL	13383	0	0
NA18948	haplotype	haplotype1	DUP:TANDEM	10	0	0
NA18948	haplotype	haplotype2	DUP:TANDEM	18	0	0
NA18948	haplotype	both	INS	6030	0	0
NA18948	haplotype	haplotype1	INS	11037	0	0
NA18948	haplotype	haplotype2	INS	13218	0	0
NA18948	haplotype	both	INV	5	0	0
NA18948	haplotype	haplotype1	INV	9	0	0
NA18948	haplotype	haplotype2	INV	16	0	0
NA18948	phasing	phased	all	61421	0	0
NA18948	chromosome	chr1	all	5260	0	0
NA18948	chromosome	chr2	all	3573	0	0
NA18948	chromosome	chr3	all	2600	0	0
NA18948	chromosome	chr4	all	3128	0	0
NA18948	chromosome	chr5	all	2718	0	0
NA18948	chromosome	chr6	all	2264	0	0
NA18948	chromosome	chr7	all	2700	0	0
NA18948	chromosome	chr8	all	2457	0	0
NA18948	chromosome	chr9	all	5827	0	0
NA18948	chromosome	chrX	all	1022	0	0
NA18948	chromosome	chrY	all	1052	0	0
NA18948	chromosome	chr10	all	2851	0	0
NA18948	chromosome	chr11	all	1987	0	0
NA18948	chromosome	chr12	all	2235	0	0
NA18948	chromosome	chr13	all	2794	0	0
NA18948	chromosome	chr14	all	2009	0	0
NA18948	chromosome	chr15	all	2461	0	0
NA18948	chromosome	chr16	all	3144	0	0
NA18948	chromosome	chr17	all	2292	0	0
NA18948	chromosome	chr18	all	1678	0	0
NA18948	chromosome	chr19	all	1679	0	0
NA18948	chromosome	chr20	all	1825	0	0
NA18948	chromosome	chr21	all	1566	0	0
NA18948	chromosome	chr22	all	2299	0	0
NA18948	chromosome	chr1	DEL	2613	0	0
NA18948	chromosome	chr2	DEL	1824	0	0
NA18948	chromosome	chr3	DEL	1278	0	0
NA18948	chromosome	chr4	DEL	1473	0	0
NA18948	chromosome	chr5	DEL	1279	0	0
NA18948	chromosome	chr6	DEL	968	0	0
NA18948	chromosome	chr7	DEL	1362	0	0
NA18948	chromosome	chr8	DEL	1210	0	0
NA18948	chromosome	chr9	DEL	3066	0	0
NA18948	chromosome	chrX	DEL	512	0	0
NA18948	chromosome	chrY	DEL	512	0	0
NA18948	chromosome	chr10	DEL	1493	0	0
NA18948	chromosome	chr11	DEL	1035	0	0
NA18948	chromosome	chr12	DEL	1101	0	0
NA18948	chromosome	chr13	DEL	1338	0	0
NA18948	chromosome	chr14	DEL	1019	0	0
NA18948	chromosome	chr15	DEL	1293	0	0
NA18948	chromosome	chr16	DEL	1689	0	0
NA18948	chromosome	chr17	DEL	1423	0	0
NA18948	chromosome	chr18	DEL	859	0	0
NA18948	chromosome	chr19	DEL	837	0	0
NA18948	chromosome	chr20	DEL	961	0	0
NA18948	chromosome	chr21	DEL	742	0	0
NA18948	chromosome	chr22	DEL	1171	0	0
NA18948	chromosome	chr1	INS	2643	0	0
NA18948	chromosome	chr2	INS	1741	0	0
NA18948	chromosome	chr3	INS	1318	0	0
NA18948	chromosome	chr4	INS	1655	0	0
NA18948	chromosome	chr5	INS	1433	0	0
NA18948	chromosome	chr6	INS	1291	0	0
NA18948	chromosome	chr7	INS	1336	0	0
NA18948	chromosome	chr8	INS	1243	0	0
NA18948	chromosome	chr9	INS	2748	0	0
NA18948	chromosome	chrX	INS	509	0	0
NA18948	chromosome	chrY	INS	538	0	0
NA18948	chromosome	chr10	INS	1356	0	0
NA18948	chromosome	chr11	INS	950	0	0
NA18948	chromosome	chr12	INS	1132	0	0
NA18948	chromosome	chr13	INS	1454	0	0
NA18948	chromosome	chr14	INS	985	0	0
NA18948	chromosome	chr15	INS	1166	0	0
NA18948	chromosome	chr16	INS	1454	0	0
NA18948	chromosome	chr17	INS	866	0	0
NA18948	chromosome	chr18	INS	816	0	0
NA18948	chromosome	chr19	INS	841	0	0
NA18948	chromosome	chr20	INS	863	0	0
NA18948	chromosome	chr21	INS	821	0	0
NA18948	chromosome	chr22	INS	1126	0	0
