sample	category	subcategory	var_type	count	percentage
NA18948	total	all_variants	all	5389135	100.0
NA18948	variant_type	DEL	DEL	534280	9.914021452422329
NA18948	variant_type	INS	INS	502285	9.320326917028428
NA18948	variant_type	MNV	MNV	1888	0.035033451565047086
NA18948	variant_type	SNV	SNV	4350682	80.73061817898419
NA18948	ti_tv	transitions	SNV	2729832	1.6841977974519542
NA18948	ti_tv	transversions	SNV	1620850	1.6841977974519542
NA18948	zygosity	HET	all	3549141	65.85734074206714
NA18948	zygosity	HOM_ALT	all	1839994	34.14265925793286
NA18948	zygosity	HET	DEL	372936	69.80160215617279
NA18948	zygosity	HOM_ALT	DEL	161344	30.19839784382721
NA18948	zygosity	HET	INS	348556	69.39406910419383
NA18948	zygosity	HOM_ALT	INS	153729	30.605930895806168
NA18948	zygosity	HET	MNV	1888	100.0
NA18948	zygosity	HET	SNV	2825761	64.94984004806604
NA18948	zygosity	HOM_ALT	SNV	1524921	35.05015995193397
NA18948	haplotype	both	all	1839994	34.14265925793286
NA18948	haplotype	haplotype1	all	1649302	30.604206426448773
NA18948	haplotype	haplotype2	all	1899839	35.25313431561837
NA18948	haplotype	both	DEL	161344	30.19839784382721
NA18948	haplotype	haplotype1	DEL	179200	33.540465673429665
NA18948	haplotype	haplotype2	DEL	193736	36.261136482743126
NA18948	haplotype	both	INS	153729	30.605930895806168
NA18948	haplotype	haplotype1	INS	167766	33.400559443343916
NA18948	haplotype	haplotype2	INS	180790	35.99350966084992
NA18948	haplotype	haplotype1	MNV	973	51.53601694915254
NA18948	haplotype	haplotype2	MNV	915	48.46398305084746
NA18948	haplotype	both	SNV	1524921	35.05015995193397
NA18948	haplotype	haplotype1	SNV	1301363	29.911701199949803
NA18948	haplotype	haplotype2	SNV	1524398	35.038138848116226
NA18948	phasing	phased	all	5389135	100.0
NA18948	phasing	phased	DEL	534280	100.0
NA18948	phasing	phased	INS	502285	100.0
NA18948	phasing	phased	MNV	1888	100.0
NA18948	phasing	phased	SNV	4350682	100.0
NA18948	allelic	biallelic	all	5063566	93.95878930477711
NA18948	allelic	multiallelic	all	325569	6.041210695222889
NA18948	allelic	biallelic	DEL	433035	81.05019839784383
NA18948	allelic	multiallelic	DEL	101245	18.94980160215617
NA18948	allelic	biallelic	INS	411328	81.89135650079137
NA18948	allelic	multiallelic	INS	90957	18.108643499208615
NA18948	allelic	multiallelic	MNV	1888	100.0
NA18948	allelic	biallelic	SNV	4219203	96.97796805190542
NA18948	allelic	multiallelic	SNV	131479	3.0220319480945745
NA18948	filter	PASS	all	4937325	91.61627979258267
NA18948	filter	GAP1	all	320644	5.949823116325718
NA18948	filter	GAP2	all	103211	1.9151682041737683
NA18948	filter	HET1	all	7110	0.13193211897642199
NA18948	filter	HET2	all	20845	0.38679676794142287
NA18948	indel_size	11-20bp	all	62337	1.1567162448147987
NA18948	indel_size	1bp	all	445365	8.264127731073726
NA18948	indel_size	2-5bp	all	368417	6.836291909555059
NA18948	indel_size	21-50bp	all	33128	0.6147183175036439
NA18948	indel_size	6-10bp	all	96611	1.7926995705247688
NA18948	indel_size	>50bp	all	30707	0.569794595978761
NA18948	indel_size	11-20bp	DEL	31511	5.8978438272067075
NA18948	indel_size	1bp	DEL	231866	43.39784382720671
NA18948	indel_size	2-5bp	DEL	190007	35.5631878415812
NA18948	indel_size	21-50bp	DEL	16526	3.09313468593247
NA18948	indel_size	6-10bp	DEL	48500	9.077637193980683
NA18948	indel_size	>50bp	DEL	15870	2.970352624092236
NA18948	indel_size	11-20bp	INS	30826	6.137153209831072
NA18948	indel_size	1bp	INS	213499	42.50554963815364
NA18948	indel_size	2-5bp	INS	178410	35.51967508486218
NA18948	indel_size	21-50bp	INS	16602	3.305294802751426
NA18948	indel_size	6-10bp	INS	48111	9.578426590481499
NA18948	indel_size	>50bp	INS	14837	2.953900673920185
NA18948	chromosome	chr1	all	380680	7.063842342045616
NA18948	chromosome	chr2	all	384025	7.125911672281358
NA18948	chromosome	chr3	all	332491	6.169654313725672
NA18948	chromosome	chr4	all	333594	6.190121420227921
NA18948	chromosome	chr5	all	297224	5.515245025407602
NA18948	chromosome	chr6	all	334099	6.199492126287429
NA18948	chromosome	chr7	all	307535	5.706574431703789
NA18948	chromosome	chr8	all	261020	4.843448902282091
NA18948	chromosome	chr9	all	231360	4.293082285004922
NA18948	chromosome	chrX	all	136202	2.5273443697365163
NA18948	chromosome	chr10	all	236812	4.394248798740429
NA18948	chromosome	chr11	all	310387	5.759495726123023
NA18948	chromosome	chr12	all	224961	4.174343377926142
NA18948	chromosome	chr13	all	182461	3.385719600640919
NA18948	chromosome	chr14	all	202601	3.759434491806199
NA18948	chromosome	chr15	all	211113	3.9173819175062414
NA18948	chromosome	chr16	all	182155	3.3800415094444656
NA18948	chromosome	chr17	all	165010	3.061901399760815
NA18948	chromosome	chr18	all	145593	2.7016023907361757
NA18948	chromosome	chr19	all	136853	2.5394242304191676
NA18948	chromosome	chr20	all	145522	2.7002849251317698
NA18948	chromosome	chr21	all	88940	1.6503576176881818
NA18948	chromosome	chr22	all	158497	2.9410471253735526
NA18948	chromosome	chr1	DEL	41195	7.710376581567717
NA18948	chromosome	chr2	DEL	41156	7.703077038257093
NA18948	chromosome	chr3	DEL	32911	6.159878715280377
NA18948	chromosome	chr4	DEL	33084	6.192258740735195
NA18948	chromosome	chr5	DEL	30622	5.7314516732799285
NA18948	chromosome	chr6	DEL	32175	6.022123231264506
NA18948	chromosome	chr7	DEL	30976	5.797709066407127
NA18948	chromosome	chr8	DEL	24788	4.639514861121509
NA18948	chromosome	chr9	DEL	24609	4.606011829003519
NA18948	chromosome	chrX	DEL	13450	2.5174066032791798
NA18948	chromosome	chr10	DEL	25601	4.791682263981433
NA18948	chromosome	chr11	DEL	24256	4.5399416036535145
NA18948	chromosome	chr12	DEL	25036	4.685932469865988
NA18948	chromosome	chr13	DEL	19020	3.559931122257992
NA18948	chromosome	chr14	DEL	18406	3.4450101070599684
NA18948	chromosome	chr15	DEL	19574	3.663622070824287
NA18948	chromosome	chr16	DEL	17544	3.2836714831174665
NA18948	chromosome	chr17	DEL	17606	3.295275885303586
NA18948	chromosome	chr18	DEL	14043	2.6283970951560978
NA18948	chromosome	chr19	DEL	15758	2.949389833046343
NA18948	chromosome	chr20	DEL	12363	2.3139552294676946
NA18948	chromosome	chr21	DEL	8843	1.6551246537396123
NA18948	chromosome	chr22	DEL	11264	2.1082578423298646
NA18948	chromosome	chr1	INS	39035	7.771484316672805
NA18948	chromosome	chr2	INS	38978	7.760136177668057
NA18948	chromosome	chr3	INS	31034	6.178563962690505
NA18948	chromosome	chr4	INS	31412	6.253820042406204
NA18948	chromosome	chr5	INS	29143	5.80208447395403
NA18948	chromosome	chr6	INS	30585	6.089172481758364
NA18948	chromosome	chr7	INS	29160	5.805469006639656
NA18948	chromosome	chr8	INS	23274	4.633624336780912
NA18948	chromosome	chr9	INS	23273	4.6334252466229335
NA18948	chromosome	chrX	INS	12669	2.5222732114237933
NA18948	chromosome	chr10	INS	24192	4.816389101804752
NA18948	chromosome	chr11	INS	22828	4.544830126322705
NA18948	chromosome	chr12	INS	23707	4.719830375185403
NA18948	chromosome	chr13	INS	18152	3.613884547617389
NA18948	chromosome	chr14	INS	17242	3.4327125038573723
NA18948	chromosome	chr15	INS	18057	3.5949709826094747
NA18948	chromosome	chr16	INS	16286	3.242382312830365
NA18948	chromosome	chr17	INS	16416	3.268264033367511
NA18948	chromosome	chr18	INS	12927	2.573638472182128
NA18948	chromosome	chr19	INS	14345	2.8559483161949886
NA18948	chromosome	chr20	INS	11119	2.213683466557831
NA18948	chromosome	chr21	INS	8280	1.6484665080581742
NA18948	chromosome	chr22	INS	10171	2.0249459967946484
NA18948	chromosome	chr1	SNV	300297	6.902297157089395
