sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
NA18948	NA18948#1#CM101596.1	chr1	252300762	100	248387328	252300762	1	100	100.0	100	100	0.0	scaffold
NA18948	NA18948#1#CM101603.1	chr10	135405664	0	134758134	135405664	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101604.1	chr11	134063026	100	135127769	134063026	1	100	100.0	100	100	0.01	scaffold
NA18948	NA18948#1#CM101605.1	chr12	133374144	0	133324548	133374144	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101606.1	chr16	86554746	0	96330374	86554746	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101607.1	chr17	83930401	200	84276897	83930401	2	200	100.0	100	100	0.02	scaffold
NA18948	NA18948#1#CM101608.1	chr18	77503965	0	80542538	77503965	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101609.1	chr19	62179095	0	61707364	62179095	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101597.1	chr2	242262919	200	242696752	242262919	2	200	100.0	100	100	0.01	scaffold
NA18948	NA18948#1#CM101610.1	chr20	66144089	0	66210255	66144089	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101598.1	chr4	192731578	0	193574945	192731578	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101600.1	chr6	170480782	0	172126628	170480782	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#1#CM101601.1	chr7	158308838	200	160567428	158308838	2	200	100.0	100	100	0.01	scaffold
NA18948	NA18948#1#CM101602.1	chr8	146198965	0	146259331	146198965	0	0	0.0	0	0	0.0	contig
