sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
NA18948	NA18948#2#CM101591.1	chr12	133487321	0	133324548	133487321	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#2#CM101592.1	chr16	89133623	0	96330374	89133623	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#2#CM101593.1	chr17	83729358	200	84276897	83729358	2	200	100.0	100	100	0.02	scaffold
NA18948	NA18948#2#CM101594.1	chr18	79885400	0	80542538	79885400	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#2#CM101586.1	chr2	242239441	100	242696752	242239441	1	100	100.0	100	100	0.0	scaffold
NA18948	NA18948#2#CM101595.1	chr20	66311552	0	66210255	66311552	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#2#CM101587.1	chr4	193164660	100	193574945	193164660	1	100	100.0	100	100	0.01	scaffold
NA18948	NA18948#2#CM101588.1	chr6	172350694	0	172126628	172350694	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#2#CM101589.1	chr7	161713206	0	160567428	161713206	0	0	0.0	0	0	0.0	contig
NA18948	NA18948#2#CM101590.1	chr8	145598113	200	146259331	145598113	2	200	100.0	100	100	0.01	scaffold
