contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000881	48063	unassigned	chr14	48030	48030	1	satellite
unassigned-0000882	80016	unassigned	chr13	71273	71273	1	satellite
unassigned-0000841	31751	unassigned	chr13	31700	31700	1	satellite
unassigned-0000800	115151	unassigned	chr21	120876	120876	1	satellite
unassigned-0000843	82696	unassigned	chr13	81106	81106	1	satellite
unassigned-0000885	27596	unassigned	chr9	27585	27585	1	satellite
unassigned-0000570	129036	unassigned	chr16	129013	0	0	non_satellite
unassigned-0000530	151968	unassigned	chr22	733926	122321	0.166667	non_satellite
unassigned-0000886	139367	unassigned	chr21	26889	26889	1	satellite
unassigned-0000571	29333	unassigned	chr16	29196	0	0	non_satellite
unassigned-0000531	240151	unassigned	chr8	253702	0	0	non_satellite
unassigned-0000572	367066	unassigned	chr22	12697909	668311	0.0526316	non_satellite
unassigned-0000846	54357	unassigned	chr13	54310	54310	1	satellite
unassigned-0000805	90348	unassigned	chr13	84643	84643	1	satellite
unassigned-0000532	138268	unassigned	chr9	75649	75649	1	satellite
unassigned-0000573	94561	unassigned	chr16	94472	0	0	non_satellite
unassigned-0000806	127661	unassigned	chr13	122494	122494	1	satellite
unassigned-0000533	147528	unassigned	chr9	118815	118815	1	satellite
unassigned-0000574	29759	unassigned	chr16	29667	0	0	non_satellite
unassigned-0000807	53187	unassigned	chr13	53145	53145	1	satellite
unassigned-0000534	191754	unassigned	chr9	77914	77914	1	satellite
unassigned-0000260	92260	unassigned	chr17	92230	92230	1	satellite
unassigned-0000575	43874	unassigned	chr16	43808	0	0	non_satellite
unassigned-0000808	44967	unassigned	chr13	44907	44907	1	satellite
unassigned-0000535	61497	unassigned	chr21	27378	27378	1	satellite
unassigned-0000261	50950	unassigned	chr1	153345	51115	0.333333	non_satellite
unassigned-0000576	154482	unassigned	chr16	149217	0	0	non_satellite
unassigned-0000809	135463	unassigned	chr13	122027	122027	1	satellite
unassigned-0000262	50209	unassigned	chr3	50200	0	0	non_satellite
unassigned-0000536	64153	unassigned	chr21	35316	35316	1	satellite
unassigned-0000577	36588	unassigned	chr16	36562	0	0	non_satellite
unassigned-0000537	45172	unassigned	chr21	58468	58468	1	satellite
unassigned-0000578	37869	unassigned	chr21	75724	37862	0.5	satellite
unassigned-0000538	54341	unassigned	chr21	23892	23892	1	satellite
unassigned-0000579	65890	unassigned	chr16	65908	0	0	non_satellite
unassigned-0000539	61518	unassigned	chr22	75966	75966	1	satellite
unassigned-0000265	89359	unassigned	chr21	89298	89298	1	satellite
unassigned-0000266	38089	unassigned	chrY	38053	38053	1	satellite
unassigned-0000267	45047	unassigned	chrY	45039	45039	1	satellite
unassigned-0000268	143382	unassigned	chrY	143402	143402	1	satellite
unassigned-0000269	82861	unassigned	chrY	82830	82830	1	satellite
haplotype1-0000072	41938	haplotype1	chr21	23690	23690	1	satellite
unassigned-0001220	78024	unassigned	chr21	88871	88871	1	satellite
haplotype1-0000073	310847	haplotype1	chr13	23702	23702	1	satellite
unassigned-0001262	54110	unassigned	chr17	54099	0	0	non_satellite
unassigned-0001221	340112	unassigned	chr21	132298	132298	1	satellite
haplotype1-0000033	2616719	haplotype1	chr22	24579085	2146209	0.0873185	non_satellite
unassigned-0001263	28586	unassigned	chr18	28597	0	0	non_satellite
unassigned-0001222	85771	unassigned	chr13	47608	47608	1	satellite
haplotype1-0000075	231451	haplotype1	chr13	26609	26609	1	satellite
unassigned-0001264	35175	unassigned	chr18	35174	35174	1	satellite
unassigned-0001223	91908	unassigned	chr15	77855	77855	1	satellite
