sample	category	subcategory	var_type	count	percentage
HG00639	total	all_variants	all	5673318	100.0
HG00639	variant_type	DEL	DEL	557587	9.828234553395385
HG00639	variant_type	INS	INS	535420	9.43751081818435
HG00639	variant_type	MNV	MNV	2150	0.03789669466791743
HG00639	variant_type	SNV	SNV	4578161	80.69635793375235
HG00639	ti_tv	transitions	SNV	2870320	1.6806716784525022
HG00639	ti_tv	transversions	SNV	1707841	1.6806716784525022
HG00639	zygosity	HET	all	4129040	72.77998518679898
HG00639	zygosity	HOM_ALT	all	1544278	27.220014813201022
HG00639	zygosity	HET	DEL	429583	77.0432237480429
HG00639	zygosity	HOM_ALT	DEL	128004	22.956776251957095
HG00639	zygosity	HET	INS	412865	77.11049269732173
HG00639	zygosity	HOM_ALT	INS	122555	22.889507302678272
HG00639	zygosity	HET	MNV	2150	100.0
HG00639	zygosity	HET	SNV	3284442	71.74151367765353
HG00639	zygosity	HOM_ALT	SNV	1293719	28.25848632234646
HG00639	haplotype	both	all	1544278	27.220014813201022
HG00639	haplotype	haplotype1	all	2011842	35.461470694926675
HG00639	haplotype	haplotype2	all	2117198	37.31851449187231
HG00639	haplotype	both	DEL	128004	22.956776251957095
HG00639	haplotype	haplotype1	DEL	212387	38.09037872116818
HG00639	haplotype	haplotype2	DEL	217196	38.952845026874726
HG00639	haplotype	both	INS	122555	22.889507302678272
HG00639	haplotype	haplotype1	INS	203950	38.091591647678456
HG00639	haplotype	haplotype2	INS	208915	39.018901049643276
HG00639	haplotype	haplotype1	MNV	1092	50.7906976744186
HG00639	haplotype	haplotype2	MNV	1058	49.2093023255814
HG00639	haplotype	both	SNV	1293719	28.25848632234646
HG00639	haplotype	haplotype1	SNV	1594413	34.82649474319492
HG00639	haplotype	haplotype2	SNV	1690029	36.915018934458615
HG00639	phasing	phased	all	5673318	100.0
HG00639	phasing	phased	DEL	557587	100.0
HG00639	phasing	phased	INS	535420	100.0
HG00639	phasing	phased	MNV	2150	100.0
HG00639	phasing	phased	SNV	4578161	100.0
HG00639	allelic	biallelic	all	5294045	93.3147939177744
HG00639	allelic	multiallelic	all	379273	6.685206082225605
HG00639	allelic	biallelic	DEL	441339	79.15159428035446
HG00639	allelic	multiallelic	DEL	116248	20.848405719645545
HG00639	allelic	biallelic	INS	430520	80.40790407530537
HG00639	allelic	multiallelic	INS	104900	19.592095924694632
HG00639	allelic	multiallelic	MNV	2150	100.0
HG00639	allelic	biallelic	SNV	4422186	96.59306433303678
HG00639	allelic	multiallelic	SNV	155975	3.406935666963219
HG00639	filter	PASS	all	5316382	93.70851413581964
HG00639	filter	GAP1	all	173575	3.0594971055738456
HG00639	filter	GAP2	all	146994	2.5909705748910956
HG00639	filter	HET1	all	25482	0.44915515047808
HG00639	filter	HET2	all	10885	0.19186303323734014
HG00639	indel_size	11-20bp	all	68036	1.1992276829890374
HG00639	indel_size	1bp	all	461397	8.132754060322373
HG00639	indel_size	2-5bp	all	392483	6.918050424813134
HG00639	indel_size	21-50bp	all	35032	0.6174869802820854
HG00639	indel_size	6-10bp	all	103875	1.8309391435488016
HG00639	indel_size	>50bp	all	32184	0.5672870796243046
HG00639	indel_size	11-20bp	DEL	34798	6.240819818252578
HG00639	indel_size	1bp	DEL	233725	41.917225473334206
HG00639	indel_size	2-5bp	DEL	201726	36.17839009876486
HG00639	indel_size	21-50bp	DEL	17872	3.2052397204382452
HG00639	indel_size	6-10bp	DEL	52935	9.493585754330715
HG00639	indel_size	>50bp	DEL	16531	2.9647391348794
HG00639	indel_size	11-20bp	INS	33238	6.207836838369878
HG00639	indel_size	1bp	INS	227672	42.52213215793209
HG00639	indel_size	2-5bp	INS	190757	35.62754473123903
HG00639	indel_size	21-50bp	INS	17160	3.204960591685032
