#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	58492	248384152	260577
syndip	chr2	0	3349	242693993	261397
syndip	chr3	0	2589	201088840	245996
syndip	chr4	0	20155	193572658	229693
syndip	chr5	0	2180	182043976	216740
syndip	chr6	0	2950	172123534	208110
syndip	chr7	0	4284	160565371	208357
syndip	chrX	0	866	154257333	148884
syndip	chr9	0	4979	150615036	173402
syndip	chr8	0	8248	146257308	170728
syndip	chr11	0	1498	135125229	193525
syndip	chr10	0	3785	134666666	163440
syndip	chr12	0	1894	133321436	146500
syndip	chr13	0	5073969	113563547	124478
syndip	chr14	0	5718	101161155	159059
syndip	chr15	0	6091	99750746	173080
syndip	chr16	0	2326	96323045	134624
syndip	chr17	0	46727	84272854	127537
syndip	chr18	0	164002	80539287	101581
syndip	chr20	0	2716	66207802	105489
syndip	chr19	0	2197	61626101	94889
syndip	chr22	0	226877	51321978	115640
syndip	chr21	0	3033	45085507	87464
