sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG00639	HG00639#2#CM088551.1	chr1	254770970	0	248387328	254770970	0	0	0.0	0	0	0.0	contig
HG00639	HG00639#2#CM088558.1	chr10	134520068	790	134758134	134520068	1	790	790.0	790	790	0.01	scaffold
HG00639	HG00639#2#CM088559.1	chr11	134204888	0	135127769	134204888	0	0	0.0	0	0	0.0	contig
HG00639	HG00639#2#CM088560.1	chr12	133479696	0	133324548	133479696	0	0	0.0	0	0	0.0	contig
HG00639	HG00639#2#CM088561.1	chr16	90384665	0	96330374	90384665	0	0	0.0	0	0	0.0	contig
HG00639	HG00639#2#CM088562.1	chr18	78141283	0	80542538	78141283	0	0	0.0	0	0	0.0	contig
HG00639	HG00639#2#CM088563.1	chr20	67467710	100	66210255	67467710	1	100	100.0	100	100	0.01	scaffold
HG00639	HG00639#2#CM088552.1	chr3	202821403	21568	201105948	202821403	4	21568	5392.0	21268	100	0.02	scaffold
HG00639	HG00639#2#CM088553.1	chr4	190505979	100	193574945	190505979	1	100	100.0	100	100	0.01	scaffold
HG00639	HG00639#2#CM088554.1	chr5	184343747	0	182045439	184343747	0	0	0.0	0	0	0.0	contig
HG00639	HG00639#2#CM088555.1	chr6	171560883	100	172126628	171560883	1	100	100.0	100	100	0.01	scaffold
HG00639	HG00639#2#CM088556.1	chr7	160112428	0	160567428	160112428	0	0	0.0	0	0	0.0	contig
HG00639	HG00639#2#CM088557.1	chr8	145941412	24645	146259331	145941412	1	24645	24645.0	24645	24645	0.01	scaffold
