contig	color	chromosome
haplotype1-0000001	#D57533	chr13
haplotype1-0000002	#338CC2	chr19
haplotype1-0000003	#E6B847	chr15
haplotype1-0000004	#E6AB23	chr8
haplotype1-0000005	#5699E9	chr9
haplotype1-0000006	#8C564B	chrY
haplotype1-0000007	#D57533	chr13
haplotype1-0000008	#808080	chr21
haplotype1-0000009	#567DE9	chr16
haplotype1-0000010	#D55E00	chr6
haplotype1-0000011	#8C564B	chrY
haplotype1-0000012	#E6B847	chr15
haplotype1-0000013	#808080	chr21
haplotype1-0000014	#808080	chr21
haplotype1-0000015	#CCA0BF	chr18
haplotype1-0000016	#808080	chr21
haplotype1-0000017	#0072B2	chr5
haplotype1-0000018	#D57533	chr13
haplotype1-0000019	#009E73	chr3
haplotype1-0000020	#E6B847	chr15
haplotype1-0000021	#CC79A7	chr4
haplotype1-0000022	#CC8DB3	chr11
haplotype1-0000023	#8C564B	chrY
haplotype1-0000024	#737373	chr14
haplotype1-0000025	#00A880	chr10
haplotype1-0000026	#666666	chr7
haplotype1-0000027	#56B4E9	chr2
haplotype1-0000028	#E69F00	chr1
haplotype1-0000029	#5699E9	chr9
haplotype1-0000030	#E6C47F	chr22
haplotype1-0000031	#D58C66	chr20
haplotype1-0000032	#00B28C	chr17
haplotype1-0000033	#E6C47F	chr22
haplotype1-0000034	#1A7FBA	chr12
haplotype1-0000035	#E6AB23	chr8
haplotype1-0000036	#E6AB23	chr8
haplotype1-0000037	#E6AB23	chr8
haplotype1-0000038	#8C564B	chrY
haplotype1-0000039	#8C564B	chrY
haplotype1-0000040	#E6B847	chr15
haplotype1-0000041	#666666	chr7
haplotype1-0000042	#808080	chr21
haplotype1-0000043	#808080	chr21
haplotype1-0000044	#E6C47F	chr22
haplotype1-0000045	#808080	chr21
haplotype1-0000046	#808080	chr21
haplotype1-0000047	#808080	chr21
haplotype1-0000048	#808080	chr21
haplotype1-0000049	#808080	chr21
haplotype1-0000050	#808080	chr21
haplotype1-0000051	#D57533	chr13
haplotype1-0000052	#D57533	chr13
haplotype1-0000053	#D57533	chr13
haplotype1-0000054	#E6C47F	chr22
haplotype1-0000055	#E6C47F	chr22
haplotype1-0000056	#8C564B	chrY
haplotype1-0000057	#5699E9	chr9
haplotype1-0000058	#E6C47F	chr22
haplotype1-0000059	#808080	chr21
haplotype1-0000060	#E6C47F	chr22
haplotype1-0000061	#56B4E9	chr2
haplotype1-0000062	#666666	chr7
haplotype1-0000063	#666666	chr7
haplotype1-0000064	#666666	chr7
haplotype1-0000065	#666666	chr7
haplotype1-0000066	#8C564B	chrY
haplotype1-0000067	#D57533	chr13
haplotype1-0000068	#D57533	chr13
haplotype1-0000069	#E6C47F	chr22
haplotype1-0000070	#808080	chr21
haplotype1-0000071	#808080	chr21
haplotype1-0000072	#808080	chr21
haplotype1-0000073	#D57533	chr13
haplotype1-0000074	#D57533	chr13
haplotype1-0000075	#D57533	chr13
haplotype1-0000076	#808080	chr21
haplotype1-0000077	#808080	chr21
haplotype1-0000078	#808080	chr21
haplotype1-0000079	#808080	chr21
haplotype1-0000080	#808080	chr21
haplotype1-0000081	#737373	chr14
haplotype1-0000082	#808080	chr21
haplotype1-0000083	#D57533	chr13
haplotype1-0000084	#E69F00	chr1
haplotype1-0000085	#E69F00	chr1
haplotype1-0000086	#E6B847	chr15
haplotype1-0000087	#E6B847	chr15
haplotype1-0000088	#808080	chr21
haplotype1-0000089	#808080	chr21
haplotype1-0000090	#808080	chr21
haplotype1-0000091	#808080	chr21
haplotype1-0000092	#808080	chr21
haplotype1-0000093	#1A7FBA	chr12
haplotype1-0000094	#8C564B	chrY
haplotype1-0000095	#1A7FBA	chr12
haplotype2-0000096	#338CC2	chr19
haplotype2-0000097	#009E73	chr3
haplotype2-0000098	#E6AB23	chr8
haplotype2-0000099	#5699E9	chr9
haplotype2-0000100	#56B4E9	chr2
haplotype2-0000101	#5699E9	chr9
haplotype2-0000102	#E6B847	chr15
haplotype2-0000103	#E69F00	chr1
haplotype2-0000104	#00A880	chr10
haplotype2-0000105	#CCA0BF	chr18
haplotype2-0000106	#D55E00	chr6
haplotype2-0000107	#8C564B	chrY
haplotype2-0000108	#1A7FBA	chr12
haplotype2-0000109	#D57533	chr13
haplotype2-0000110	#0072B2	chr5
haplotype2-0000111	#E6B847	chr15
haplotype2-0000112	#CC79A7	chr4
haplotype2-0000113	#567DE9	chr16
haplotype2-0000114	#E6C47F	chr22
haplotype2-0000115	#CC8DB3	chr11
haplotype2-0000116	#737373	chr14
haplotype2-0000117	#666666	chr7
haplotype2-0000118	#9467BD	chrX
haplotype2-0000119	#D58C66	chr20
haplotype2-0000120	#808080	chr21
haplotype2-0000121	#00B28C	chr17
haplotype2-0000122	#E69F00	chr1
haplotype2-0000123	#E69F00	chr1
haplotype2-0000124	#9467BD	chrX
haplotype2-0000125	#1A7FBA	chr12
haplotype2-0000126	#9467BD	chrX
haplotype2-0000127	#5699E9	chr9
haplotype2-0000128	#E69F00	chr1
haplotype2-0000129	#D55E00	chr6
haplotype2-0000130	#567DE9	chr16
haplotype2-0000131	#567DE9	chr16
haplotype2-0000132	#567DE9	chr16
haplotype2-0000133	#D55E00	chr6
haplotype2-0000134	#5699E9	chr9
haplotype2-0000135	#5699E9	chr9
haplotype2-0000136	#5699E9	chr9
haplotype2-0000137	#5699E9	chr9
haplotype2-0000138	#5699E9	chr9
haplotype2-0000139	#5699E9	chr9
haplotype2-0000140	#5699E9	chr9
haplotype2-0000141	#5699E9	chr9
haplotype2-0000142	#5699E9	chr9
haplotype2-0000143	#5699E9	chr9
haplotype2-0000144	#E6B847	chr15
haplotype2-0000145	#E69F00	chr1
haplotype2-0000146	#E69F00	chr1
haplotype2-0000147	#5699E9	chr9
haplotype2-0000148	#5699E9	chr9
haplotype2-0000149	#5699E9	chr9
haplotype2-0000150	#5699E9	chr9
haplotype2-0000151	#5699E9	chr9
haplotype2-0000152	#5699E9	chr9
haplotype2-0000153	#5699E9	chr9
haplotype2-0000154	#5699E9	chr9
haplotype2-0000155	#5699E9	chr9
haplotype2-0000156	#5699E9	chr9
haplotype2-0000157	#5699E9	chr9
haplotype2-0000158	#5699E9	chr9
haplotype2-0000159	#5699E9	chr9
haplotype2-0000160	#5699E9	chr9
haplotype2-0000161	#5699E9	chr9
haplotype2-0000162	#5699E9	chr9
haplotype2-0000163	#5699E9	chr9
haplotype2-0000164	#5699E9	chr9
haplotype2-0000165	#5699E9	chr9
haplotype2-0000166	#5699E9	chr9
haplotype2-0000167	#5699E9	chr9
haplotype2-0000168	#5699E9	chr9
haplotype2-0000169	#5699E9	chr9
haplotype2-0000170	#5699E9	chr9
haplotype2-0000171	#E6C47F	chr22
haplotype2-0000172	#5699E9	chr9
haplotype2-0000173	#5699E9	chr9
haplotype2-0000174	#5699E9	chr9
haplotype2-0000175	#5699E9	chr9
haplotype2-0000176	#5699E9	chr9
haplotype2-0000177	#5699E9	chr9
haplotype2-0000178	#5699E9	chr9
haplotype2-0000179	#5699E9	chr9
haplotype2-0000180	#E6C47F	chr22
haplotype2-0000181	#009E73	chr3
haplotype2-0000182	#5699E9	chr9
haplotype2-0000183	#00B28C	chr17
haplotype2-0000184	#D57533	chr13
haplotype2-0000185	#5699E9	chr9
haplotype2-0000186	#5699E9	chr9
haplotype2-0000187	#5699E9	chr9
haplotype2-0000188	#5699E9	chr9
haplotype2-0000189	#5699E9	chr9
haplotype2-0000190	#666666	chr7
haplotype2-0000191	#666666	chr7
haplotype2-0000192	#338CC2	chr19
haplotype2-0000193	#9467BD	chrX
haplotype2-0000194	#9467BD	chrX
haplotype2-0000195	#5699E9	chr9
haplotype2-0000196	#5699E9	chr9
haplotype2-0000197	#5699E9	chr9
haplotype2-0000198	#5699E9	chr9
haplotype2-0000199	#5699E9	chr9
haplotype2-0000200	#5699E9	chr9
haplotype2-0000201	#9467BD	chrX
haplotype2-0000202	#9467BD	chrX
haplotype2-0000203	#737373	chr14
haplotype2-0000204	#9467BD	chrX
haplotype2-0000205	#00B28C	chr17
haplotype2-0000206	#5699E9	chr9
haplotype2-0000207	#5699E9	chr9
haplotype2-0000208	#666666	chr7
haplotype2-0000209	#666666	chr7
haplotype2-0000210	#E69F00	chr1
haplotype2-0000211	#5699E9	chr9
haplotype2-0000212	#5699E9	chr9
haplotype2-0000213	#5699E9	chr9
haplotype2-0000214	#338CC2	chr19
haplotype2-0000215	#5699E9	chr9
haplotype2-0000216	#00B28C	chr17
haplotype2-0000217	#E69F00	chr1
haplotype2-0000218	#737373	chr14
haplotype2-0000219	#9467BD	chrX
haplotype2-0000220	#9467BD	chrX
haplotype2-0000221	#9467BD	chrX
haplotype2-0000222	#9467BD	chrX
haplotype2-0000223	#5699E9	chr9
haplotype2-0000224	#00B28C	chr17
haplotype2-0000225	#9467BD	chrX
haplotype2-0000226	#D57533	chr13
haplotype2-0000227	#00B28C	chr17
haplotype2-0000228	#666666	chr7
haplotype2-0000229	#666666	chr7
haplotype2-0000230	#666666	chr7
haplotype2-0000231	#5699E9	chr9
haplotype2-0000232	#5699E9	chr9
haplotype2-0000233	#737373	chr14
unassigned-0000234	#CC8DB3	chr11
unassigned-0000235	#E69F00	chr1
unassigned-0000236	#8C564B	chrY
unassigned-0000237	#CC79A7	chr4
unassigned-0000238	#009E73	chr3
unassigned-0000239	#E6B847	chr15
unassigned-0000240	#E6B847	chr15
unassigned-0000241	#567DE9	chr16
unassigned-0000242	#E6C47F	chr22
unassigned-0000243	#00B28C	chr17
unassigned-0000244	#567DE9	chr16
