#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	2848	248383471	233420
syndip	chr2	0	3413	242693993	226570
syndip	chr3	0	2851	201065931	202243
syndip	chr4	0	3392	193530438	211043
syndip	chr5	0	2125	182043943	179924
syndip	chr6	0	2950	172124000	177281
syndip	chr7	0	3375	160565371	182986
syndip	chrX	0	56980	154256656	132200
syndip	chr9	0	3559	150614258	158673
syndip	chr8	0	2059	146256735	162909
syndip	chr11	0	1479	135124968	174549
syndip	chr10	0	2536	134754097	146031
syndip	chr12	0	2913	133322489	140780
syndip	chr13	0	5125494	113563219	113196
syndip	chr14	0	6029	101159918	163419
syndip	chr15	0	6091	99749195	138277
syndip	chr16	0	3460	96328146	120383
syndip	chr17	0	2132	84274320	97778
syndip	chr18	0	163940	80539470	93663
syndip	chr20	0	2636	66206697	89900
syndip	chr19	0	2685	61703957	78268
syndip	chr22	0	4721	51321869	119491
syndip	chr21	0	3159	45086410	60702
