Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr1	11044370	11044544	Maternal	PTCHD2	Hernandez	20	0	0	0	0	0.73335	0.68464	Ignored:DidNotMeet_cpg_difference
chr1	21120031	21120143	Maternal	ECE1;LOC100506801	Hernandez	5	0	0	0	0	0.67939	0.56549	Ignored:DidNotMeet_cpg_difference
chr1	32329102	32329320	Maternal	ZBTB8B	Joshi	9	3	0	0.22583	0	0.65515	0.45608	Included
chr1	39384177	39384444	Maternal	BMP8A	Akbari	18	0	0	0	0	0.35541	0.22192	Ignored:DidNotMeet_cpg_difference
chr1	39427318	39428447	Maternal	PPIEL,PABPC4	Akbari,Court,Hernandez,Joshi,Zink	52	45	0	0.46292	0	0.93527	0.51771	Included
chr1	67924206	67929467	Maternal	DIRAS3,DIRAS3_Ex2,GNG12-AS1	Akbari,Court,Hernandez,Joshi,Zink	136	131	0	0.6955	0	0.90579	0.23219	Included
chr1	176387296	176387476	Maternal	ASTN1	Zink	15	0	0	0	0	0.82705	0.82381	Ignored:DidNotMeet_cpg_difference
chr1	227504793	227504903	Maternal	OBSCN	Joshi	8	0	0	0	0	0.95454	0.94488	Ignored:DidNotMeet_cpg_difference
chr10	13172944	13173273	Maternal	BTBD7P1	Akbari	27	0	0	0	0	0.73807	0.59082	Ignored:DidNotMeet_cpg_difference
chr10	27443798	27444893	Maternal	PTCHD3	Akbari,Hernandez	72	72	0	0.45319	0	0.85256	0.39937	Included
chr10	98458604	98458947	Maternal	ANKRD2	Akbari	19	0	0	0	0	0.83911	0.78465	Ignored:DidNotMeet_cpg_difference
chr10	120716003	120716796	Maternal	INPP5F	Akbari,Court,Hernandez	64	64	0	0.48922	0	0.97097	0.48176	Included
chr10	124869055	124869380	Maternal	YBX2P1	Akbari	32	32	0	0.29863	0	0.39106	0.09243	Included
chr11	2085259	2091234	Paternal	H19,H19/IGF2	Akbari,Court,Hernandez	250	243	0	0.8575	0	0.9588	0.1229	Included
chr11	2220004	2221535	Paternal	IGF2_DMR2,IGF2,INS-IGF2	Akbari,Court,Hernandez,Zink	68	63	0	0.49579	0	0.86675	0.40185	Included
chr11	2233014	2236942	Paternal	IGF2_DMR0,IGF2,IGF2-AS,INS-IGF2	Akbari,Court,Hernandez,Zink	100	95	0	0.55184	0	0.76378	0.22854	Included
chr11	2787890	2790647	Maternal	KvDMR1,KCNQ1,KCNQ1OT1	Akbari,Court,Hernandez,Zink	205	0	203	0	0.91339	0.06572	0.97199	Included
chr11	7147542	7148122	Maternal	RBMXL2	Akbari,Hernandez,Zink	55	0	55	0	0.33258	0.61834	0.95092	Included
chr11	132831291	132831483	Maternal	OPCML	Hernandez	10	0	0	0	0	0.7197	0.71603	Ignored:DidNotMeet_cpg_difference
chr11	133121414	133122305	Maternal	OPCML	Akbari	45	0	0	0	0	0.40244	0.5518	Ignored:DidNotMeet_cpg_difference
chr12	200351	201073	Maternal	SLC6A12,RP11-283I3.2	Zink	85	76	0	0.2853	0	0.40118	0.1311	Included
chr12	3845430	3845920	Paternal	PARP11	Akbari	69	0	56	0	0.24336	0.39327	0.61846	Included
chr12	6454803	6455271	Maternal	CD27,CD27-AS1,LOC678655	Hernandez	10	0	0	0	0	0.67938	0.72977	Ignored:DidNotMeet_cpg_difference
chr12	14651159	14651402	Maternal	H2AFJ	Hernandez	13	0	0	0	0	0.20306	0.11484	Ignored:DidNotMeet_cpg_difference
chr12	30992265	30994810	Maternal	AC024940.1	Akbari	138	132	0	0.38307	0	0.41176	0.03957	Included
chr12	30996914	30997274	Maternal	AC024940.1	Akbari	21	14	0	0.30361	0	0.95727	0.6949	Included
chr12	96198127	96198449	Paternal	ELK3	Hernandez	7	0	0	0	0	0.39266	0.36186	Ignored:DidNotMeet_cpg_difference
