sample	category	subcategory	sv_type	count	total_length	mean_length
NA20503	total	all_svs	all	57860	53858835	930.8474766678189
NA20503	sv_type	BND	BND	14	0	0.0
NA20503	sv_type	DEL	DEL	29266	26512127	905.9019681541721
NA20503	sv_type	DUP:TANDEM	DUP:TANDEM	25	21225	849.0
NA20503	sv_type	INS	INS	28521	27325483	958.0829213561937
NA20503	sv_type	INV	INV	34	0	0.0
NA20503	zygosity	ALT_HOM	all	10017	0	0
NA20503	zygosity	HET	all	47843	0	0
NA20503	zygosity	HET	BND	14	0	0
NA20503	zygosity	ALT_HOM	DEL	5191	0	0
NA20503	zygosity	HET	DEL	24075	0	0
NA20503	zygosity	ALT_HOM	DUP:TANDEM	1	0	0
NA20503	zygosity	HET	DUP:TANDEM	24	0	0
NA20503	zygosity	ALT_HOM	INS	4819	0	0
NA20503	zygosity	HET	INS	23702	0	0
NA20503	zygosity	ALT_HOM	INV	6	0	0
NA20503	zygosity	HET	INV	28	0	0
NA20503	size_class	large (500bp-5kb)	all	13489	0	0
NA20503	size_class	massive (>50kb)	all	146	0	0
NA20503	size_class	medium (50-500bp)	all	29664	0	0
NA20503	size_class	small (<50bp)	all	13150	0	0
NA20503	size_class	very_large (5kb-50kb)	all	1411	0	0
NA20503	size_class	small (<50bp)	BND	14	0	0
NA20503	size_class	large (500bp-5kb)	DEL	6900	0	0
NA20503	size_class	massive (>50kb)	DEL	61	0	0
NA20503	size_class	medium (50-500bp)	DEL	14989	0	0
NA20503	size_class	small (<50bp)	DEL	6556	0	0
NA20503	size_class	very_large (5kb-50kb)	DEL	760	0	0
NA20503	size_class	large (500bp-5kb)	DUP:TANDEM	16	0	0
NA20503	size_class	medium (50-500bp)	DUP:TANDEM	9	0	0
NA20503	size_class	large (500bp-5kb)	INS	6573	0	0
NA20503	size_class	massive (>50kb)	INS	85	0	0
NA20503	size_class	medium (50-500bp)	INS	14666	0	0
NA20503	size_class	small (<50bp)	INS	6546	0	0
NA20503	size_class	very_large (5kb-50kb)	INS	651	0	0
NA20503	size_class	small (<50bp)	INV	34	0	0
NA20503	haplotype	both	all	10017	0	0
NA20503	haplotype	haplotype1	all	23670	0	0
NA20503	haplotype	haplotype2	all	24173	0	0
NA20503	haplotype	haplotype1	BND	8	0	0
NA20503	haplotype	haplotype2	BND	6	0	0
NA20503	haplotype	both	DEL	5191	0	0
NA20503	haplotype	haplotype1	DEL	11800	0	0
NA20503	haplotype	haplotype2	DEL	12275	0	0
NA20503	haplotype	both	DUP:TANDEM	1	0	0
NA20503	haplotype	haplotype1	DUP:TANDEM	13	0	0
NA20503	haplotype	haplotype2	DUP:TANDEM	11	0	0
NA20503	haplotype	both	INS	4819	0	0
NA20503	haplotype	haplotype1	INS	11835	0	0
NA20503	haplotype	haplotype2	INS	11867	0	0
NA20503	haplotype	both	INV	6	0	0
NA20503	haplotype	haplotype1	INV	14	0	0
NA20503	haplotype	haplotype2	INV	14	0	0
NA20503	phasing	phased	all	57860	0	0
NA20503	chromosome	chr1	all	5040	0	0
NA20503	chromosome	chr2	all	3267	0	0
NA20503	chromosome	chr3	all	2409	0	0
NA20503	chromosome	chr4	all	2336	0	0
NA20503	chromosome	chr5	all	2504	0	0
NA20503	chromosome	chr6	all	2254	0	0
NA20503	chromosome	chr7	all	2765	0	0
NA20503	chromosome	chr8	all	2453	0	0
NA20503	chromosome	chr9	all	5925	0	0
NA20503	chromosome	chrX	all	1568	0	0
NA20503	chromosome	chrY	all	1	0	0
NA20503	chromosome	chr10	all	2729	0	0
NA20503	chromosome	chr11	all	1910	0	0
NA20503	chromosome	chr12	all	2231	0	0
NA20503	chromosome	chr13	all	2499	0	0
NA20503	chromosome	chr14	all	1870	0	0
NA20503	chromosome	chr15	all	2149	0	0
NA20503	chromosome	chr16	all	3032	0	0
NA20503	chromosome	chr17	all	1581	0	0
NA20503	chromosome	chr18	all	1949	0	0
NA20503	chromosome	chr19	all	1758	0	0
NA20503	chromosome	chr20	all	1888	0	0
NA20503	chromosome	chr21	all	1727	0	0
NA20503	chromosome	chr22	all	2015	0	0
NA20503	chromosome	chr1	DEL	2541	0	0
NA20503	chromosome	chr2	DEL	1638	0	0
NA20503	chromosome	chr3	DEL	1241	0	0
NA20503	chromosome	chr4	DEL	1055	0	0
NA20503	chromosome	chr5	DEL	1214	0	0
NA20503	chromosome	chr6	DEL	988	0	0
NA20503	chromosome	chr7	DEL	1456	0	0
NA20503	chromosome	chr8	DEL	1211	0	0
NA20503	chromosome	chr9	DEL	3049	0	0
NA20503	chromosome	chrX	DEL	792	0	0
NA20503	chromosome	chrY	DEL	1	0	0
NA20503	chromosome	chr10	DEL	1357	0	0
NA20503	chromosome	chr11	DEL	1005	0	0
NA20503	chromosome	chr12	DEL	1103	0	0
NA20503	chromosome	chr13	DEL	1323	0	0
NA20503	chromosome	chr14	DEL	970	0	0
NA20503	chromosome	chr15	DEL	1123	0	0
NA20503	chromosome	chr16	DEL	1567	0	0
