#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	116260	248364049	223881
syndip	chr2	0	4473	242694019	227537
syndip	chr3	0	2645	201088028	214364
syndip	chr4	0	6038	193527134	217877
syndip	chr5	0	2215	182043960	197165
syndip	chr6	0	6579	172123832	206890
syndip	chr7	0	3799	160564597	199444
syndip	chrX	0	64	154256235	128474
syndip	chr9	0	3476	150614863	150702
syndip	chr8	0	5956	146253982	165579
syndip	chr11	0	1803	135125232	187625
syndip	chr10	0	3605	134663356	149964
syndip	chr12	0	12199	133322148	144145
syndip	chr13	0	5074067	113563593	122020
syndip	chr14	0	6029	101158986	154124
syndip	chr15	0	3074	99750525	145907
syndip	chr16	0	3518	96327705	122852
syndip	chr17	0	2852	84272854	108120
syndip	chr18	0	164177	80517075	97649
syndip	chr20	0	2827	66206697	93757
syndip	chr19	0	2685	61602267	101682
syndip	chr22	0	2312624	51319279	90377
syndip	chr21	0	3033	45085536	70475
