contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
haplotype2-0000116	175585	haplotype2	chr10	175661	0	0	non_satellite
haplotype2-0000097	80623	haplotype2	chrX	76510	76510	1	satellite
haplotype2-0000117	72643	haplotype2	chr4	26112	0	0	non_satellite
unassigned-0000570	4429706	unassigned	chr14	11150377	1873426	0.168015	non_satellite
unassigned-0000571	191757	unassigned	chr13	570603	190201	0.333333	non_satellite
unassigned-0000574	3349052	unassigned	chr14	10464992	2290083	0.218833	non_satellite
unassigned-0000576	59120	unassigned	chr21	117830	58915	0.5	satellite
unassigned-0000135	63578	unassigned	chr17	190803	63601	0.333333	non_satellite
unassigned-0000136	147355	unassigned	chr17	589328	147332	0.25	non_satellite
unassigned-0000137	60755	unassigned	chr15	57999	57999	1	satellite
unassigned-0000578	46325	unassigned	chr14	92356	46178	0.5	satellite
unassigned-0000138	261090	unassigned	chr13	268295	268295	1	satellite
unassigned-0000579	192074	unassigned	chr13	712252	196582	0.276001	non_satellite
unassigned-0000632	62431	unassigned	chr20	62354	0	0	non_satellite
unassigned-0000173	214426	unassigned	chr20	209592	0	0	non_satellite
unassigned-0000424	245375	unassigned	chr14	3198299	246023	0.0769231	non_satellite
unassigned-0000190	150727	unassigned	chr13	1507120	150712	0.1	non_satellite
unassigned-0000191	112957	unassigned	chr18	112917	0	0	non_satellite
unassigned-0000192	111898	unassigned	chr19	107993	0	0	non_satellite
unassigned-0000193	42853	unassigned	chr1	42800	0	0	non_satellite
unassigned-0000656	62693	unassigned	chr13	62737	62737	1	satellite
unassigned-0000670	187017	unassigned	chr14	372762	186381	0.5	satellite
haplotype1-0000004	1064550	haplotype1	chr13	15640593	1006003	0.06432	non_satellite
unassigned-0000690	267766	unassigned	chr13	176840	107837	0.6098	satellite
unassigned-0000714	202780	unassigned	chr11	202770	0	0	non_satellite
haplotype1-0000025	46629	haplotype1	chr21	43950	43950	1	satellite
unassigned-0000716	251089	unassigned	chr14	219362	219362	1	satellite
unassigned-0000483	54433	unassigned	chr13	54429	54429	1	satellite
unassigned-0000271	155492	unassigned	chr17	155784	0	0	non_satellite
haplotype2-0000064	191066	haplotype2	chrX	188060	188060	1	satellite
haplotype2-0000065	69774	haplotype2	chr21	51114	51114	1	satellite
haplotype2-0000067	51675	haplotype2	chr15	154752	51584	0.333333	non_satellite
unassigned-0000291	39970	unassigned	chr21	36473	36473	1	satellite
haplotype2-0000068	90150	haplotype2	chr2	360056	90014	0.25	non_satellite
unassigned-0000529	35133	unassigned	chr5	35106	0	0	non_satellite
unassigned-0000542	119880	unassigned	chr14	351522	117174	0.333333	non_satellite
unassigned-0000330	144824	unassigned	chr14	144823	0	0	non_satellite
unassigned-0000548	38446	unassigned	chr4	38412	0	0	non_satellite
unassigned-0000561	46735	unassigned	chr13	92984	46492	0.5	satellite
unassigned-0000549	176762	unassigned	chr3	177049	0	0	non_satellite
unassigned-0000564	166672	unassigned	chr14	657596	164399	0.25	non_satellite
unassigned-0000565	4099591	unassigned	chr21	19622644	3067750	0.156337	non_satellite
unassigned-0000566	59973	unassigned	chr13	121232	60616	0.5	satellite
unassigned-0000580	2442308	unassigned	chr22	33538324	2768539	0.0825485	non_satellite
unassigned-0000581	66152	unassigned	chr14	130494	65247	0.5	satellite
unassigned-0000358	395593	unassigned	chr10	397794	187936	0.472446	non_satellite
unassigned-0000620	144167	unassigned	chr22	288728	144364	0.5	satellite
unassigned-0000588	351669	unassigned	chr14	4545515	349655	0.0769231	non_satellite
