chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	16219050	16219051	unassigned-0000193	42853	unassigned	left_end	chr1	16245734	16258384	CROCCP2	26684
chr1	16261849	16261850	unassigned-0000193	42853	unassigned	right_end	chr1	16259756	16274159	LOC124900386	0
chr10	116958289	116958290	unassigned-0000358	395593	unassigned	left_end	chr10	117322180	117372229	PNLIPRP3	363891
chr10	117170627	117170628	unassigned-0000358	395593	unassigned	right_end	chr10	117322180	117372229	PNLIPRP3	151553
chr10	134543955	134543956	haplotype2-0000116	175585	haplotype2	left_end	chr10	134526478	134527558	OR6L1P	16398
chr10	134719615	134719616	haplotype2-0000116	175585	haplotype2	right_end	chr10	134717887	134719412	DUX4L24	204
chr11	1960	1961	haplotype1-0000031	141501	haplotype1	left_end	chr11	3433	5924	DDX11L17	1473
chr11	1960	1961	haplotype1-0000032	404937	haplotype1	left_end	chr11	3433	5924	DDX11L17	1473
chr11	57455	57456	haplotype1-0000031	141501	haplotype1	right_end	chr11	54948	55818	OR4G11P	1638
chr11	57455	57456	haplotype1-0000032	404937	haplotype1	right_end	chr11	54948	55818	OR4G11P	1638
chr11	39858197	39858198	unassigned-0000714	202780	unassigned	left_end	chr11	39817002	40109738	LOC105376637	0
chr11	40060966	40060967	unassigned-0000714	202780	unassigned	right_end	chr11	39817002	40109738	LOC105376637	0
chr11	62476430	62476431	unassigned-0000493	38317	unassigned	left_end	chr11	62326728	62390861	ASRGL1	85570
chr11	62514719	62514720	unassigned-0000493	38317	unassigned	right_end	chr11	62326728	62390861	ASRGL1	123859
chr13	1	2	unassigned-0000701	2958418	unassigned	left_end	chr13	5228525	5291184	LOC105379566	5228524
chr13	301962	301963	unassigned-0000565	4099591	unassigned	left_end	chr13	5228525	5291184	LOC105379566	4926563
chr13	769526	769527	unassigned-0000570	4429706	unassigned	left_end	chr13	5228525	5291184	LOC105379566	4458999
chr13	1286529	1286530	unassigned-0000565	4099591	unassigned	right_end	chr13	5228525	5291184	LOC105379566	3941996
chr13	5073817	5073818	unassigned-0000574	3349052	unassigned	left_end	chr13	5228525	5291184	LOC105379566	154708
chr13	5342471	5342472	unassigned-0000688	3582459	unassigned	left_end	chr13	5329122	5329714	MTCO3P34	12758
chr13	5357863	5357864	unassigned-0000701	2958418	unassigned	right_end	chr13	5329122	5329714	MTCO3P34	28150
chr13	5574762	5574763	unassigned-0000690	267766	unassigned	left_end	chr13	5570704	5571821	LOC105379275	2942
