chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr10	81641775	81646877	N_region_windowed	7500	-	chr10	81276926	81306214	PRXL2A	335562
chr10	134378900	134444348	N_region_windowed	63396	-	chr10	134375590	134379547	SPRN	0
chr10	134378900	134444348	N_region_windowed	63396	-	chr10	134379491	134384787	LOC124902564	0
chr10	134378900	134444348	N_region_windowed	63396	-	chr10	134385299	134386197	OR6L2P	0
chr14	1941971	1947250	N_region_windowed	7500	-	chr14	1909636	1953351	LOC102724701	0
chr15	15440478	15441978	N_region_windowed	1500	-	chr15	15095266	15095422	RNA5-8SN2	345057
chr16	21429977	21437483	N_region_windowed	7500	+	chr16	21381722	21437007	SMG1P3	0
chr16	21429977	21437483	N_region_windowed	7500	+	chr16	21437036	21445226	LOC124903662	0
chr17	21849783	21857283	N_region_windowed	7500	+	chr17	21721567	21732291	LOC100996792	117493
chr2	11148634	11151900	N_region_windowed	7500	-	chr2	11212158	11378745	ROCK2	60259
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3112035	3125409	RNA45S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3115701	3117570	RNA18S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3118647	3118804	RNA5-8S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3119971	3125048	RNA28S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3156890	3170233	RNA45S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3160530	3162399	RNA18S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3163476	3163633	RNA5-8S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3164804	3169872	RNA28S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3201677	3215020	RNA45S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3205317	3207186	RNA18S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3208263	3208420	RNA5-8S4	0
chr21	3110869	3211233	N_region_windowed	100000	-	chr21	3209591	3214659	RNA28S4	0
chr21	11195011	11196511	N_region_windowed	1500	-	chr21	11382460	11462603	ANKRD30BP2	185950
chr21	44540846	44543151	N_region_windowed	1500	-	chr21	44540974	44566185	SPATC1L	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4797629	4810993	RNA45S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4801290	4803159	RNA18S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4804233	4804390	RNA5-8S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4805558	4810632	RNA28S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4841005	4854369	RNA45S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4844666	4846535	RNA18S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4847609	4847766	RNA5-8S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4848934	4854008	RNA28S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4884381	4897745	RNA45S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4888042	4889911	RNA18S5	0
chr22	4798405	4891104	N_region_windowed	100000	-	chr22	4890985	4891142	RNA5-8S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5534999	5548371	RNA45S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5538660	5540529	RNA18S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5541603	5541760	RNA5-8S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5542928	5548002	RNA28S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5579085	5592433	RNA45S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5582745	5584614	RNA18S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5585682	5585839	RNA5-8S5	0
chr22	5524025	5620327	N_region_windowed	100000	-	chr22	5587007	5592072	RNA28S5	0
chr22	6819433	6869105	N_region_windowed	47278	+	chr22	6602754	6609888	LOC105379557	209546
chr3	17149027	17150299	N_region_windowed	7500	-	chr3	17159341	17744665	TBC1D5	9043
chr6	28457031	28464530	N_region_windowed	7500	+	chr6	28606728	28607764	RPSAP2	142199
chrX	60273986	60275486	N_region_windowed	1500	-	chrX	61200211	61201705	SSBL2P	924726
