#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	371853	249170	11426	0	1	249170	249170.0	249170	249170	249170	247190455	247190455.0	247190455	247190455	247190455	260596	217763	207775	0.9561543538657539	0.9541336223325358	247190455
syndip	chr2	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	361839	193374	93591	0	1	193374	193374.0	193374	193374	193374	242554468	242554468.0	242554468	242554468	242554468	286965	236459	158429	0.6738591814332758	0.6700062167225608	242554468
syndip	chr3	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	304385	204361	116	0	1	204361	204361.0	204361	204361	204361	201098883	201098883.0	201098883	201098883	201098883	204477	172247	172142	0.999432699032165	0.9993904102829076	201098883
syndip	chr4	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	321262	215367	2928	0	1	215367	215367.0	215367	215367	215367	193472309	193472309.0	193472309	193472309	193472309	218295	184390	181671	0.9865869580155294	0.9852540810239167	193472309
syndip	chr5	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	270096	182312	778	0	1	182312	182312.0	182312	182312	182312	181814083	181814083.0	181814083	181814083	181814083	183090	153463	152853	0.9957507236878038	0.9960251005128272	181814083
syndip	chr6	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	284803	155945	64397	0	1	155945	155945.0	155945	155945	155945	172115908	172115908.0	172115908	172115908	172115908	220342	182627	129217	0.7077406940120359	0.7075459817004057	172115908
syndip	chr7	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	278427	149995	76264	0	1	149995	149995.0	149995	149995	149995	160562497	160562497.0	160562497	160562497	160562497	226259	188362	123762	0.6629349550736103	0.6570433526932183	160562497
syndip	chrX	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	115907	115878	29	0	1	115878	115878.0	115878	115878	115878	151851043	151851043.0	151851043	151851043	151851043	115907	88267	88254	0.9997497994081462	0.9998527195894276	151851043
syndip	chr9	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	234436	130972	68631	0	1	130972	130972.0	130972	130972	130972	150537188	150537188.0	150537188	150537188	150537188	199603	162328	103637	0.6561624825278177	0.6384419200630822	150537188
syndip	chr8	assembly/variants/TUE_02_01UL/phased_verkko/small_variants.dip.vcf.gz	239881	155728	1174	0	1	155728	155728.0	155728	155728	155728	146251770	146251770.0	146251770	146251770	146251770	156902	132963	132002	0.9925176224649781	0.9927724254115806	146251770
