#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	1193697	248384152	249170
syndip	chr2	0	3155	242557623	193374
syndip	chr3	0	2460	201101343	204361
syndip	chr4	0	3022	193475331	215367
syndip	chr5	0	230221	182044304	182312
syndip	chr6	0	8047	172123955	155945
syndip	chr7	0	3065	160565562	149995
syndip	chrX	0	102189	151953232	115878
syndip	chr9	0	77031	150614219	130972
syndip	chr8	0	2183	146253953	155728
syndip	chr11	0	1837	135127166	190744
syndip	chr10	0	3727	134755012	147477
syndip	chr12	0	35349	133322669	138234
syndip	chr13	0	5338375	113530010	105419
syndip	chr14	0	5718	101159346	151192
syndip	chr15	0	105678	99749379	127579
syndip	chr16	0	3666	96327872	128085
syndip	chr17	0	2260	84235636	90049
syndip	chr18	0	164177	80538855	91470
syndip	chr20	0	2374	66203987	88702
syndip	chr19	0	9383	61703957	78149
syndip	chr22	0	205999	51239439	111839
syndip	chr21	0	3048	45086599	81309
