#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	369277	264680	936	0	1	264680	264680.0	264680	264680	264680	248316685	248316685.0	248316685	248316685	248316685	265616	200427	200158	0.9964761158966328	0.9986578654572488	248316685
syndip	chr2	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	364059	253401	4095	0	1	253401	253401.0	253401	253401	253401	242689898	242689898.0	242689898	242689898	242689898	257496	193650	190657	0.9840968403392674	0.9845442809191841	242689898
syndip	chr3	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	338321	241038	1473	0	1	241038	241038.0	241038	241038	241038	201085707	201085707.0	201085707	201085707	201085707	242511	188522	187825	0.993926048715316	0.9963028187691623	201085707
syndip	chr4	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	336631	236653	6014	0	1	236653	236653.0	236653	236653	236653	193569703	193569703.0	193569703	193569703	193569703	242667	189699	184592	0.9752170670095234	0.973078403154471	193569703
syndip	chr5	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	301419	216086	934	0	1	216086	216086.0	216086	216086	216086	181834485	181834485.0	181834485	181834485	181834485	217020	167745	167327	0.9956962491936228	0.997508122447763	181834485
syndip	chr6	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	306211	209476	4124	0	1	209476	209476.0	209476	209476	209476	172113061	172113061.0	172113061	172113061	172113061	213600	165286	161731	0.9806928838951311	0.9784918262889779	172113061
syndip	chr7	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	284305	209294	812	0	1	209294	209294.0	209294	209294	209294	160561966	160561966.0	160561966	160561966	160561966	210106	163218	162906	0.9961352840946951	0.9980884461272653	160561966
syndip	chrX	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	2248	2182	66	0	1	2182	2182.0	2182	2182	2182	1360943	1360943.0	1360943	1360943	1360943	2248	1450	1441	0.9706405693950177	0.9937931034482759	0
syndip	chr9	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	224029	164828	1003	0	1	164828	164828.0	164828	164828	164828	150609619	150609619.0	150609619	150609619	150609619	165831	126995	126443	0.9939516736918912	0.995653372180007	150609619
syndip	chr8	assembly/variants/TUE_01/phased_gfase/small_variants.dip.vcf.gz	270536	192462	3804	0	1	192462	192462.0	192462	192462	192462	145538558	145538558.0	145538558	145538558	145538558	196266	156841	153559	0.9806181406866192	0.9790743491816553	145538558
