File name::assembly/qc/phased_verkko/T2T00_2/haplotype1.mapped_T2T.paf, l.n::2241
haplotype1-0000001	133059177	4562	132865506	-	chr12	133324548	194128	133322704
haplotype1-0000010	181617679	4620	181452933	-	chr5	182045439	684134	182043923
haplotype1-0000012	136019032	5877	135977909	+	chr11	135127769	2136	135087895
haplotype1-0000013	81111901	45096	81106944	-	chr17	84276897	2186	84235759
haplotype1-0000015	62576422	9019	62570286	-	chr19	61707364	3045	61704033
haplotype1-0000018	192895583	1164356	192849492	+	chr4	193574945	2971	193543217
haplotype1-0000032	80128035	6195	80123550	-	chr18	80542538	164124	80538994
haplotype1-0000033	159923408	4247	159916459	-	chr7	160567428	3044	160565235
haplotype1-0000034	135444982	5203	135444974	+	chr10	134758134	2957	134627229
haplotype1-0000035	65663860	5168	65659017	-	chr20	66210255	2628	66207484
haplotype1-0000041	201141588	16416	201137739	-	chr3	201105948	2423	201088876
