sample	category	subcategory	sv_type	count	total_length	mean_length
T2T00_2	total	all_svs	all	58208	58596852	1006.680387575591
T2T00_2	sv_type	BND	BND	4	0	0.0
T2T00_2	sv_type	DEL	DEL	29504	26972909	914.2119373644251
T2T00_2	sv_type	DUP:TANDEM	DUP:TANDEM	14	120249	8589.214285714286
T2T00_2	sv_type	INS	INS	28653	31503694	1099.4902453495272
T2T00_2	sv_type	INV	INV	33	0	0.0
T2T00_2	zygosity	ALT_HOM	all	9840	0	0
T2T00_2	zygosity	HET	all	48368	0	0
T2T00_2	zygosity	HET	BND	4	0	0
T2T00_2	zygosity	ALT_HOM	DEL	5194	0	0
T2T00_2	zygosity	HET	DEL	24310	0	0
T2T00_2	zygosity	HET	DUP:TANDEM	14	0	0
T2T00_2	zygosity	ALT_HOM	INS	4642	0	0
T2T00_2	zygosity	HET	INS	24011	0	0
T2T00_2	zygosity	ALT_HOM	INV	4	0	0
T2T00_2	zygosity	HET	INV	29	0	0
T2T00_2	size_class	large (500bp-5kb)	all	13191	0	0
T2T00_2	size_class	massive (>50kb)	all	191	0	0
T2T00_2	size_class	medium (50-500bp)	all	29778	0	0
T2T00_2	size_class	small (<50bp)	all	13557	0	0
T2T00_2	size_class	very_large (5kb-50kb)	all	1491	0	0
T2T00_2	size_class	small (<50bp)	BND	4	0	0
T2T00_2	size_class	large (500bp-5kb)	DEL	6912	0	0
T2T00_2	size_class	massive (>50kb)	DEL	63	0	0
T2T00_2	size_class	medium (50-500bp)	DEL	14992	0	0
T2T00_2	size_class	small (<50bp)	DEL	6780	0	0
T2T00_2	size_class	very_large (5kb-50kb)	DEL	757	0	0
T2T00_2	size_class	large (500bp-5kb)	DUP:TANDEM	7	0	0
T2T00_2	size_class	massive (>50kb)	DUP:TANDEM	1	0	0
T2T00_2	size_class	medium (50-500bp)	DUP:TANDEM	5	0	0
T2T00_2	size_class	very_large (5kb-50kb)	DUP:TANDEM	1	0	0
T2T00_2	size_class	large (500bp-5kb)	INS	6272	0	0
T2T00_2	size_class	massive (>50kb)	INS	127	0	0
T2T00_2	size_class	medium (50-500bp)	INS	14781	0	0
T2T00_2	size_class	small (<50bp)	INS	6740	0	0
T2T00_2	size_class	very_large (5kb-50kb)	INS	733	0	0
T2T00_2	size_class	small (<50bp)	INV	33	0	0
T2T00_2	haplotype	both	all	9840	0	0
T2T00_2	haplotype	haplotype1	all	23045	0	0
T2T00_2	haplotype	haplotype2	all	25323	0	0
T2T00_2	haplotype	haplotype1	BND	2	0	0
T2T00_2	haplotype	haplotype2	BND	2	0	0
T2T00_2	haplotype	both	DEL	5194	0	0
T2T00_2	haplotype	haplotype1	DEL	11438	0	0
T2T00_2	haplotype	haplotype2	DEL	12872	0	0
T2T00_2	haplotype	haplotype1	DUP:TANDEM	4	0	0
T2T00_2	haplotype	haplotype2	DUP:TANDEM	10	0	0
T2T00_2	haplotype	both	INS	4642	0	0
T2T00_2	haplotype	haplotype1	INS	11589	0	0
T2T00_2	haplotype	haplotype2	INS	12422	0	0
T2T00_2	haplotype	both	INV	4	0	0
T2T00_2	haplotype	haplotype1	INV	12	0	0
T2T00_2	haplotype	haplotype2	INV	17	0	0
T2T00_2	phasing	phased	all	58208	0	0
T2T00_2	chromosome	chr1	all	4707	0	0
T2T00_2	chromosome	chr2	all	3518	0	0
T2T00_2	chromosome	chr3	all	3093	0	0
T2T00_2	chromosome	chr4	all	2376	0	0
T2T00_2	chromosome	chr5	all	2503	0	0
T2T00_2	chromosome	chr6	all	1897	0	0
T2T00_2	chromosome	chr7	all	2552	0	0
T2T00_2	chromosome	chr8	all	2126	0	0
T2T00_2	chromosome	chr9	all	5987	0	0
T2T00_2	chromosome	chrX	all	1573	0	0
T2T00_2	chromosome	chrY	all	1	0	0
T2T00_2	chromosome	chr10	all	2499	0	0
T2T00_2	chromosome	chr11	all	1990	0	0
T2T00_2	chromosome	chr12	all	1812	0	0
T2T00_2	chromosome	chr13	all	3245	0	0
T2T00_2	chromosome	chr14	all	1890	0	0
T2T00_2	chromosome	chr15	all	2202	0	0
T2T00_2	chromosome	chr16	all	3499	0	0
T2T00_2	chromosome	chr17	all	2067	0	0
T2T00_2	chromosome	chr18	all	1719	0	0
