C	J  inter-chromosomal misjoin
C	j  inter-chromosomal misjoin with both breakpoints ending in centromeres
C	G  long gap on the reference genome
C	g  long gap on the reference genome with both breakpoints ending in centromeres
C	M  closed inversion
C
G	haplotype1-0000013	81111901	54203873	55839802	-	chr17	84276897	27488305	29165416	1627577	1683291	60
G	haplotype1-0000013	81111901	57342508	58776634	-	chr17	84276897	22364880	23795358	1402625	1454763	60
G	haplotype1-0000018	192895583	42017400	50592378	+	chr4	193574945	40677310	49270812	8557286	8604407	60
G	haplotype1-0000018	192895583	54372135	59218579	+	chr4	193574945	55520290	60364591	4836897	4849208	60
G	haplotype1-0000021	78184515	58296349	61480548	+	chrX	154259566	130320199	133506972	3182619	3187654	60
G	haplotype1-0000021	78184515	61488166	63603397	+	chrX	154259566	135697115	137813213	2113630	2116772	60
G	haplotype1-0000023	101736377	97004021	99804615	-	chr1	248387328	148541968	151336840	2791731	2802250	60
G	haplotype1-0000023	101736377	99935068	101736293	-	chr1	248387328	143863841	145602144	1723399	1814531	60
G	haplotype1-0000028	149243112	128605911	130572843	-	chr2	242696752	112061903	114027349	1961233	1969061	60
G	haplotype1-0000028	149243112	130580372	131822414	-	chr2	242696752	109660841	110902950	1241161	1242470	60
M	haplotype1-0000034	135444982	46539633	48373645	+	chr10	134758134	45893080	47728087	1828003	1837218	60
M	haplotype1-0000034	135444982	47927576	49169947	-	chr10	134758134	47595084	48837636	1238713	1244762	60
M	haplotype1-0000034	135444982	49311528	54433541	+	chr10	134758134	48559318	53682251	5111724	5128434	60
G	haplotype1-0000038	63707916	42320903	44107854	-	chr16	96330374	52099387	53878209	1777973	1787441	60
G	haplotype1-0000038	63707916	54931262	56680464	-	chr16	96330374	37794989	39557879	1742606	1769044	60
G	haplotype1-0000038	63707916	54931262	56680464	-	chr16	96330374	37794989	39557879	1742606	1769044	60
G	haplotype1-0000038	63707916	59958398	62009420	-	chr16	96330374	30628020	32678762	2048316	2052377	60
# inter-chromosomal misjoins: 0,0
# intra-chromosomal gaps: 7,0
# candidate inversions in the middle: 1,0
# candidate inversions at contig ends: 1,0
