sample	category	subcategory	var_type	count	percentage
T2T00_2	total	all_variants	all	5391595	100.0
T2T00_2	variant_type	DEL	DEL	585976	10.868323752062238
T2T00_2	variant_type	INS	INS	538178	9.98179573947969
T2T00_2	variant_type	MNV	MNV	2215	0.04108246261078586
T2T00_2	variant_type	SNV	SNV	4265226	79.10879804584728
T2T00_2	ti_tv	transitions	SNV	2669870	1.6735261596784667
T2T00_2	ti_tv	transversions	SNV	1595356	1.6735261596784667
T2T00_2	zygosity	HET	all	3786545	70.23051620160639
T2T00_2	zygosity	HOM_ALT	all	1605050	29.76948379839361
T2T00_2	zygosity	HET	DEL	414481	70.73344300790477
T2T00_2	zygosity	HOM_ALT	DEL	171495	29.26655699209524
T2T00_2	zygosity	HET	INS	377594	70.16154506501566
T2T00_2	zygosity	HOM_ALT	INS	160584	29.838454934984338
T2T00_2	zygosity	HET	MNV	2215	100.0
T2T00_2	zygosity	HET	SNV	2992255	70.15466472351055
T2T00_2	zygosity	HOM_ALT	SNV	1272971	29.845335276489454
T2T00_2	haplotype	both	all	1605050	29.76948379839361
T2T00_2	haplotype	haplotype1	all	1878044	34.83280921508385
T2T00_2	haplotype	haplotype2	all	1908501	35.39770698652254
T2T00_2	haplotype	both	DEL	171495	29.26655699209524
T2T00_2	haplotype	haplotype1	DEL	209074	35.67961827788169
T2T00_2	haplotype	haplotype2	DEL	205407	35.05382473002307
T2T00_2	haplotype	both	INS	160584	29.838454934984338
T2T00_2	haplotype	haplotype1	INS	190021	35.308206578492616
T2T00_2	haplotype	haplotype2	INS	187573	34.85333848652304
T2T00_2	haplotype	haplotype1	MNV	1110	50.112866817155755
T2T00_2	haplotype	haplotype2	MNV	1105	49.887133182844245
T2T00_2	haplotype	both	SNV	1272971	29.845335276489454
T2T00_2	haplotype	haplotype1	SNV	1477839	34.64855086225208
T2T00_2	haplotype	haplotype2	SNV	1514416	35.50611386125846
T2T00_2	phasing	phased	all	5391595	100.0
T2T00_2	phasing	phased	DEL	585976	100.0
T2T00_2	phasing	phased	INS	538178	100.0
T2T00_2	phasing	phased	MNV	2215	100.0
T2T00_2	phasing	phased	SNV	4265226	100.0
T2T00_2	allelic	biallelic	all	5008230	92.8895809125129
T2T00_2	allelic	multiallelic	all	383365	7.110419087487098
T2T00_2	allelic	biallelic	DEL	445153	75.96778707660383
T2T00_2	allelic	multiallelic	DEL	140823	24.03221292339618
T2T00_2	allelic	biallelic	INS	431207	80.12349074098161
T2T00_2	allelic	multiallelic	INS	106971	19.87650925901839
T2T00_2	allelic	multiallelic	MNV	2215	100.0
T2T00_2	allelic	biallelic	SNV	4131870	96.87341303837124
T2T00_2	allelic	multiallelic	SNV	133356	3.1265869616287625
T2T00_2	filter	PASS	all	5069797	94.03148789922092
T2T00_2	filter	GAP1	all	143162	2.6552810439211405
T2T00_2	filter	GAP2	all	137839	2.5565533019449718
T2T00_2	filter	HET1	all	23863	0.44259630035267855
T2T00_2	filter	HET2	all	16934	0.31408145456029246
T2T00_2	indel_size	11-20bp	all	59838	1.1098385542682638
T2T00_2	indel_size	1bp	all	514615	9.54476365528197
T2T00_2	indel_size	2-5bp	all	391317	7.257907910367897
T2T00_2	indel_size	21-50bp	all	32183	0.5969105617168945
T2T00_2	indel_size	6-10bp	all	95567	1.7725181509367822
T2T00_2	indel_size	>50bp	all	30634	0.5681806589701193
T2T00_2	indel_size	11-20bp	DEL	31333	5.347147323439868
T2T00_2	indel_size	1bp	DEL	257279	43.906064412194354
T2T00_2	indel_size	2-5bp	DEL	215050	36.69945526779254
T2T00_2	indel_size	21-50bp	DEL	16615	2.835440359332123
T2T00_2	indel_size	6-10bp	DEL	50019	8.536015126899395
T2T00_2	indel_size	>50bp	DEL	15680	2.6758775103417203
T2T00_2	indel_size	11-20bp	INS	28505	5.2965747392126765
T2T00_2	indel_size	1bp	INS	257336	47.81615004701047
T2T00_2	indel_size	2-5bp	INS	176267	32.75254655522894
T2T00_2	indel_size	21-50bp	INS	15568	2.8927232254012614
T2T00_2	indel_size	6-10bp	INS	45548	8.46337085499593
T2T00_2	indel_size	>50bp	INS	14954	2.7786345781507236
T2T00_2	chromosome	chr1	all	389594	7.225950762251244
T2T00_2	chromosome	chr2	all	369902	6.860715613839689
T2T00_2	chromosome	chr3	all	338408	6.276584201892018
T2T00_2	chromosome	chr4	all	329971	6.1200998962273685
T2T00_2	chromosome	chr5	all	280420	5.201058313912673
T2T00_2	chromosome	chr6	all	304286	5.6437102564269015
T2T00_2	chromosome	chr7	all	309503	5.740471975361651
T2T00_2	chromosome	chr8	all	253320	4.69842412124798
T2T00_2	chromosome	chr9	all	240859	4.467305129558136
T2T00_2	chromosome	chrX	all	199974	3.7089952045730437
T2T00_2	chromosome	chr10	all	233610	4.332855119867126
T2T00_2	chromosome	chr11	all	314004	5.823953765073229
T2T00_2	chromosome	chr12	all	218860	4.059281158914941
T2T00_2	chromosome	chr13	all	184026	3.4132014737753855
T2T00_2	chromosome	chr14	all	216262	4.01109504701299
T2T00_2	chromosome	chr15	all	188168	3.4900247514881957
T2T00_2	chromosome	chr16	all	195791	3.631411483985722
T2T00_2	chromosome	chr17	all	182740	3.389349533857792
T2T00_2	chromosome	chr18	all	149470	2.77227796227276
T2T00_2	chromosome	chr19	all	136476	2.5312732132142712
T2T00_2	chromosome	chr20	all	134603	2.4965339570201395
T2T00_2	chromosome	chr21	all	97446	1.8073686914540132
T2T00_2	chromosome	chr22	all	123902	2.298058366772727
T2T00_2	chromosome	chr1	DEL	45593	7.780694089860335
T2T00_2	chromosome	chr2	DEL	43952	7.500648490723169
T2T00_2	chromosome	chr3	DEL	36955	6.30657228282387
T2T00_2	chromosome	chr4	DEL	35327	6.0287452045817576
T2T00_2	chromosome	chr5	DEL	32575	5.559101396644231
T2T00_2	chromosome	chr6	DEL	33543	5.724295875599
T2T00_2	chromosome	chr7	DEL	33384	5.697161658497959
T2T00_2	chromosome	chr8	DEL	26917	4.593532840935465
T2T00_2	chromosome	chr9	DEL	28641	4.887742842710282
T2T00_2	chromosome	chrX	DEL	22593	3.855618660149904
T2T00_2	chromosome	chr10	DEL	27559	4.703093642060425
T2T00_2	chromosome	chr11	DEL	26200	4.471172880800578
T2T00_2	chromosome	chr12	DEL	26993	4.606502655398856
T2T00_2	chromosome	chr13	DEL	20321	3.4678894698758995
T2T00_2	chromosome	chr14	DEL	20173	3.4426324627629805
T2T00_2	chromosome	chr15	DEL	19435	3.3166887381053147
T2T00_2	chromosome	chr16	DEL	19446	3.3185659480934375
T2T00_2	chromosome	chr17	DEL	19865	3.3900705830955538
T2T00_2	chromosome	chr18	DEL	14983	2.556930659276148
T2T00_2	chromosome	chr19	DEL	17568	2.998075006484907
T2T00_2	chromosome	chr20	DEL	14106	2.4072658265867544
T2T00_2	chromosome	chr21	DEL	9241	1.5770270454762654
T2T00_2	chromosome	chr22	DEL	10606	1.809971739456906
T2T00_2	chromosome	chr1	INS	43078	8.004414896186764
T2T00_2	chromosome	chr2	INS	40430	7.512384378402685
T2T00_2	chromosome	chr3	INS	33381	6.202594680570369
T2T00_2	chromosome	chr4	INS	32478	6.034806328017868
T2T00_2	chromosome	chr5	INS	29181	5.422183738465712
T2T00_2	chromosome	chr6	INS	31114	5.781358583962927
T2T00_2	chromosome	chr7	INS	30696	5.703689114010606
T2T00_2	chromosome	chr8	INS	24158	4.488849414134357
T2T00_2	chromosome	chr9	INS	26371	4.9000516557718825
T2T00_2	chromosome	chrX	INS	20522	3.8132365128266112
T2T00_2	chromosome	chr10	INS	25121	4.667786494431211
T2T00_2	chromosome	chr11	INS	23995	4.4585620370955334
T2T00_2	chromosome	chr12	INS	24436	4.540505186016523
T2T00_2	chromosome	chr13	INS	18746	3.4832341715937845
T2T00_2	chromosome	chr14	INS	18285	3.3975747800913454
T2T00_2	chromosome	chr15	INS	17619	3.273823902129035
T2T00_2	chromosome	chr16	INS	17714	3.2914760543909267
T2T00_2	chromosome	chr17	INS	19227	3.5726098056776756
T2T00_2	chromosome	chr18	INS	13529	2.5138522942223576
T2T00_2	chromosome	chr19	INS	16795	3.120714707773265
T2T00_2	chromosome	chr20	INS	12704	2.3605572877375143
T2T00_2	chromosome	chr21	INS	8523	1.583676776085236
T2T00_2	chromosome	chr22	INS	10075	1.8720572004058138
T2T00_2	chromosome	chr1	SNV	300760	7.051443463957127
T2T00_2	chromosome	chr2	SNV	285374	6.6907122858202595
T2T00_2	chromosome	chr3	SNV	267943	6.282035230958454
T2T00_2	chromosome	chr4	SNV	262029	6.143379037828241
T2T00_2	chromosome	chr5	SNV	218534	5.123620647534269
T2T00_2	chromosome	chr6	SNV	239508	5.615364813025148
T2T00_2	chromosome	chr7	SNV	245298	5.751113774510425
T2T00_2	chromosome	chr8	SNV	202165	4.739842624986343
T2T00_2	chromosome	chr9	SNV	185764	4.355314349110692
T2T00_2	chromosome	chrX	SNV	156793	3.67607718793799
T2T00_2	chromosome	chr10	SNV	180841	4.23989256372347
T2T00_2	chromosome	chr11	SNV	263674	6.181946747956615
T2T00_2	chromosome	chr12	SNV	167318	3.922840196510103
T2T00_2	chromosome	chr13	SNV	144897	3.3971705133561505
T2T00_2	chromosome	chr14	SNV	177703	4.166320846773418
T2T00_2	chromosome	chr15	SNV	151030	3.5409612526979815
T2T00_2	chromosome	chr16	SNV	158538	3.716989439715504
T2T00_2	chromosome	chr17	SNV	143579	3.3662694544204688
T2T00_2	chromosome	chr18	SNV	120897	2.834480517562258
T2T00_2	chromosome	chr19	SNV	102040	2.392370298783699
T2T00_2	chromosome	chr20	SNV	107725	2.525657491537377
T2T00_2	chromosome	chr21	SNV	79645	1.8673101964585228
T2T00_2	chromosome	chr22	SNV	103171	2.4188870648354857
